"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","sparsity","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","violation_rate_zhat","violation_count_zhat","rep_id"
"WST","SST",3,3,3.00525,"weak",1,0.49,0.25,0.09,1,0.45819209039548,0.901847473951493,0.317480759734316,-2655.30704452148,5310.61408904295,0.0163841807909605,344.043000000001,1063,1,1,1,0,NA,1,1,1,0,NA,0.00394121576486306,0,0,2259.58491144396,0.00123535006203666,0.00160320641282565,0,0,2495.00000000007,0.000700011826727554,0.819862784471218,0,1,150.934884153727,0.0312133059506915,0.660977242302544,0,1,187.578943107167,0.0344984164418241,1,1,1,0,NA,1,1,1,0,NA,0.0014375,0,0,3999.99999999974,0.000495619368141556,0.0004375,0,0,4000.00000000009,0.000187395778319396,0.611,0,1,348.716294209586,0.0260502566054566,0.4925625,0,1,280.107537815401,0.0298146485227355,1,0.62575,0.75575,1,0.6221875,0.74525,0.533123784476568,0.523364485981308,0.54434272571772,283.3925,531.50175,0.467023172905526,262,3
"WST","DC-SBM",3,3,3.0905,"weak",1,0.49,0.25,0.09,1,0.45819209039548,1,4.44089209850063e-16,-2666.18706055317,5332.37412110634,0.00338983050847458,123.168000000001,1064,0.609163160355306,0,1,2000.7406437534,0.0109111545297354,0.163627863487611,0,1,2138.99999999996,0.0080006368367342,0.037849627918912,0,0.5,873.556741185872,0.00523678264266126,0.0264733555726627,0,0.5,1208.9191629437,0.0036368392201227,0.295985772357724,0,1,230.653630679377,0.0287003334358782,0.237677845528455,0,1,234.696331681998,0.0255816100032646,0.357967032967033,0,1,3427.19130728201,0.00819012764949733,0.0961538461538462,0,1,3639.99999999996,0.00488696872515076,0.0185875,0,0.25,1077.65327723833,0.0023753441784972,0.0122,0,0.25,1277.52638604068,0.00154561685576211,0.1305625,0,1,267.137945606293,0.0191379522771079,0.105425,0,1,218.785921080024,0.0188511148876914,0.587637362637363,1.05225,0.68325,0.587637362637363,0.9398625,0.4737375,0.465411108846731,0.455882352941176,0.479500891265597,277.40825,596.26,0.447019867549669,270,3
"WST","WST",5,4,4.0005,"weak",1,0.49,0.25,0.09,1,0.577966101694915,0.852017400028451,0.867076170749413,-3349.38431626866,6698.76863253732,0.00451977401129944,610.952000000001,1063,1,1,1,0,NA,0.41032535627857,0,1,2601.0538347106,0.00517480647292752,0.972520794860868,0.666666666666667,1,286.39320913953,0.00545074320251141,0.673279984847767,0,1,216.147791256623,0.0258331012944778,0.712343972522409,0.5,1,200.900971969008,0.0163976003931128,0.447976878612717,0,1,297.930153862864,0.0237102672077095,0.571160580290145,0,1,3998,0.00439026043500609,0.228051525762881,0,0.5,2982.14070749501,0.00299629196436846,0.3535,0,1,227.853395105316,0.0225210427211713,0.2041,0,0.5,207.373508337875,0.0126298817439838,0.32805,0.25,0.5,530.321118639941,0.00558929359349577,0.18115,0,0.5,537.414671040201,0.0065937572704454,2.28464232116058,1.47775,1.98975,0.571160580290145,0.3689125,0.4968375,0.513120735376713,0.507380347319887,0.517514871116986,774.52275,1509.435,0.47378898473789,714,3
"WST","SST",5,3,3.00125,"weak",1,0.49,0.25,0.09,1,0.577966101694915,0.667346257589016,1.38132782640855,-3439.97780335465,6879.95560670931,0.011864406779661,393.764999999999,1064,1,1,1,0,NA,1,1,1,0,NA,0.271571298819255,0,1,55.4880227433014,0.05966698281175,0.0733424159854678,0,1,10.4370732940819,0.0804955480802565,0.664434523809524,0,1,130.256052882707,0.0413470103759008,0.593936011904762,0,1,65.1993962785102,0.0608211752972671,1,1,1,0,NA,1,1,1,0,NA,0.074125,0,1,319.810844103797,0.0146242562127826,0.0195625,0,0,46.1345183429404,0.0202671915801658,0.2971875,0,1,100.941687620685,0.0454650517588623,0.26575,0,1,110.662747345302,0.0419795937224081,1,0.27625,0.44925,1,0.2745625,0.447375,0.503078329707597,0.492133915572167,0.509789702683104,686.77325,1365.261,0.468023255813953,644,3
"WST","DC-SBM",5,5,5,"weak",1,0.49,0.25,0.09,1,0.577966101694915,0.957215373459028,0.167532808847064,-3280.15398094869,6560.30796189738,0.0129943502824859,174.056,1065,0.940056746031746,0.666666666666667,1,3476.06602446383,0.00191060286211497,0.370553075396825,0,0.8,4000.00000000001,0.00327272727854058,0.999916666666667,1,1,2073.40354238399,8.18347060021627e-05,0.552144642857143,0.4,0.7,492.253331487618,0.0037709001318694,0.800538095238095,0.6,1,678.264786778761,0.00513991549603931,0.583076488095238,0.4,0.833333333333333,798.085640049046,0.0041598512723733,0.611675,0.2,1,3999.99999999986,0.00384255642817727,0.2496,0,0.6,3761.97541761343,0.00267063715654194,0.696225,0.5,1,681.637339825724,0.00433533332859639,0.39145,0.2,0.7,637.89534134999,0.00443908657185057,0.531375,0.3,0.8,598.157368286425,0.00624309708858975,0.3828,0.2,0.5,662.179043767897,0.00369820226150042,6.4725,6.96275,6.6625,0.64725,0.696275,0.66625,0.434960651679187,0.428301886792453,0.44786432160804,693.8435,1595.197,0.419071518193225,668,3
"WST","WST",3,2,2,"weak",3.5,6.0025,0.25,0.09,3.5,2.1590395480226,0.482919799010634,1.14594582704276,-6344.17021607612,12688.3404321522,0.0384180790960452,950.117000000002,1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0.391010694445685,0.386313465783664,0.393919652551574,1792.075,4583.11,0.391190580026167,1794,3
"WST","SST",3,2,2,"weak",3.5,6.0025,0.25,0.09,3.5,2.1590395480226,0.482919799010634,1.14594582704276,-6343.79554218967,12687.5910843793,0.0502824858757062,829.671000000002,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0.391099090464242,0.386313465783664,0.393966529138067,1792.871,4584.10875,0.391190580026167,1794,3
"WST","DC-SBM",3,3,3.00575,"weak",3.5,6.0025,0.25,0.09,3.5,2.1590395480226,1,4.44089209850063e-16,-6008.79044720677,12017.5808944135,0,121.092000000001,1066,1,1,1,0,NA,0.997736987679155,1,1,3488.16814651331,0.000804650706944416,1,1,1,0,NA,0.998625,1,1,3736.27430078803,0.000329017255628293,0.997708333333333,1,1,3293.51154667369,0.000613127234716019,0.995125,1,1,3638.20447232572,0.00114741656624733,1,1,1,0,NA,0.997736987679155,1,1,3488.16814651331,0.000804650706944416,0.9994375,1,1,2342.71016434402,0.000424252085866111,0.9980625,1,1,2979.80754459861,0.000526043384612647,0.9959375,1,1,3337.59206666118,0.000938126973889503,0.994625,1,1,3536.28576972416,0.00120428006110548,1,1.015,1.00575,1,0.9994375,0.997125,0.394156667951018,0.394146341463415,0.394146341463415,2020.233,5125.45425,0.394146341463415,2020,3
"WST","WST",5,5,5,"weak",3.5,6.0025,0.25,0.09,3.5,1.81045197740113,1,0,-5138.31427929633,10276.6285585927,0,928.698,1065,1,1,1,0,NA,0.614548214285714,0.25,0.857142857142857,4000,0.00237330174953551,1,1,1,0,NA,0.3,0.3,0.3,0,NA,0.714285714285714,0.714285714285714,0.714285714285714,0,NA,0.428571428571429,0.428571428571429,0.428571428571429,0,NA,0.472925,0.4,0.7,4000.00000000017,0.0020392157055896,0.292475,0.1,0.6,3999.99999999992,0.00176698872549857,1,1,1,0,NA,0.3,0.3,0.3,0,NA,0.5,0.5,0.5,0,NA,0.3,0.3,0.3,0,NA,4.72925,10,7,0.472925,1,0.7,0.464052287581699,0.464052287581699,0.464052287581699,2698,5814,0.372205022359821,2164,3
"WST","SST",5,5,5,"weak",3.5,6.0025,0.25,0.09,3.5,1.81045197740113,1,0,-5157.49013199784,10314.9802639957,0,685.748000000003,1066,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.3,0.3,0.3,0,NA,0.714285714285714,0.714285714285714,0.714285714285714,0,NA,0.428571428571429,0.428571428571429,0.428571428571429,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.3,0.3,0.3,0,NA,0.5,0.5,0.5,0,NA,0.3,0.3,0.3,0,NA,10,10,7,1,1,0.7,0.458204334365325,0.458204334365325,0.458204334365325,2664,5814,0.372205022359821,2164,3
"WST","DC-SBM",5,5,5,"weak",3.5,6.0025,0.25,0.09,3.5,1.81045197740113,1,0,-5092.11350904898,10184.227018098,0,175.154000000002,1067,0.905887698412698,0.571428571428571,1,4000.0000000001,0.00189343473641258,0.313697817460317,0.142857142857143,0.5,4380.02354973283,0.00151862117155055,1,1,1,0,NA,0.3,0.3,0.3,0,NA,0.714285714285714,0.714285714285714,0.714285714285714,0,NA,0.428571428571429,0.428571428571429,0.428571428571429,0,NA,0.811425,0.4,1,3999.99999999999,0.00323699117572445,0.28025,0.1,0.5,3999.99999999996,0.00160565528904147,1,1,1,0,NA,0.3,0.3,0.3,0,NA,0.5,0.5,0.5,0,NA,0.3,0.3,0.3,0,NA,8.84525,10,7,0.884525,1,0.7,0.443584451324389,0.443584451324389,0.443584451324389,2579,5814,0.372205022359821,2164,3
"WST","WST",3,3,3,"weak",7.5,27.5625,0.25,0.09,7.5,2.17457627118644,1,4.44089209850063e-16,-5630.01015727003,11260.0203145401,0,904.172999999999,1066,1,1,1,0,NA,0.0913173652694611,0,1,3058.75997311315,0.00520924909865334,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.835,0,1,3688.78521134674,0.00611220369943212,0.07625,0,1,3679.11605614635,0.0043760240431012,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.835,1,1,0.835,1,1,0.373926619828259,0.373926619828259,0.373926619828259,1437,3843,0.373926619828259,1437,3
"WST","SST",3,3,3,"weak",7.5,27.5625,0.25,0.09,7.5,2.17457627118644,1,4.44089209850063e-16,-5806.91085382306,11613.8217076461,0,741.651000000002,1067,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,1,1,1,0.590163934426229,0.590163934426229,0.590163934426229,2268,3843,0.373926619828259,1437,3
"WST","DC-SBM",3,3,3.02775,"weak",7.5,27.5625,0.25,0.09,7.5,2.17457627118644,1,4.44089209850063e-16,-5651.38644111497,11302.7728822299,0.00564971751412429,118.846000000001,1068,1,1,1,0,NA,0.10960960960961,0,1,3330.0000000001,0.00541449117242829,0.997166666666667,1,1,3290.23395248892,0.000533550426254339,0.0109583333333333,0,0,4000.00000000026,0.00114366924352479,0.993416666666667,1,1,3630.28767446101,0.000968040973485139,0.00995833333333333,0,0,3999.99999999998,0.00112337960105697,0.856261249678581,0,1,4085.64408522337,0.00548928343061271,0.0938544613011057,0,1,3889.00000000025,0.00467695628714631,0.9870625,1,1,3999.99999999971,0.00131457923042923,0.00675,0,0,3470.01978755651,0.000756560684376287,0.984375,0.5,1,4000,0.00152649021839208,0.0056875,0,0,4000.00000000033,0.000621724192210874,0.856261249678581,1.04,1.036,0.856261249678581,0.9891875,0.9881875,0.374051744892411,0.373926619828259,0.374293059125964,1438.74325,3846.33,0.373926619828259,1437,3
"WST","WST",5,5,5,"weak",7.5,27.5625,0.25,0.09,7.5,2.88418079096045,1,0,-6495.84963643995,12991.6992728799,0,1141.796,1067,1,1,1,0,NA,0.00150573357625121,0,0,3999.00000000011,0.000306984254732489,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,1,1,1,0,NA,0.75,0.75,0.75,0,NA,0.253575,0.1,0.3,3999.99999999978,0.0010159049460776,0.00065,0,0,4000.00000000012,0.000136561477947898,0.7,0.7,0.7,0,NA,0.4,0.4,0.4,0,NA,0.4,0.4,0.4,0,NA,0.3,0.3,0.3,0,NA,2.53575,7,4,0.253575,0.7,0.4,0.512271359110905,0.512271359110905,0.512271359110905,4425,8638,0.41340588099097,3571,3
"WST","SST",5,4,4,"weak",7.5,27.5625,0.25,0.09,7.5,2.88418079096045,1,0.4,-6863.28526120795,13726.5705224159,0,865.916999999998,1068,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.5,0.5,0.5,0,NA,0.25,0.25,0.25,0,NA,0,0,0,0,NA,4,2,1,1,0.5,0.25,0.554939249867935,0.554939249867935,0.554939249867935,4202,7572,0.43026941362916,3258,3
"WST","DC-SBM",5,5,5,"weak",7.5,27.5625,0.25,0.09,7.5,2.88418079096045,1,0,-6393.59055327357,12787.1811065471,0,173.679,1069,0.990765376984127,0.833333333333333,1,3999.99999999987,0.000635902579531034,0.495361805555556,0.285714285714286,0.6,4444.53024795863,0.00140391036794936,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,1,1,1,0,NA,0.75,0.75,0.75,0,NA,0.859925,0.5,1,4000.00000000018,0.00251956556699986,0.432975,0.2,0.6,4000.00000000003,0.00191172723446749,0.7,0.7,0.7,0,NA,0.4,0.4,0.4,0,NA,0.4,0.4,0.4,0,NA,0.3,0.3,0.3,0,NA,8.6715,7,4,0.86715,0.7,0.4,0.414447788840009,0.414447788840009,0.414447788840009,3580,8638,0.41340588099097,3571,3
"WST","WST",3,3,3.0025,"strong",1,0.49,1.2,0.09,1,0.372881355932203,1,4.44089209850063e-16,-2663.86818806768,5327.73637613536,0.0129943502824859,451.018,1068,1,1,1,0,NA,0.00200501253132832,0,0,2785.49408310673,0.000847668481375848,1,1,1,0,NA,0.0013125,0,0,2677.3037206078,0.00052318398858373,0.337874421447908,0,1,3417.27792289823,0.00808459078143485,0.281853113265217,0,1,3584.76685889403,0.00750763144360064,1,1,1,0,NA,0.00200501253132832,0,0,2785.49408310673,0.000847668481375848,1,1,1,0,NA,0.0013125,0,0,2677.3037206078,0.00052318398858373,0.3221875,0,1,3412.88413419402,0.00799135607302403,0.2688125,0,1,3751.83437508892,0.00723053432101609,1,1.0075,0.9605,1,1,0.9539375,0.256932446203328,0.254186781206341,0.260406582768635,263.436,1025.2965,0.257032007759457,265,3
"WST","SST",3,3,3.001,"strong",1,0.49,1.2,0.09,1,0.372881355932203,1,4.44089209850063e-16,-2669.61918601181,5339.23837202362,0.0146892655367232,296.504999999997,1069,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.0003125,0,0,4000.0000000002,0.000187458318281082,0.497373447946514,0,1,3286.76574005543,0.00872054211027566,0.387101675783624,0,1,3838.9999999997,0.00785953616621833,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.0003125,0,0,4000.0000000002,0.000187458318281082,0.477125,0,1,3454.1693189159,0.0084958536345184,0.371375,0,1,3999.99999999984,0.00763751335490249,1,1.003,0.96175,1,1,0.9595,0.257657688131204,0.254652301665034,0.262117196277837,264.48325,1026.47475,0.257032007759457,265,3
"WST","DC-SBM",3,3,3.0065,"strong",1,0.49,1.2,0.09,1,0.372881355932203,1,4.44089209850063e-16,-2658.84630200937,5317.69260401873,0.00564971751412429,121.002,1070,1,1,1,0,NA,0.00125817815802718,0,0,3974.00000000016,0.000562391057380935,0.999916666666667,1,1,3999.99999999934,8.33333333333402e-05,0.002625,0,0,3195.2393254705,0.000646912376908904,0.464878845630275,0,1,1785.46544471814,0.0117905496601229,0.342453943189037,0,1,2721.30637946784,0.0090787217986654,1,1,1,0,NA,0.00125817815802718,0,0,3974.00000000016,0.000562391057380935,0.999875,1,1,4000.00000000061,0.00012499999999999,0.002625,0,0,3195.2393254705,0.000646912376908904,0.4255,0,1,1955.74260345333,0.0111526996745786,0.31375,0,1,3092.07134855209,0.00832568628505819,1,1.01925,0.93175,1,0.9999375,0.91675,0.258577173781994,0.254725899738177,0.269980506822612,264.43725,1022.6485,0.257032007759457,265,3
"WST","WST",5,5,5.021,"strong",1,0.49,1.2,0.09,1,0.349717514124294,0.879368374697241,0.431736768690469,-2400.21716446763,4800.43432893526,0.0355932203389831,567.830999999998,1069,1,1,1,0,NA,0.467740405661754,0.2,0.7,3005.08602049646,0.00205679194711784,0.999985294117647,1,1,3999.99999999997,1.47058823529412e-05,0.579302159421461,0.5,0.7,774.334879427336,0.00241187598487792,0.957125339543712,0.8125,1,2459.47614069091,0.0012131088003504,0.622293646800826,0.333333333333333,0.875,1197.19946377938,0.00526552730389661,0.987665985699694,0.7,1,3915.99999999976,0.000951986077649679,0.462563840653728,0.2,0.7,2971.27026621338,0.00213757946076078,0.9990875,1,1,643.353324692744,0.000581234963579581,0.578925,0.45,0.7,735.641747567042,0.00251436685746553,0.8259625,0.7,1,790.72017863817,0.00350589943869585,0.530925,0.3,0.7,1616.28692761964,0.00367921897939487,9.87665985699694,10.19425,8.82675,0.987665985699694,0.9991,0.8646,0.205940005969994,0.204062788550323,0.208409506398537,223.7305,1086.37475,0.337016574585635,366,3
"WST","SST",5,5,5.007,"strong",1,0.49,1.2,0.09,1,0.349717514124294,0.883890919314029,0.342737648613667,-2405.67762337277,4811.35524674554,0.0468926553672316,334.652999999998,1070,1,1,1,0,NA,1,1,1,0,NA,0.999962523719165,1,1,4000.00000000017,2.23010221277675e-05,0.567768487134308,0.4,0.7,1462.44640098778,0.00183085421248772,0.953492261904762,0.777777777777778,1,2317.76777524648,0.00133882658244682,0.556567577286763,0.333333333333333,0.875,890.822369171611,0.00577442532455167,1,1,1,0,NA,1,1,1,0,NA,0.997301785714286,1,1,2790.08177076917,0.000533760617753817,0.566619642857143,0.4,0.7,1496.10857572802,0.00188925882590425,0.860817857142857,0.7,1,645.784599613798,0.0042362791162524,0.494333928571429,0.3,0.8,1843.37908643058,0.00318871134900465,10,10.04,9.10175,1,0.997333928571429,0.904255357142857,0.209217959374133,0.206422018348624,0.211786372007366,227.28675,1086.3545,0.206422018348624,225,3
"WST","DC-SBM",5,5,5.00025,"strong",1,0.49,1.2,0.09,1,0.349717514124294,0.813425592535771,0.599176222303992,-2403.16959521727,4806.33919043453,0.0310734463276836,175.606,1071,0.999874968742186,1,1,3998.99999999991,6.24921694171625e-05,0.464313399778516,0.2,0.7,3236.13143518759,0.00204143703560283,0.999972222222222,1,1,4000.00000000034,2.77777777777766e-05,0.60015,0.4,0.7,426.183760136817,0.00426175495664499,0.931732965686275,0.7,1,951.469625322848,0.00290019845046809,0.581495448179272,0.2,0.875,803.368174688874,0.00657997177121509,0.980820205051263,0.7,1,4214.89256953103,0.00113319079444628,0.456364091022756,0.2,0.7,3210.32944091769,0.0021370277754029,0.9995,1,1,2436.18815112018,0.00024378566595624,0.5999875,0.4,0.7,430.081946468884,0.00426685180086602,0.8155,0.6,1,498.128508213878,0.00463955068387353,0.5047625,0.2,0.8,1350.55796958384,0.00428273038106332,9.80920230057514,9.9975,8.7915,0.980920230057514,0.999525,0.8789375,0.224866037370641,0.220276497695853,0.231123388581952,243.453,1082.6565,0.333024976873265,360,3
"WST","WST",3,3,3.13075,"strong",3.5,6.0025,1.2,0.09,3.5,1.53757062146893,1,4.44089209850063e-16,-4626.42494700352,9252.84989400705,0.00677966101694915,769.541999999998,1070,1,1,1,0,NA,0,0,0,0,NA,0.999569444444444,1,1,3999.99999999985,0.00022344475183088,0.0312736111111111,0,0.25,210.063989107235,0.0061432448286445,0.524393184503849,0.25,1,25.9521922912007,0.0637407794327744,0.287230526013222,0,0.666666666666667,102.732218789639,0.0158503225705153,1,1,1,0,NA,0,0,0,0,NA,0.9985625,1,1,3152.44395085224,0.000512347208767303,0.03125,0,0.25,210.525043103279,0.00613127359964353,0.0543625,0,0.75,44.5820686805984,0.025791695678227,0.0312625,0,0.25,91.933669013827,0.00973591347427053,1,1.4055,0.47675,1,0.9988,0.1111875,0.244376583111268,0.243366186504928,0.245204964272283,642.78975,2630.3145,0.244385230300723,642,3
"WST","SST",3,3,3.043,"strong",3.5,6.0025,1.2,0.09,3.5,1.53757062146893,1,4.44089209850063e-16,-4635.96826709671,9271.93653419342,0.00169491525423729,597.332999999999,1071,1,1,1,0,NA,1,1,1,0,NA,0.999875,1,1,4000.0000000003,0.000124999999999995,0.0103589285714286,0,0.25,1072.0196962608,0.00171505791183328,0.464618764172336,0.25,1,77.9660613033774,0.0369044619042301,0.231760204081633,0,0.666666666666667,168,0.0116079373834754,1,1,1,0,NA,1,1,1,0,NA,0.9997375,1,1,3999.99999999964,0.000201926266225451,0.0103375,0,0.25,1069.92809899672,0.00171401811158585,0.015725,0,0.25,696.312890946495,0.00340324317876473,0.0092375,0,0.25,1242.24121555214,0.00146941259230276,1,1.13075,0.15425,1,0.9998,0.0376625,0.244364087815362,0.243366186504928,0.244385230300723,642.146,2627.82425,0.244385230300723,642,3
"WST","DC-SBM",3,3,3.03225,"strong",3.5,6.0025,1.2,0.09,3.5,1.53757062146893,1,4.44089209850063e-16,-4640.22498946808,9280.44997893616,0,121.936999999998,1072,1,1,1,0,NA,0,0,0,0,NA,0.999625,1,1,4000.00000000024,0.000216452204052435,0.008625,0,0,3999.99999999993,0.000917053755593245,0.445736434108527,0,1,129,0.0197482941982481,0.118863049095607,0,0.666666666666667,129,0.020828794600043,1,1,1,0,NA,0,0,0,0,NA,0.9986875,1,1,3289.55917466141,0.000491711780958672,0.008625,0,0,3999.99999999993,0.000917053755593245,0.00875,0,0.25,3537.14458515166,0.000894534563055679,0.0025625,0,0,3538.40970641103,0.000508667516775902,1,1.09225,0.08275,1,0.998875,0.0206875,0.320291250155137,0.320137038446898,0.321212121212121,842.36025,2629.92125,0.244385230300723,642,3
"WST","WST",5,4,4,"strong",3.5,6.0025,1.2,0.09,3.5,1.38107344632768,0.738320520402129,0.4,-4742.52346218467,9485.04692436934,0,855.816999999999,1071,1,1,1,0,NA,0.553125,0.25,0.75,3234.35700339593,0.0023257237652864,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0.553125,0.25,0.75,3234.35700339593,0.0023257237652864,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.75,0.75,0.75,0,NA,0,0,0,0,NA,4,4,3,1,1,0.75,0.239621650026274,0.239621650026274,0.239621650026274,912,3806,0.239621650026274,912,3
"WST","SST",5,5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.38107344632768,1,0,-4608.14982153864,9216.29964307727,0,675.647000000001,1072,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.4,0.4,0.4,0,NA,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.4,0.4,0.4,0,NA,0.7,0.7,0.7,0,NA,0.4,0.4,0.4,0,NA,10,10,7,1,1,0.7,0.258106021616058,0.258106021616058,0.258106021616058,1003,3886,0.239063304168811,929,3
"WST","DC-SBM",5,5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.38107344632768,1,0,-4544.34978396799,9088.69956793598,0,182.412,1073,0.958791666666667,0.777777777777778,1,3999.99999999978,0.00132771620455901,0.392409523809524,0.2,0.5,3999.99999999988,0.00119562375230214,1,1,1,0,NA,0.4,0.4,0.4,0,NA,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,0.92475,0.5,1,3999.99999999969,0.00233628421451312,0.375625,0.2,0.5,3999.99999999991,0.00123134840661555,1,1,1,0,NA,0.4,0.4,0.4,0,NA,0.7,0.7,0.7,0,NA,0.4,0.4,0.4,0,NA,9.59625,10,7,0.959625,1,0.7,0.266598044261451,0.266598044261451,0.266598044261451,1036,3886,0.239063304168811,929,3
"WST","WST",3,3,3,"strong",7.5,27.5625,1.2,0.09,7.5,2.11666666666667,1,4.44089209850063e-16,-5803.40587076956,11606.8117415391,0,985.846000000001,1072,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.99825,1,1,3058.16849902131,0.000755896391522511,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.99825,1,1,0.99825,1,1,0.259439707673569,0.259439707673569,0.259439707673569,1065,4105,0.259439707673569,1065,3
"WST","SST",3,3,3,"strong",7.5,27.5625,1.2,0.09,7.5,2.11666666666667,1,4.44089209850063e-16,-5877.71766616786,11755.4353323357,0,822.402999999998,1073,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,1,1,1,0.259439707673569,0.259439707673569,0.259439707673569,1065,4105,0.259439707673569,1065,3
