"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","sparsity","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","violation_rate_zhat","violation_count_zhat","rep_id"
"SST","WST",3,3,3.00225,"strong",3.5,6.0025,1.2,0.09,3.5,1.39943502824859,0.897926110855616,0.385413533281858,-4511.29618050116,9022.59236100232,0,776.504999999999,1034,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9995,1,1,3473.21129329404,0.000250850177120275,0.999875,1,1,2073.40354238739,0.000122752059003144,0.998458333333333,1,1,2351.81726735054,0.000670375754874064,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9995,1,1,3473.21129329404,0.000250850177120275,0.9994375,1,1,2439.61361411941,0.000239847891769743,0.9983125,1,1,2439.61361411926,0.000719543675309251,1,1.00675,1.005,1,1,0.9995625,0.306993782636602,0.306993006993007,0.306993006993007,878.00875,2860.02125,0.306993006993007,878,2
"SST","SST",3,3,3.0015,"strong",3.5,6.0025,1.2,0.09,3.5,1.39943502824859,0.949562701387519,0.192134052048764,-4506.5900650532,9013.18013010641,0.00169491525423729,616.689,1035,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9999375,1,1,4000.00000000031,6.24999999999976e-05,1,1,1,0,NA,0.326333333333333,0,1,1.93222593069378,0.33726308677932,1,1,1,0,NA,1,1,1,0,NA,0.999875,1,1,4000.00000000031,0.000124999999999995,0.9998125,1,1,2190.803996113,0.000188820789121611,0.9994375,1,1,3508.00679866838,0.000258336859732135,0.3261875,0,1,1.91561549509599,0.338636242304473,1,1.004,1.00225,1,0.999875,0.9994375,0.305855161850537,0.305458362491253,0.306044905008636,881.776,2882.96975,0.306044905008636,886,2
"SST","DC-SBM",3,3,3.0155,"strong",3.5,6.0025,1.2,0.09,3.5,1.39943502824859,1,4.44089209850063e-16,-4533.08129818645,9066.16259637289,0.00395480225988701,120.748,1036,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9939375,1,1,4000.00000000024,0.000826068018101471,0.861702127659574,0,1,94.0000000000001,0.0306307662518845,0.434397163120567,0,1,15.8536069733962,0.115366494207479,1,1,1,0,NA,1,1,1,0,NA,0.999875,1,1,4000.00000000022,0.000124999999999997,0.9938125,1,1,3999.99999999993,0.000835245095483891,0.01275,0,0,313.604043043706,0.00561926732807745,0.00925,0,0,264.558591921866,0.00565081204715327,1,1.046,0.031,1,0.999875,0.0139375,0.307760825630503,0.307640067911715,0.307640067911715,906.56225,2945.66,0.307640067911715,906,2
"SST","WST",5,5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.46327683615819,1,0,-4409.97557529744,8819.95115059487,0,924.757,1035,1,1,1,0,NA,0.883535714285714,0.571428571428571,1,1371.88880310143,0.0033851294129721,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.428571428571429,0.428571428571429,0.428571428571429,0,NA,0.7,0.7,0.7,0,NA,0.618475,0.4,0.7,1371.88880310143,0.00236959058908047,1,1,1,0,NA,1,1,1,0,NA,0.7,0.7,0.7,0,NA,0.3,0.3,0.3,0,NA,7,10,7,0.7,1,0.7,0.160048134777377,0.160048134777377,0.160048134777377,532,3324,0.137184115523466,456,2
"SST","SST",5,5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.46327683615819,1,0,-4384.84734429624,8769.69468859248,0,681.916999999999,1036,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.428571428571429,0.428571428571429,0.428571428571429,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.7,0.7,0.7,0,NA,0.3,0.3,0.3,0,NA,10,10,7,1,1,0.7,0.137184115523466,0.137184115523466,0.137184115523466,456,3324,0.137184115523466,456,2
"SST","DC-SBM",5,5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.46327683615819,1,0,-4392.32688077732,8784.65376155465,0,174.844000000001,1037,1,1,1,0,NA,0.92295,0.8,1,3999.99999999989,0.00136291553652087,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.428571428571429,0.428571428571429,0.428571428571429,0,NA,1,1,1,0,NA,0.92295,0.8,1,3999.99999999989,0.00136291553652087,1,1,1,0,NA,1,1,1,0,NA,0.7,0.7,0.7,0,NA,0.3,0.3,0.3,0,NA,10,10,7,1,1,0.7,0.137184115523466,0.137184115523466,0.137184115523466,456,3324,0.137184115523466,456,2
"SST","WST",3,4,6.82025,"strong",7.5,27.5625,1.2,0.09,7.5,3.9,0.975199663724254,0.0954656523719861,-6323.05314112364,12646.1062822473,0.0463276836158192,1574.228,1036,1,1,1,0,NA,0.783396946564885,0.5,1,262,0.0111623580885546,0.966460766688364,0.866666666666667,1,2746.39534372587,0.000808928619423378,0.591057385035703,0.365371621621622,1,2246.77259486407,0.00317217160116401,0.933119693551669,0.759939393939394,1,3391.01749048121,0.0012608670424646,0.563583761972837,0.142857142857143,1,3999.99999999999,0.0030205587366466,0.931297709923664,0.5,1,262,0.0106550116599153,0.71469465648855,0.5,1,262,0.0111398337590423,0.749276215451215,0.5,1,2626.61552823617,0.00319309848673155,0.461027761821512,0.25,1,2179.57875406632,0.00368049152204842,0.389930765068265,0.2,0.75,2386.05001628711,0.00299719667940369,0.225472977022977,0.05,0.5,3545.7662014984,0.00165001585502497,3.72519083969466,29.7295,14.76225,0.931297709923664,0.773134863053613,0.415888018231768,0.147324808077721,0.137744552250676,0.156809708646438,955.80425,6484.26925,0.166904196357878,1054,2
"SST","SST",3,3,3,"strong",7.5,27.5625,1.2,0.09,7.5,3.9,1,4.44089209850063e-16,-7312.03835694351,14624.076713887,0,775.302000000001,1037,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,1,1,1,0.227425821972735,0.227425821972735,0.227425821972735,1418,6235,0.134883720930233,841,2
"SST","DC-SBM",3,3,3.11575,"strong",7.5,27.5625,1.2,0.09,7.5,3.9,1,4.44089209850063e-16,-6294.23005513612,12588.4601102722,0.00282485875706215,118.923999999999,1038,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.981758928571429,0.75,1,3797.27885913983,0.00109372581695468,0.99996875,1,1,4000.00000000031,3.12499999999988e-05,0.0516208333333333,0,1,3575.08763868774,0.00362768518124826,1,1,1,0,NA,1,1,1,0,NA,0.980525,0.5,1,3902.63415003884,0.0015449890523575,0.9623375,0.5,1,3867.14775875601,0.00184773761860478,0.9383875,0.25,1,3964.95471111758,0.00283712410278197,0.0202125,0,0.25,3169.3749296354,0.00159523510166192,1,1.27025,1.1015,1,0.980525,0.9384125,0.135526976407195,0.134883720930233,0.140740740740741,846.705,6246.68925,0.134883720930233,841,2
"SST","WST",5,5,8.05275,"strong",7.5,27.5625,1.2,0.09,7.5,3.46581920903955,1,0,-5992.03434140472,11984.0686828094,0.0768361581920904,1580.884,1037,1,1,1,0,NA,0.788402457757296,0.714285714285714,1,216.790756005355,0.00699560095694057,0.99256440607517,0.953550324056424,1,1327.43210121728,0.000376255104504864,0.715691503278267,0.517241379310345,1,914.613926997822,0.00463589898223334,0.974736928055449,0.9,1,1749.59074633184,0.000739713595328651,0.513832084487048,0.368394199785177,0.631605800214823,2746.77581864542,0.00142427850362734,0.7,0.7,0.7,0,NA,0.551881720430108,0.5,0.7,216.790756005356,0.00489692066985838,0.923886327214452,0.730769230769231,1,1264.43857414685,0.00256641838624796,0.670913342907093,0.419545454545455,1,813.513219588575,0.0058595718750956,0.601668835248085,0.325174825174825,1,934.441418677246,0.00624953228797789,0.320002596570097,0.160714285714286,0.6,1042.60905133265,0.00383395924882888,7,66.11475,36.90875,0.7,0.930194474275724,0.614119574675325,0.175482042159536,0.174610577371514,0.177580486594112,1887.48925,10755.9075,0.0958865777446134,1028,2
"SST","SST",5,5,5,"strong",7.5,27.5625,1.2,0.09,7.5,3.46581920903955,1,0,-6714.27889169671,13428.5577833934,0,811.923000000001,1038,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.6,0.6,0.6,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.6,0.6,0.6,0,NA,10,10,10,1,1,1,0.150265833411062,0.150265833411062,0.150265833411062,1611,10721,0.0958865777446134,1028,2
"SST","DC-SBM",5,5,5,"strong",7.5,27.5625,1.2,0.09,7.5,3.46581920903955,1,0,-5614.2148229382,11228.4296458764,0,170.737999999999,1039,1,1,1,0,NA,0.812525,0.8,1,4000.00000000014,0.000715216035365744,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.6,0.6,0.6,0,NA,1,1,1,0,NA,0.812525,0.8,1,4000.00000000014,0.000715216035365744,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.6,0.6,0.6,0,NA,10,10,10,1,1,1,0.0958865777446134,0.0958865777446134,0.0958865777446134,1028,10721,0.0958865777446134,1028,2
"WST","WST",3,2,2.0005,"weak",1,0.49,0.25,0.09,1,0.647457627118644,0.75964693900645,1.65494615637817,-3758.0932563644,7516.1865127288,0.000564971751412429,492.558000000001,1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0.548440223902654,0.52771855010661,0.57124842370744,491.4245,896.49475,0.448036951501155,388,2
"WST","SST",3,1,1,"weak",1,0.49,0.25,0.09,1,0.647457627118644,1,1.58496250072116,-3784.00421326804,7568.00842653607,0,352.101000000001,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,2
"WST","DC-SBM",3,2,2.00325,"weak",1,0.49,0.25,0.09,1,0.647457627118644,0.873146995586738,1.18783785466229,-3742.71725344412,7485.43450688825,0.00338983050847458,93.8809999999994,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909090909090909,0.25,1,11,0.0909090909090909,0.636363636363636,0,1,11,0.152120004824377,0.666666666666667,0,1,6,0.210818510677892,0.333333333333333,0,1,6,0.210818510677892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769230769,0,1,15.5024160996652,0.111377799536001,0.538461538461538,0,1,13,0.143909899491305,0.307692307692308,0,1,13,0.133234677505298,0.153846153846154,0,1,13,0.104154338520974,NA,0.00275,0.0015,NA,0.00275,0.0015,0.43163619947577,0.416765053128689,0.454843403311145,369.18425,854.87375,0.427370948379352,356,2
"WST","WST",5,5,5.00025,"weak",1,0.49,0.25,0.09,1,0.59406779661017,1,0,-3293.6151273773,6587.23025475459,0.000564971751412429,675.161,1039,1,1,1,0,NA,0.478481141326445,0,1,3437.0831561618,0.00467647654928826,1,1,1,0,NA,0.713904910714286,0.714285714285714,0.714285714285714,4000.00000000001,0.000153135095641833,0.999831818181818,1,1,4000.00000000013,9.82043791009602e-05,0.494705303030303,0.333333333333333,0.5,976.885612956999,0.000949222684037007,0.55631407851963,0.2,1,3813.3969239071,0.00342838244413879,0.277219304826207,0,0.7,3446.7516299892,0.0031096738635659,0.700175,0.7,0.7,4000.00000000021,0.000108950958361234,0.4998375,0.5,0.5,3999.99999999989,0.000106782484810318,0.6002,0.6,0.6,3727.32063496244,0.000137019007439779,0.2969125,0.2,0.3,1010.40368288182,0.000548216674432822,5.5631407851963,7.00375,6.00425,0.55631407851963,0.700175,0.6002875,0.490247798460011,0.490184049079755,0.492024539877301,799.10525,1630.00275,0.384662576687117,627,2
"WST","SST",5,5,5,"weak",1,0.49,0.25,0.09,1,0.59406779661017,1,0,-3307.87553171494,6615.75106342988,0.0101694915254237,439.442000000001,1040,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.713785714285714,0.714285714285714,0.714285714285714,3999.9999999997,0.000188840411166442,0.99990625,1,1,1419.00157559589,9.08532731027866e-05,0.49830505952381,0.5,0.5,1298.97403077019,0.000461476722558057,1,1,1,0,NA,1,1,1,0,NA,0.7,0.7,0.7,0,NA,0.49965,0.5,0.5,4000.00000000042,0.000132188287816497,0.600475,0.6,0.6,2390.92944741704,0.00015479291987794,0.2992,0.3,0.3,1678.7463545362,0.00023074554898089,10,7,6.0055,1,0.7,0.60055,0.490206456341289,0.490184049079755,0.490184049079755,799.03625,1629.9995,0.384662576687117,627,2
"WST","DC-SBM",5,5,5,"weak",1,0.49,0.25,0.09,1,0.59406779661017,1,0,-3278.00919696877,6556.01839393754,0.0129943502824859,175.191000000001,1041,0.992225099206349,0.875,1,3999.99999999974,0.000551758841209153,0.541431051587302,0.142857142857143,0.857142857142857,3999.99999999999,0.00287426290862788,1,1,1,0,NA,0.713142857142857,0.714285714285714,0.714285714285714,2870.10028888662,0.000336664541733155,1,1,1,0,NA,0.49737619047619,0.5,0.5,1351.65692112925,0.000595217508536612,0.79785,0.5,1,4000.0000000002,0.00264846143298145,0.43085,0.1,0.7,3999.99999999995,0.00247888192314545,0.7,0.7,0.7,0,NA,0.4992,0.5,0.5,2870.10028888667,0.000235665179213207,0.6012,0.6,0.6,2613.87548586329,0.000230266512311981,0.29885,0.3,0.3,1236.13244702354,0.000322680779783429,8.03875,7,6.012,0.803875,0.7,0.6012,0.414119751992728,0.414110429447853,0.414110429447853,675.01975,1630.01075,0.384662576687117,627,2
"WST","WST",3,3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.29435028248588,1,4.44089209850063e-16,-5601.24085349553,11202.4817069911,0,912.244000000001,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,1,0,0,1,0,0.471766300255986,0.471766300255986,0.471766300255986,3133,6641,0.403403101942479,2679,2
"WST","SST",3,3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.29435028248588,1,4.44089209850063e-16,-5715.76896951206,11431.5379390241,0,747.192000000001,1041,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,0,1,1,0,0.471766300255986,0.471766300255986,0.471766300255986,3133,6641,0.403403101942479,2679,2
"WST","DC-SBM",3,3,3.01125,"weak",3.5,6.0025,0.25,0.09,3.5,2.29435028248588,1,4.44089209850063e-16,-5582.5192131721,11165.0384263442,0,120.382,1042,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0.00175,0,0,3091.04090863619,0.000448616547728243,0.87037037037037,0.5,1,79.2810116167393,0.0226239403345849,0.166666666666667,0,0.5,45,0.0343285767029625,0.999747155499368,1,1,3955.00000000017,0.000252844500632106,0,0,0,0,NA,0.99825,1,1,4000.00000000027,0.000466946340301715,0.00175,0,0,3091.04090863619,0.000448616547728243,0.0058125,0,0,3492.29465720361,0.000975962647401248,0.001375,0,0,3796.74398898656,0.000373442671346454,0.999747155499368,1.02675,0.02725,0.999747155499368,0.99825,0.0068125,0.433815767186326,0.43382020780003,0.43382020780003,2881.37375,6641.9305,0.403403101942479,2679,2
"WST","WST",5,5,5,"weak",3.5,6.0025,0.25,0.09,3.5,2.41186440677966,1,0,-6180.18274633784,12360.3654926757,0,1142.078,1041,1,1,1,0,NA,0.701158928571429,0.571428571428571,1,3618.14426237089,0.00202732240407362,1,1,1,0,NA,0.4,0.4,0.4,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0,NA,0.166666666666667,0.166666666666667,0.166666666666667,0,NA,0.69265,0.692500000000002,0.7,4000.00000000003,0.000748588318849403,0.4842,0.4,0.7,3801.36116107359,0.00136686276000914,1,1,1,0,NA,0.4,0.4,0.4,0,NA,0.2,0.2,0.2,0,NA,0.1,0.1,0.1,0,NA,6.9265,10,6,0.69265,1,0.6,0.484018919306292,0.484018919306292,0.484018919306292,3377,6977,0.417944675361903,2916,2
"WST","SST",5,4,4,"weak",3.5,6.0025,0.25,0.09,3.5,2.41186440677966,0.738320520402129,0.4,-6399.26760135707,12798.5352027141,0,870.245000000001,1042,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0,0,0,0,NA,0.5,0.5,0.5,0,NA,0,0,0,0,NA,4,2,3,1,0.5,0.75,0.461959829580037,0.461959829580037,0.461959829580037,3036,6572,0.450395617772368,2960,2
"WST","DC-SBM",5,5,5,"weak",3.5,6.0025,0.25,0.09,3.5,2.41186440677966,1,0,-6157.36343654754,12314.7268730951,0,171.128000000001,1043,0.90021994047619,0.666666666666667,1,3999.99999999986,0.00179250012751646,0.34126875,0.111111111111111,0.5,4000,0.00178898962291742,1,1,1,0,NA,0.4,0.4,0.4,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0,NA,0.166666666666667,0.166666666666667,0.166666666666667,0,NA,0.754,0.3,1,3999.99999999991,0.00342073462232009,0.28865,0.1,0.5,3999.99999999984,0.00182548006545332,1,1,1,0,NA,0.4,0.4,0.4,0,NA,0.2,0.2,0.2,0,NA,0.1,0.1,0.1,0,NA,8.2845,10,6,0.82845,1,0.6,0.413644833022789,0.413644833022789,0.413644833022789,2886,6977,0.417944675361903,2916,2
"WST","WST",3,3,3,"weak",7.5,27.5625,0.25,0.09,7.5,4.7954802259887,1,4.44089209850063e-16,-7087.41969201814,14174.8393840363,0,849.798000000001,1042,1,1,1,0,NA,0.859253693964438,0,1,3992.99999999962,0.00550406989545532,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99825,1,1,3999.99999999985,0.000660941439082534,0.85775,0,1,4000.00000000024,0.00552370909946859,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,0.99825,1,0,0.99825,1,0,0.43140037848067,0.43140037848067,0.43140037848067,6383,14796,0.43140037848067,6383,2
"WST","SST",3,3,3,"weak",7.5,27.5625,0.25,0.09,7.5,4.7954802259887,1,4.44089209850063e-16,-7235.75960580736,14471.5192116147,0,680.749000000002,1043,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,0,1,1,0,0.515747499324142,0.515747499324142,0.515747499324142,7631,14796,0.43140037848067,6383,2
"WST","DC-SBM",3,3,3.59375,"weak",7.5,27.5625,0.25,0.09,7.5,4.7954802259887,1,4.44089209850063e-16,-7124.09977218706,14248.1995443741,0.0169491525423729,137.655999999999,1044,1,1,1,0,NA,0.854978354978355,0,1,1848.00000000009,0.00819333148554858,0.99612748015873,0.875,1,4208.46078720125,0.00037376046330384,0.809708558802309,0,1,4878.80305826891,0.00403508341166745,0.778988627952358,0,1,2579.57415061123,0.00539192218704125,0.241102363382156,0,0.5,2514.25025175257,0.00515666743684007,0.985074626865672,1,1,1552.32456047974,0.00307837612170062,0.842217484008529,0,1,1876.00000000004,0.00841862042978127,0.9231125,0.25,1,4434.80123175678,0.00317276313374125,0.7734625,0,1,4924.61642368979,0.00441706750385071,0.220475,0,0.5,5024.5483817787,0.00329319501016286,0.062625,0,0.25,5041.05380067779,0.00150856215277461,0.985074626865672,2.57175,1.30825,0.985074626865672,0.9259,0.2950125,0.431541630622812,0.431286648244254,0.432358803986711,6408.1915,14849.486,0.43140037848067,6383,2
"WST","WST",5,4,4,"weak",7.5,27.5625,0.25,0.09,7.5,3.16949152542373,1,0.4,-6935.85923839488,13871.7184767898,0,937.146000000001,1043,1,1,1,0,NA,0.699647532729104,0.5,1,3766.88186867793,0.00359135538257428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0,NA,0.892125,0.5,1,3999.99999999975,0.00340149983743006,0.6036875,0.25,1,3999.99999999997,0.00306411349884776,0,0,0,0,NA,0,0,0,0,NA,0.25,0.25,0.25,0,NA,0.25,0.25,0.25,0,NA,3.5685,0,3,0.892125,0,0.75,0.523763100170607,0.523763100170607,0.523763100170607,4298,8206,0.476236899829393,3908,2
"WST","SST",5,5,5,"weak",7.5,27.5625,0.25,0.09,7.5,3.16949152542373,1,0,-6478.26336763158,12956.5267352632,0,761.629000000001,1044,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,0.6,0.6,0.6,0,NA,0.4,0.4,0.4,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.7,0.7,0.7,0,NA,0.4,0.4,0.4,0,NA,0.3,0.3,0.3,0,NA,0.2,0.2,0.2,0,NA,10,7,5,1,0.7,0.5,0.4878105409798,0.4878105409798,0.4878105409798,4202,8614,0.398421174831669,3432,2
"WST","DC-SBM",5,5,5,"weak",7.5,27.5625,0.25,0.09,7.5,3.16949152542373,1,0,-6296.49314923539,12592.9862984708,0,174.438,1045,0.995725694444444,0.875,1,3999.99999999963,0.000430975535155051,0.522169345238095,0.2,0.8,4183.69559354877,0.0026587648217281,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,0.6,0.6,0.6,0,NA,0.4,0.4,0.4,0,NA,0.546575,0.3,0.7,3999.99999999996,0.00232748182305667,0.288275,0.1,0.5,3999.99999999997,0.00186604571900218,0.7,0.7,0.7,0,NA,0.4,0.4,0.4,0,NA,0.3,0.3,0.3,0,NA,0.2,0.2,0.2,0,NA,5.4915,7,5,0.54915,0.7,0.5,0.398421174831669,0.398421174831669,0.398421174831669,3432,8614,0.398421174831669,3432,2
"WST","WST",3,3,3.00275,"strong",1,0.49,1.2,0.09,1,0.455084745762712,0.949562701387519,0.192134052048764,-2966.84891440791,5933.69782881583,0.0531073446327684,482.091,1044,1,1,1,0,NA,0.0874905991476561,0,1,1818.05287946543,0.00662751252107983,1,1,1,0,NA,0.0058125,0,0,1594.87298917237,0.00181141709758362,0.874418839700829,0,1,1755.1748380353,0.0079033437549162,0.315847988680008,0,1,1935.84842814232,0.0105532494013634,1,1,1,0,NA,0.0874905991476561,0,1,1818.05287946543,0.00662751252107983,1,1,1,0,NA,0.0058125,0,0,1594.87298917237,0.00181141709758362,0.7203125,0,1,2383.86625138374,0.009183064622635,0.2600625,0,1,2260.35306067773,0.00921627145744776,1,1.00825,0.82975,1,1,0.82375,0.220903398967527,0.216981132075472,0.228293849608171,232.284,1051.36575,0.218984962406015,233,2
"WST","SST",3,3,3.00125,"strong",1,0.49,1.2,0.09,1,0.455084745762712,0.901666666666667,0.381862609487941,-2966.01118150345,5932.0223630069,0.0457627118644068,328.969000000001,1045,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.0138125,0,0,1022.68687550443,0.00361851266047644,0.829769736842105,0,1,1246.83276250446,0.0106431898629669,0.293436004784689,0,1,1731.2464161741,0.0109396271878662,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.0138125,0,0,1022.68687550443,0.00361851266047644,0.6933125,0,1,2064.04596759239,0.0101461113609023,0.2450625,0,1,2045.60204413226,0.00950602833109221,1,1.00375,0.83825,1,1,0.835625,0.221342738689762,0.216936251189343,0.229433664613916,234.53775,1059.45275,0.21953488372093,236,2
"WST","DC-SBM",3,3,3.0045,"strong",1,0.49,1.2,0.09,1,0.455084745762712,0.729193729973153,0.806751080346243,-2960.567830059,5921.135660118,0.00169491525423729,121.647000000001,1046,1,1,1,0,NA,0.0185836263184329,0,0,2661.26683282727,0.00261819633168581,0.999833333333333,1,1,4000.00000000035,0.000117836394201422,0.00141666666666667,0,0,2792.97804143914,0.000457639707359823,0.944942116868798,0,1,1666.69499057007,0.00556549188969584,0.46513230429989,0,1,969.537922488539,0.015993955714026,1,1,1,0,NA,0.0185836263184329,0,0,2661.26683282727,0.00261819633168581,0.999375,1,1,4000.00000000043,0.000279368673018035,0.0013125,0,0,2785.2290571951,0.000429599862915127,0.85625,0,1,1367.25031417718,0.00946035219630668,0.42125,0,1,920.178070228954,0.016248943449798,1,1.0115,0.91675,1,0.9995,0.9060625,0.243863379433717,0.215122470713525,0.37603305785124,239.12075,982.6795,0.219387755102041,215,2
