"gen_model","fit_model","K","K_hat_VI","K_hat_VI_a05","difficulty","rep","ari","vi","elpd_loo","p_loo","looic","pareto_k_max","pareto_k_share","mae_eta","bias_eta","cov_eta","mae_psi","bias_psi","cov_psi","mae_kappa","bias_kappa","cov_kappa","ess_eta","ac_eta","ess_psi","ac_psi","ess_kappa","ac_kappa","time_sec","thetaW_block_mean","thetaW_block_lo","thetaW_block_hi","thetaW_block_ess","thetaW_block_mcse","thetaS_block_mean","thetaS_block_lo","thetaS_block_hi","thetaS_block_ess","thetaS_block_mcse","cyc_block_mean","cyc_block_lo","cyc_block_hi","cyc_block_ess","cyc_block_mcse","thetaW_item_mean","thetaW_item_lo","thetaW_item_hi","thetaW_item_ess","thetaW_item_mcse","thetaS_item_mean","thetaS_item_lo","thetaS_item_hi","thetaS_item_ess","thetaS_item_mcse","prem_block_avg","prem_item_avg"
"SST","SST",4,4,4,"easy",1,0.97305763367046,0.121723326543606,-9059.88209376558,124.91034712618,18119.7641875312,2.34147649838509,0.0260606060606061,0.0741795659544299,-3.21962644262222e-17,0.92,0.03872954174555,0.03872954174555,1,0.0502602864640889,0.00397532537081621,0.75,3956.46618266814,0.187996001043893,1931.52436603025,0.271642639058985,3850.1051920718,0.198819889766657,794.761,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,4,2000
"SST","DC-SBM",4,4,4,"easy",1,0.379399755610527,1.95335775703926,-9159.44179121673,301.396437477874,18318.8835824335,0.939561806597739,0.00222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.847,0.8101,0.3333,1,1179.4852,0.0075,0.7218,0,1,761.6703,0.011,0.1259,0,0.5,218.4525,0.0122,0.9429,0.746,1,1189.2317,0.0022,0.8764,0.3289,1,364.3532,0.0085,1.5865,887.56775
"SST","WST",5,4,4,"easy",1,0.744212484497726,0.4,-9406.48319854635,116.404031907286,18812.9663970927,1.72085868297365,0.00646464646464646,0.0738736219931328,-3.21935200394731e-17,0.95,NA,NA,NA,0.324562072066805,0.00962293918213671,0.44,4011.85999505174,0.19268790423311,1727.12320321964,NA,3432.02960268218,0.199996594184583,963.290999999999,1,1,1,0,NA,0.9988,1,1,1811.16,5e-04,0,0,0,0,NA,1,1,1,0,NA,0.9988,1,1,1677.1863,5e-04,3.99475,1997.7015
"SST","SST",5,5,5,"easy",1,0.950579333175692,0.190488455840589,-8828.35685960617,128.285881104664,17656.7137192123,1.83304780214805,0.02,0.0742923988204108,-3.99742630489974e-17,0.95,0.0971523401613099,0.0971523401613099,0.75,0.0562858058218972,0.0290443924551161,0.88,3969.05877856868,0.189600112878101,1472.90221599068,0.273827835104135,3883.13758901332,0.194769766379795,852.517,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,10,2000
"SST","DC-SBM",5,4,4,"easy",1,0.511639576027638,1.66118792337005,-146466513.116984,146457783.842527,292933026.233968,Inf,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621.361000000001,0.855,0,1,196.1185,0.022,0.5564,0,1,126.6995,0.0371,0.0924,0,0.5,647.7885,0.0064,0.9002,0.193,1,256.6901,0.0135,0.633,0,1,111.9472,0.0338,2.04325,944.80325
"SST","WST",6,6,6,"easy",1,0.762781198414324,0.65364140942166,-8239.102440005,144.091041525878,16478.20488001,1.46395009430411,0.00848484848484849,0.101078020254577,4.55202282118039e-17,0.94,NA,NA,NA,0.240314013824296,0.0557149150753673,0.666666666666667,3822.4445792421,0.195174611853062,2039.2764640845,0.199521859963436,3538.33349770491,0.205287937724562,1038.5,1,1,1,0,NA,0.9697,0.9,1,2416.6637,0.001,0,0,0,0,NA,1,1,1,0,NA,0.9795,0.9242,1,2516.2897,7e-04,10.0045,1900.33375
"SST","SST",6,6,6,"easy",1,0.745159230296531,0.719649209928085,-7847.27880426551,151.153357571513,15694.557608531,1.67948353087325,0.0173737373737374,0.0996530099149558,5.32928735863525e-17,0.94,0.458911798826013,0.458911798826013,0.2,0.2636257474851,0.0589330303184792,0.472222222222222,3811.37402978204,0.195070879580363,1937.73411379665,0.295934946339172,3469.46459783851,0.198566524900535,868.228999999999,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,20,2000
"SST","DC-SBM",6,6,6,"easy",1,0.552356708618426,1.43039321523019,-71193787.3454904,71186102.772907,142387574.690981,Inf,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.696,0.7328,0.4286,1,1170.8132,0.0053,0.4951,0.1429,1,171.9312,0.0146,0.1586,0,0.35,873.9585,0.0035,0.9369,0.6232,0.9993,71.684,0.0105,0.7844,0.2675,0.9606,19.286,0.0404,9.36775,1424.70575
"WST","WST",4,4,4,"easy",2,1,0,-7974.52824749371,105.354156739029,15949.0564949874,1.80461989714061,0.00121212121212121,0.0872157000890689,-4.4380630084568e-18,0.97,1.13839720946726,0.104150811130984,0.166666666666667,0.301262169033762,0.00396432234536231,0.375,3985.50006795285,0.208005699274889,929.926119124208,0.193914661136292,4024.57977143122,0.195987145121841,910.106,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,2,1000.2055
"WST","SST",4,3,3,"easy",2,0.665856622114216,0.5,-7692.36848212224,102.952487514922,15384.7369642445,0.401580937067602,0,0.0933748638807801,8.87756597292393e-18,0.93,NA,NA,NA,0.181719015608943,0.0589920880126454,0.6875,4005.07517871774,0.202217057688967,2559.82420485934,0.236064893602743,3994.46430335039,0.204729668920894,754.508,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,2000
"WST","DC-SBM",4,4,4,"easy",2,1,0,-7531.80963787553,199.883729466653,15063.6192757511,1.29224526442417,0.000808080808080808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.843,1,1,1,0,NA,0.0452,0,0.5,3723.2084,0.0024,0,0,0,0,NA,0.9959,0.9848,1,4000,1e-04,0.2794,0.1945,0.3588,4204.4815,7e-04,2.181,1392.36675
"WST","WST",5,5,5,"easy",2,1,0,-8701.86252620879,118.011189449469,17403.7250524176,1.13044496601172,0.00121212121212121,0.0726651005245622,-4.21905078148294e-17,0.95,0.631927827518663,0.102695637958701,0.3,0.236934442314898,-0.0121837165088127,0.6,3948.79057845003,0.209964538236146,936.977762030747,0.195348691276314,3796.44257762067,0.220377704744315,991.129,1,1,1,0,NA,0.29,0.2857,0.4286,3351.3579,4e-04,0,0,0,0,NA,1,1,1,0,NA,0.2899,0.2623,0.4128,3456.0461,5e-04,7,1399.57725
"WST","SST",5,4,4,"easy",2,0.744212484497726,0.4,-8252.50682024257,118.892404541979,16505.0136404851,3.04873370782928,0.00828282828282828,0.0916391329483717,-4.44093275608209e-17,0.88,NA,NA,NA,0.339176587594394,0.0180755063715131,0.48,4018.70521118182,0.204671738976195,1612.28033747843,0.299279401746067,3948.42349386797,0.196758977043727,816.819,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,4,2000
"WST","DC-SBM",5,5,5,"easy",2,1,0,-8150.80220731493,219.989728054068,16301.6044146299,0.972948921953001,0.00242424242424242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616.182,1,1,1,0,NA,0.4111,0.2857,0.5,4000,0.0017,0,0,0,0,NA,1,0.9994,1,4000,0,0.4165,0.366,0.4729,4000,4e-04,8.719,1655.75225
"WST","WST",6,6,6,"easy",2,0.951602672607968,0.181072638213004,-8845.35153905844,152.575371052302,17690.7030781169,1.34554298239535,0.00282828282828283,0.0952554954115804,2.1098845327111e-17,0.9,0.580124170258621,-0.280648699018783,0.733333333333333,0.280632320705245,-0.00515687574608321,0.555555555555556,3398.38767165997,0.198751493009687,522.588805162741,0.218022320770977,913.044569343251,0.223927038078619,1053.23,1,1,1,0,NA,0.375,0.2857,0.5,277.734,0.0034,0,0,0,0,NA,1,1,1,0,NA,0.3798,0.2957,0.5057,318.7662,0.0031,11.715,1152.03625
"WST","SST",6,4,4,"easy",2,0.757937854895035,0.669781376375732,-8370.12457796005,111.256343680181,16740.2491559201,1.92530701070959,0.0173737373737374,0.131607330572216,1.77649914093539e-17,0.74,NA,NA,NA,0.217451242549401,-0.0105622546367574,0.694444444444444,3983.13077481482,0.215721432878532,2439.43736350795,0.254251668525808,3909.78917152465,0.200785459841925,845.916,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,4,2000
"WST","DC-SBM",6,6,6,"easy",2,0.687835396979137,0.777142687460745,-8353.5388244822,248.564034377795,16707.0776489644,1.24149157620284,0.000404040404040404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729.031,0.8136,0.5714,1,4000,0.002,0.2361,0.125,0.4167,4000,0.0012,0.1254,0,0.3,4000,0.0014,0.892,0.7582,0.9971,4000,0.0011,0.3055,0.2159,0.4187,3491.6491,9e-04,11.493,1490.9765
"SST","WST",4,4,4,"easy",2,0.947259772258107,0.203400375691024,-8921.95351546804,120.410301491282,17843.9070309361,1.48434105306476,0.00727272727272727,0.0766983148342919,9.99058420627502e-18,0.95,NA,NA,NA,0.024596259310708,-0.0113747570246492,0.9375,3858.3227847041,0.20218045446322,1016.0368792925,NA,3546.47991620589,0.210917184194296,914.165000000001,1,1,1,0,NA,0.9999,1,1,4000,1e-04,0,0,0,0,NA,1,1,1,0,NA,0.9999,1,1,4000,1e-04,4,2000
"SST","SST",4,4,4,"easy",2,0.947259772258107,0.203400375691024,-8542.61810411517,127.72248442926,17085.2362082303,2.05772006085509,0.0191919191919192,0.0770421423592881,2.21827764490534e-18,0.94,0.129231779108109,0.0257070252962359,1,0.024492163184156,-0.0124828973489744,0.9375,3865.11769111502,0.19405282878928,1666.14292862318,0.26807150714646,3598.35252325157,0.198197268191254,786.398999999999,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,4,2000
"SST","DC-SBM",4,4,4,"easy",2,0.185198473531426,1.92998950816984,-81702774.8030473,81694405.26395,163405549.606095,Inf,0.99959595959596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.127999999999,0.8513,0.3333,1,87.4499,0.0258,0.4937,0,1,150.2361,0.0259,0.1254,0,0.5,125.6499,0.0174,0.8782,0.4189,1,71.7633,0.0223,0.5445,0,1,162.7519,0.0233,3.12675,1402.43575
"SST","WST",5,4,4,"easy",2,0.969704483359829,0.515280431229258,-9412.36052899123,122.742788046883,18824.7210579825,3.17232484831495,0.00646464646464646,0.0799970615839629,3.9970061765579e-17,0.96,NA,NA,NA,0.156387548271217,-0.0312015859264075,0.8,3991.398735694,0.1944998750895,2350.07884404621,0.199799124781195,3901.76322908911,0.197245205358339,988.194,1,1,1,0,NA,0.9998,1,1,4000,2e-04,0,0,0,0,NA,1,1,1,0,NA,0.9998,1,1,4000,1e-04,3.99875,1999.43
"SST","SST",5,5,5,"easy",2,0.949238111515757,0.230560862458516,-8903.05312609953,129.735616755331,17806.1062521991,1.68650179749547,0.00646464646464646,0.0752579064997003,4.6630163245227e-17,0.95,0.0415180749676,0.0244162081537314,1,0.0288920565494548,-0.00501471857731009,1,3991.40335723521,0.193541431699669,1774.56935632168,0.27157116756757,3924.54620009004,0.195304369284754,844.498,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,10,2000
"SST","DC-SBM",5,5,5,"easy",2,0.924009525871401,0.307112141056688,-8970.605514874,260.140239477531,17941.211029748,1.46401216660044,0.0096969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.042000000001,1,1,1,0,NA,0.9956,0.9,1,3642.8947,3e-04,0,0,0,0,NA,1,1,1,4000,0,0.983,0.9294,1,3266.547,3e-04,10,1728.45675
"SST","WST",6,6,6,"easy",2,0.729608639782463,0.85891185878831,-9277.55992935061,149.953827214639,18555.1198587012,1.59650826437428,0.0143434343434343,0.0835406012295821,2.55366881070015e-17,0.88,NA,NA,NA,0.213297406751491,0.0133362972310876,0.583333333333333,3800.57187814187,0.19537378219817,924.630604676079,NA,2806.49574594983,0.210730294005197,1056.048,1,1,1,0,NA,0.8491,0.6875,1,3180.5553,0.0014,0,0,0,0,NA,1,1,1,0,NA,0.8483,0.5689,1,3172.5446,0.0023,15.9805,1232.58075
"SST","SST",6,6,6,"easy",2,0.77214831899952,0.599125234971243,-8803.17460217787,155.268253170123,17606.3492043557,1.99473576025731,0.0206060606060606,0.0731551818579807,8.87939556409e-18,0.93,0.160984580209267,0.160984580209267,0.8,0.0642909334442532,0.0241462216976591,0.916666666666667,3869.56455578961,0.203654226988383,1359.16812117483,0.286920078835548,3285.24514646517,0.214734571130273,874.632,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,20,2000
"SST","DC-SBM",6,5,5,"easy",2,0.526401910771305,1.28371243227301,-103558836.846209,103550168.330816,207117673.692418,Inf,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728.051000000001,0.783,0.3333,1,287.995,0.0126,0.5397,0.1429,1,131.4577,0.0217,0.1464,0,0.4,458.8617,0.0063,0.9125,0.486,1,95.2355,0.0149,0.7406,0.2707,0.9892,41.5995,0.0368,6.00225,1469.79375
"WST","WST",4,4,4,"easy",3,0.97305763367046,0.121723326543606,-9298.57439453336,115.74050153385,18597.1487890667,0.972949489322042,0.000202020202020202,0.0948015105791533,4.88542854174684e-17,0.89,0.998049795482907,-0.0190554001881163,0.166666666666667,0.219253990255812,0.0030979572531222,0.375,3962.29637377588,0.191789036581667,863.557744210775,0.19977220913546,3839.11730407843,0.19020834822057,930.232,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,2,1001.04675
"WST","SST",4,3,3,"easy",3,0.665856622114216,0.5,-8738.92298936145,106.735104999643,17477.8459787229,0.386398239071627,0,0.111257476831282,5.21834637133567e-17,0.81,NA,NA,NA,0.151820819137445,-0.0140970465690269,0.6875,4016.41480446079,0.19548279780826,2674.56566342604,0.258046777433116,4049.01441633874,0.193908376597128,748.151,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,2000
"WST","DC-SBM",4,4,4,"easy",3,0.97305763367046,0.121723326543606,-8645.56479221232,222.462544311171,17291.1295844246,0.810061110990529,0.000404040404040404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.656,1,1,1,0,NA,0.0641,0,0.5,3461.9398,0.0028,0,0,0,0,NA,0.9989,0.9932,1,3700.0321,0,0.2891,0.2056,0.363,2732.8776,8e-04,2.2565,1411.86875
"WST","WST",5,5,5,"easy",3,1,0,-8508.69481374633,125.815147821887,17017.3896274927,0.995029339304888,0.00161616161616162,0.0765974760950276,-7.77162893501188e-18,0.96,0.778537039828384,0.129656207984234,0.2,0.231502967346642,0.00445452268737348,0.56,4016.90889440701,0.201531715280307,938.282800221629,NA,3999.06498092975,0.194340619668586,998.741,1,1,1,0,NA,0.4245,0.2857,0.4286,1778.3926,6e-04,0,0,0,0,NA,1,1,1,0,NA,0.4247,0.2978,0.4547,2022.5647,6e-04,7,1399.786
"WST","SST",5,5,5,"easy",3,0.722066887994214,0.646206273087648,-8101.85734444413,138.449052198593,16203.7146888883,3.18489852648476,0.0143434343434343,0.103366137310049,-7.77305195036326e-18,0.86,NA,NA,NA,0.186211337683023,0.0254726160862433,0.72,4039.95372454184,0.196179494036199,2371.69666539575,0.26422032377108,3994.79984629488,0.203109862077156,797.782,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,10,2000
"WST","DC-SBM",5,5,5,"easy",3,0.950579333175692,0.190488455840589,-7943.42744307209,233.799834676217,15886.8548861442,2.06727886640012,0.00505050505050505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.268,1,1,1,0,NA,0.3091,0.2857,0.5,3750.1115,0.0011,0,0,0,0,NA,0.9994,0.995,1,4000,0,0.3515,0.2778,0.4251,2814.732,7e-04,7.3465,1463.94825
"WST","WST",6,5,5,"easy",3,0.753364388701427,0.460380372918181,-9329.0002063401,114.07538236806,18658.0004126802,1.28812738889403,0.00222222222222222,0.0694825652415268,0,1,2.11825580087769,-0.574471556861882,0.0666666666666667,0.235033680932596,-0.0457722229472781,0.583333333333333,3985.94892964509,0.201499358867809,863.024972304332,NA,2718.7992050184,0.431614084148134,1058.1,1,1,1,0,NA,0.0092,0,0.2,261.9995,0.0038,0,0,0,0,NA,1,1,1,0,NA,0.0089,0,0.0973,266.0618,0.0039,4.994,1137.07775
"WST","SST",6,6,6,"easy",3,0.63521153985551,0.878982733468114,-8853.72008766861,123.275751683928,17707.4401753372,1.62060420139107,0.0115151515151515,0.0784457088137783,5.55097959785422e-18,0.94,NA,NA,NA,0.122765252401307,-0.102422601534526,0.916666666666667,3958.07398185271,0.193480951737479,2216.4372724218,0.265203770221697,3254.42601486965,0.189317258100551,864.653,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,20,2000
"WST","DC-SBM",6,6,6,"easy",3,0.786851805007029,0.42883509367128,-8709.98484106442,214.539289736378,17419.9696821288,1.437631404203,0.00222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731.291999999999,0.8218,0.6,1,2375.3123,0.0023,0.1648,0.0667,0.3077,4000,0.001,0.1341,0,0.3,2680.5883,0.0017,0.9511,0.9056,0.9852,1276.9382,6e-04,0.2409,0.1931,0.3365,76.6082,0.005,14.40675,1752.578
"SST","WST",4,4,4,"easy",3,1,0,-8803.43498588659,115.245681113572,17606.8699717732,2.03780878191524,0.00343434343434343,0.0732583973546949,3.6636478898365e-17,0.96,NA,NA,NA,0.0337178442041992,-0.0249663757435013,0.875,3999.82038176234,0.196911971976969,1210.6871514602,NA,4037.67198525057,0.186018267766548,923.001,1,1,1,0,NA,0.9999,1,1,4000,1e-04,0,0,0,0,NA,1,1,1,0,NA,0.9999,1,1,4000,1e-04,4,2000
"SST","SST",4,4,4,"easy",3,1,0,-8507.61018865606,117.456778624614,17015.2203773121,2.21340631992531,0.0094949494949495,0.0727900275379216,3.21950446987781e-17,0.97,0.152685437143272,-0.0981677471841038,1,0.0337149813742531,-0.0244262698617045,0.875,4065.51687324709,0.205408014434461,2301.51832107443,0.258883502367186,4051.40775338044,0.20321840366801,796.48,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,4,2000
"SST","DC-SBM",4,4,4,"easy",3,0.945596243193286,0.244001672681663,-8571.0131932624,226.692347206734,17142.0263865248,1.08772547523167,0.00363636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.556999999999,1,1,1,0,NA,0.9998,1,1,4000,1e-04,0,0,0,0,NA,1,1,1,0,NA,0.9913,0.9257,1,3770.7291,3e-04,4,1716.5995
"SST","WST",5,5,5,"easy",3,0.9505,0.229117565692765,-8496.66394476407,143.657577265013,16993.3278895281,1.10222956942924,0.00464646464646465,0.0832577738003048,4.21951156740624e-17,0.95,NA,NA,NA,0.054659034042861,-0.0313054458006071,0.88,3915.76324234359,0.203875233186455,1052.81323145661,NA,3350.6925904792,0.212573911535211,979.696,1,1,1,0,NA,0.9836,0.8,1,3060.8952,8e-04,0,0,0,0,NA,1,1,1,0,NA,0.9835,0.8045,1,3073.0618,8e-04,10,2000
"SST","SST",5,5,5,"easy",3,0.9505,0.229117565692765,-8153.74718075151,142.262805014167,16307.494361503,1.88280016603685,0.0113131313131313,0.0819761320173275,3.99725012204671e-17,0.96,0.0877529151253518,-0.0451278675495458,1,0.0495945247451931,-0.0288533504688853,0.88,3925.36961378178,0.207017938084042,1527.4522836678,0.33310859652398,3512.3064739035,0.199843742307425,832.303,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,10,2000
"SST","DC-SBM",5,3,3,"easy",3,0.696188547228871,1.38597048779665,-118951945.251278,118943892.839495,237903890.502557,Inf,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.197,0.9756,1,1,219.6473,0.0104,0.9073,0,1,118.2775,0.0267,0.0455,0,1,81.0967,0.0231,0.971,0.4965,1,288.6133,0.0083,0.8942,0,1,124.6668,0.0246,0.84925,1190.8385
"SST","WST",6,6,6,"easy",3,0.603537486061409,1.14789456316318,-8442.9879778055,180.799380418939,16885.975955611,1.7025658683051,0.00727272727272727,0.1014058102401,-3.44133901063193e-17,0.92,NA,NA,NA,0.256639455116913,0.035420946579114,0.777777777777778,2808.38501941362,0.247418988485321,1125.97190447394,0.335788378678673,1372.05639445805,0.86657160419702,1035.19,1,1,1,0,NA,0.9581,0.7143,1,100.4025,0.0083,0,0,0,0,NA,1,1,1,0,NA,0.9929,0.9529,1,415.2547,0.001,5.6155,1200.75
"SST","SST",6,6,6,"easy",3,0.792614038849862,0.535039048871726,-8056.24164486148,170.334007446387,16112.483289723,1.99057403742221,0.0327272727272727,0.0974269344510788,-2.8867967044599e-17,0.92,0.346307948139825,0.346307948139825,0.4,0.223833700973472,0.0230599591535352,0.555555555555556,3735.35923841499,0.213197990255287,1742.95905239333,0.329235096577965,2994.45510250613,0.227921775167605,865.866,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,20,2000
"SST","DC-SBM",6,5,5,"easy",3,0.5337656277521,1.47863882266926,-8103.22946490754,292.347962177475,16206.4589298151,0.895010866372604,0.00121212121212121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729.110000000001,0.8353,0.5556,1,98.0166,0.0163,0.6818,0.375,1,185.7076,0.0138,0.1242,0,0.4,122.0124,0.0116,0.8596,0.536,1,105.4412,0.0143,0.6822,0.3933,0.9712,55.4496,0.0241,7.27625,1362.41325
"WST","WST",4,3,3,"easy",4,0.665856622114216,0.5,-8743.12898287383,110.722125541025,17486.2579657477,0.853007405789716,0.000202020202020202,0.155160374453585,-1.88765019240589e-17,0.65,1.39467737617371,-0.264660178267082,0.333333333333333,0.419134416497537,0.0633447977422647,0.4375,3965.08595227127,0.202000122287226,800.017583910958,NA,2985.30383362022,0.297111024591768,894.175,1,1,1,0,NA,5e-04,0,0,3976,4e-04,0,0,0,0,NA,1,1,1,0,NA,5e-04,0,0,3976,4e-04,0.994,1988
"WST","SST",4,3,3,"easy",4,0.665856622114216,0.5,-8315.23318444132,110.057629145294,16630.4663688826,0.506753172613248,0,0.154844522155858,-2.4428430198814e-17,0.65,NA,NA,NA,0.214927684126786,0.0619003573376843,0.6875,4033.15747089169,0.194603430689193,3139.20409594311,0.229627770382378,4152.84271856108,0.200534514861548,761.312,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,2000
"WST","DC-SBM",4,4,4,"easy",4,1,0,-8084.0365092389,205.137187205838,16168.0730184778,0.509822272340673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.699,1,1,1,0,NA,0.1915,0,0.5,4382.8708,0.0037,0,0,0,0,NA,0.9883,0.9712,0.9993,4000,1e-04,0.3115,0.2075,0.4009,4000,8e-04,2.766,1458.90375
"WST","WST",5,5,5,"easy",4,1,0,-8998.61083552743,130.127325813384,17997.2216710549,0.838479772567294,0.000808080808080808,0.084738539710328,0,0.94,0.548895437560332,-0.13114601014994,0.3,0.278469034923832,-0.00336718021321642,0.4,4010.32195036794,0.203989520810298,988.89838434963,0.19847311426286,3878.81498671029,0.190195492815669,973.235,1,1,1,0,NA,0.2885,0.2857,0.2857,2536.6083,4e-04,0,0,0,0,NA,1,1,1,0,NA,0.2886,0.261,0.3167,2940.2697,4e-04,7,1400.1725
