"gen_model","fit_model","K_true","K_hat","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","sparsity","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","violation_rate_zhat","violation_count_zhat","rep_id"
"SST","SST",5,5,"strong",7.5,27.5625,1.2,0.09,7.5,4.36468926553672,1,0,-5868.71687474243,11737.4337494849,0,417.99,1062,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0,0.0672105985943937,0.0672105985943937,0.0672105985943937,832,12379,0.0672105985943937,832,3
"SST","DC-SBM",5,5,"strong",7.5,27.5625,1.2,0.09,7.5,4.36468926553672,1,0,-5903.74856347963,11807.4971269593,0,117.553,1063,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0,0.583326601502545,0.583326601502545,0.583326601502545,7221,12379,0.0672105985943937,832,3
"WST","WST",3,3,"weak",1,0.49,0.25,0.09,1,0.45819209039548,0.949562701387519,0.192134052048764,-2653.70774586042,5307.41549172085,0.0129943502824859,253.032,1062,1,1,1,0,NA,0.187288509636604,0,1,2913.00000000004,0.00708472111607515,0.0425874125874126,0,1,168.324404293489,0.0147051535008104,0.0291491841491841,0,0.666666666666667,271.416745770666,0.0096695531039185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9996875,1,1,4000.00000000018,0.000139684336509022,0.4132375,0,1,3999.99999999998,0.00767342043965718,0.3178875,0,1,225.738967081932,0.0307190014225865,0.312625,0,1,225.847732109072,0.0304458275004205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79675,0.73875,0,0.7183,0.697125,0,0.462655879738348,0.447873566530283,0.480961923847695,251.2325,543.19825,0.449826989619377,260,3
"WST","SST",3,3,"weak",1,0.49,0.25,0.09,1,0.45819209039548,0.901847473951493,0.317480759734316,-2655.27766889082,5310.55533778164,0.00677966101694915,174.822,1063,1,1,1,0,NA,1,1,1,0,NA,0.0196963696369637,0,0.360000000000036,84.7694690753919,0.0138826956590843,0.00982838283828383,0,0,180.307378906383,0.0064766162492589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.3827125,0,1,198.205708590354,0.0343798554745077,0.3786125,0,1,200.120490597943,0.0340718104233396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06225,0.645,0,1,0.6225375,0,0.527356603306047,0.517757009345794,0.540642722117202,279.28375,529.51175,0.467023172905526,262,3
"WST","DC-SBM",3,3,"weak",1,0.49,0.25,0.09,1,0.45819209039548,0.776151761517615,0.571229414356112,-2687.34928028676,5374.69856057352,0.00225988700564972,75.8980000000001,1064,0.539162112932605,0,1,1738.80478701503,0.0119565879753029,0.157103825136612,0,1,1760.48208661869,0.00867488091210098,0.0308370044052863,0,1,155.178461923313,0.0138815636621778,0.0198237885462555,0,0,137.958391260611,0.0118710997442094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747,0,1,3787.47400521755,0.00706480248781841,0.53725,0,1,3789.91628126786,0.00810029641041368,0.56,0,1,350.970846482712,0.0264995881183364,0.555,0,1,348.64930428976,0.0266186722675649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549,0.454,0,0.549,0.454,0,0.482038448733255,0.460070494851656,0.494553376906318,247.37075,513.38975,0.467307692307692,243,3
"WST","WST",5,5,"weak",1,0.49,0.25,0.09,1,0.577966101694915,0.957215373459028,0.167532808847064,-3272.43260519419,6544.86521038837,0.0254237288135593,360.612999999999,1063,1,1,1,0,NA,0.472500909160284,0.142857142857143,0.801428571428577,4000.00000000001,0.00279898602245294,0.997849203252652,1,1,1996.93902648222,0.000436249444047191,0.561996514956935,0.4,0.6,881.59168387929,0.00155466418681446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981008928571429,0.9,1,4000.00000000015,0.000764479725465692,0.502753571428571,0.2,0.8,3999.99999999991,0.00225578373844549,0.997728571428571,1,1,1838.17552895002,0.00040103279026139,0.592739285714286,0.45,0.6,1357.81968147418,0.000984195077322494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.997,7.44175,0,0.760946428571429,0.706632142857143,0,0.459118384565529,0.455672659640422,0.465452261306533,732.359,1595.1435,0.419071518193225,668,3
"WST","SST",5,5,"weak",1,0.49,0.25,0.09,1,0.577966101694915,0.957215373459028,0.167532808847064,-3275.3064641333,6550.6129282666,0.00338983050847458,231.655000000001,1064,1,1,1,0,NA,1,1,1,0,NA,0.998338001705324,1,1,3054.44763110882,0.000298723900869506,0.537393744776895,0.285714285714286,0.7,142.638411486479,0.00865949772937183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.998092857142857,1,1,2121.96210095519,0.000338761863133477,0.5829125,0.4,0.7,162.567703932744,0.00633984114621904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.48,7.59825,0,1,0.7244,0,0.414867367964463,0.409855234900934,0.4235368156073,661.28625,1593.97825,0.419071518193225,668,3
"WST","DC-SBM",5,5,"weak",1,0.49,0.25,0.09,1,0.577966101694915,0.914530452856333,0.335065617694131,-3308.71783983817,6617.43567967634,0.000564971751412429,119.732,1065,0.932493055555556,0.5,1,3489.83516119171,0.00224209274981468,0.352617857142857,0,0.8,1570.37551493111,0.00551189606066339,0.999184226190476,1,1,1455.92993090499,0.000359568147829253,0.416677678571429,0,0.7,259.234669058653,0.00932077960664322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943425,0.7,1,3297.31042258337,0.00152652882071666,0.5089,0.2,0.8,2318.29918058323,0.00307151145368108,0.999325,1,1,1155.98447351034,0.000258195555000082,0.514425,0.3,0.7,173.059746197439,0.00700685469945097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09875,6.83675,0,0.609875,0.683675,0,0.528784972440397,0.513056145313132,0.54250533919598,844.062,1596.25675,0.425879396984925,678,3
"WST","WST",3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.1590395480226,1,4.44089209850063e-16,-6001.09155774812,12002.1831154962,0,559.768000000001,1064,1,1,1,0,NA,0.99725,1,1,4000.00000000008,0.00082811884425186,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.99725,1,1,4000.00000000008,0.00082811884425186,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.394146341463415,0.394146341463415,0.394146341463415,2020,5125,0.394146341463415,2020,3
"WST","SST",3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.1590395480226,1,4.44089209850063e-16,-5999.70907231011,11999.4181446202,0,472.562,1065,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.394146341463415,0.394146341463415,0.394146341463415,2020,5125,0.394146341463415,2020,3
"WST","DC-SBM",3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.1590395480226,1,4.44089209850063e-16,-6034.70586186955,12069.4117237391,0,74.1439999999984,1066,1,1,1,0,NA,0.99725,1,1,3999.99999999997,0.000828118844251872,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.99725,1,1,3999.99999999997,0.000828118844251872,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.605853658536585,0.605853658536585,0.605853658536585,3105,5125,0.394146341463415,2020,3
"WST","WST",5,5,"weak",3.5,6.0025,0.25,0.09,3.5,1.81045197740113,1,0,-5127.05130027163,10254.1026005433,0,509.035000000001,1065,1,1,1,0,NA,0.509278571428571,0.285714285714286,0.714285714285714,3999.99999999986,0.00158671117709511,1,1,1,0,NA,0.3,0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999925,1,1,3999.9999999998,4.32904408104894e-05,0.56685,0.4,0.8,4000.00000000017,0.00129351755763805,1,1,1,0,NA,0.3,0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.967,10,0,0.6967,1,0,0.449432404540764,0.449432404540764,0.449432404540764,2613,5814,0.372205022359821,2164,3
"WST","SST",5,5,"weak",3.5,6.0025,0.25,0.09,3.5,1.81045197740113,1,0,-5078.87534336353,10157.7506867271,0,376.230000000001,1066,1,1,1,0,NA,1,1,1,0,NA,0.999965506329114,1,1,4000.00000000001,2.67396912160913e-05,0.300132911392405,0.3,0.3,2810.81834344707,9.36530999304398e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.99996341991342,1,1,3999.99999999977,2.62409928661078e-05,0.300184902597403,0.3,0.3,2881.54347688011,0.000130842627833132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0475,10.02225,0,1,0.999762554112554,0,0.372205412691911,0.372205022359821,0.372205022359821,2164.017,5814.0395,0.372205022359821,2164,3
"WST","DC-SBM",5,5,"weak",3.5,6.0025,0.25,0.09,3.5,1.81045197740113,1,0,-5100.94746786459,10201.8949357292,0,119.145,1067,0.909562797619048,0.571428571428571,1,3984.34447432056,0.00189911722747717,0.321961011904762,0.142857142857143,0.57214285714286,3999.99999999995,0.00166314265028333,1,1,1,0,NA,0.3,0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924075,0.7,1,3674.25880552504,0.00162692377470522,0.369075,0.3,0.6,3999.99999999986,0.00162278909746886,1,1,1,0,NA,0.3,0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.86025,10,0,0.886025,1,0,0.530443756449948,0.530443756449948,0.530443756449948,3084,5814,0.372205022359821,2164,3
"WST","WST",3,3,"weak",7.5,27.5625,0.25,0.09,7.5,2.17457627118644,1,4.44089209850063e-16,-5628.34566404168,11256.6913280834,0,496.030999999999,1066,1,1,1,0,NA,0.155071248952221,0,1,3357.46292027551,0.0062478523134387,1,1,1,0,NA,0.00025,0,0,4000.00000000042,0.000249999999999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.244,0,1,4000.00000000017,0.00679172525084523,1,1,1,0,NA,0.00025,0,0,4000.00000000042,0.000249999999999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895,1.00025,0,0.894625,0.999875,0,0.373927000295291,0.373926619828259,0.373926619828259,1437.007,3843.01475,0.373926619828259,1437,3
"WST","SST",3,3,"weak",7.5,27.5625,0.25,0.09,7.5,2.17457627118644,1,4.44089209850063e-16,-5648.18487826913,11296.3697565383,0,411.344000000001,1067,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,5e-04,0,0,3999.99999999975,0.000353509182604291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.00075,0,0,4000.00000000035,0.000395156186972964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.003,1.001,0,1,0.9995,0,0.373927652787622,0.373926619828259,0.373926619828259,1437.02225,3843.04875,0.373926619828259,1437,3
"WST","DC-SBM",3,3,"weak",7.5,27.5625,0.25,0.09,7.5,2.17457627118644,1,4.44089209850063e-16,-5658.95333026888,11317.9066605378,0,74.237000000001,1068,1,1,1,0,NA,0.0842524509803922,0,1,3263.9999999999,0.00486262319607211,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.25275,0,1,3999.99999999999,0.00687231158647769,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,1,0,0.816,1,0,0.373926619828259,0.373926619828259,0.373926619828259,1437,3843,0.373926619828259,1437,3
"WST","WST",5,5,"weak",7.5,27.5625,0.25,0.09,7.5,2.88418079096045,1,0,-6401.22483447534,12802.4496689507,0,633.846,1067,1,1,1,0,NA,0.0631470238095238,0,0.285714285714286,4325.96510876385,0.00166813122496357,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993375,0.8,1,3999.99999999961,0.000548614243478116,0.534075,0.4,0.7,3624.80627426941,0.00129382998925209,1,1,1,0,NA,0.6,0.6,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.581,7,0,0.4581,0.7,0,0.443505441074323,0.443505441074323,0.443505441074323,3831,8638,0.41340588099097,3571,3
"WST","SST",5,5,"weak",7.5,27.5625,0.25,0.09,7.5,2.88418079096045,1,0,-6396.40311400064,12792.8062280013,0,494.489,1068,1,1,1,0,NA,1,1,1,0,NA,0.999963016889924,1,1,2296.19268230462,3.52273410173832e-05,0.571100491529437,0.571428571428571,0.571428571428571,488.016767967994,0.000322936002922775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.999927813852814,1,1,907.821538497266,7.04990069310181e-05,0.599748593073593,0.6,0.6,523.999648166486,0.000253008998965474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0775,7.0545,0,1,0.700147673160173,0,0.413410403511093,0.41340588099097,0.41340588099097,3571.145,8638.25525,0.41340588099097,3571,3
"WST","DC-SBM",5,5,"weak",7.5,27.5625,0.25,0.09,7.5,2.88418079096045,1,0,-6408.40225303728,12816.8045060746,0,117.135,1069,0.99003125,0.833333333333333,1,4000.00000000019,0.000648432814710753,0.494172619047619,0.285714285714286,0.7,3999.99999999991,0.00152440543865066,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991175,0.8,1,4000.00000000007,0.000583086478329155,0.521075,0.4,0.6,4176.46764457192,0.00119256599794027,1,1,1,0,NA,0.6,0.6,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73725,7,0,0.873725,0.7,0,0.538203287798101,0.538203287798101,0.538203287798101,4649,8638,0.41340588099097,3571,3
"WST","WST",3,3,"strong",1,0.49,1.2,0.09,1,0.372881355932203,1,4.44089209850063e-16,-2664.35661265663,5328.71322531325,0.0135593220338983,225.102000000001,1068,1,1,1,0,NA,0.00754464285714286,0,0,1244.82713209862,0.00207305375267959,0.9995,1,1,3038.21059920178,0.000234068927796956,0.005725,0,0,681.368810303958,0.00204951818108093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.0085875,0,0,1390.74410132813,0.00205569128311352,0.999625,1,1,3038.21059920193,0.000175551695847712,0.006225,0,0,682.29677716599,0.00216211020638143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03725,1.0395,0,0.998925,0.999375,0,0.257309850669196,0.254473161033797,0.26280193236715,264.15725,1026.5885,0.257032007759457,265,3
"WST","SST",3,3,"strong",1,0.49,1.2,0.09,1,0.372881355932203,1,4.44089209850063e-16,-2669.40183604042,5338.80367208084,0.0163841807909605,145.193000000001,1069,1,1,1,0,NA,1,1,1,0,NA,0.999916666666667,1,1,3999.99999999943,8.33333333333393e-05,0.0031875,0,0,2232.63587266173,0.00081269153143088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.9999375,1,1,4000.00000000053,6.24999999999959e-05,0.00325,0,0,2251.06833486728,0.000813525360761182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03675,1.0365,0,1,0.9999375,0,0.257768700426009,0.254670599803343,0.262342691190707,264.784,1027.19975,0.257032007759457,265,3
"WST","DC-SBM",3,3,"strong",1,0.49,1.2,0.09,1,0.372881355932203,0.850188249715436,0.575078731144953,-2708.45101744165,5416.9020348833,0.00112994350282486,76.3700000000008,1070,0.999748617395676,1,1,3977.99999999979,0.000251382604323787,0.000251382604323781,0,0,3977.99999999987,0.000251382604323785,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99974974974975,1,1,3996.00000000062,0.000250250250250231,0.00475475475475476,0,0,851.778133580657,0.00235732911926545,1,1,1,0,NA,0.00175175175175175,0,0,504.856295483964,0.00186134132032327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9945,0.99725,0,0.995495495495496,0.99725,0,0.503635223319493,0.467741146392273,0.541018153156726,506.164,1004.97875,0.276967930029155,285,3
"WST","WST",5,4,"strong",1,0.49,1.2,0.09,1,0.349717514124294,0.71432409299071,0.550343261774518,-2447.35232401056,4894.70464802112,0.0299435028248588,253.891,1069,1,1,1,0,NA,0.109148214285714,0,0.5,3003.73244367581,0.00396282518402977,0.99971875,1,1,911.0381014683,0.00024518295683861,0.439821130952381,0.25,0.5,1540.21256558508,0.00284676448114833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9997,1,1,3462.42063704445,9.29549638485643e-05,0.3479125,0.25,0.75,3417.55659802442,0.00234719790573696,0.999775,1,1,950.476185014211,0.00019852077445691,0.4413875,0.25,0.5,1192.692676868,0.00315613949829601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1045,4.031,0,0.51945,0.9977,0,0.222776226323041,0.21596724667349,0.226006191950464,216.15475,970.287,0.197110423116615,191,3
"WST","SST",5,5,"strong",1,0.49,1.2,0.09,1,0.349717514124294,0.918436596707302,0.268061465998881,-2397.65257813278,4795.30515626555,0.0502824858757062,162.991,1070,1,1,1,0,NA,1,1,1,0,NA,0.999821754396203,1,1,1809.29703751205,7.71238292164154e-05,0.565229788786241,0.4,0.7,705.214132141924,0.00271798975213674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.999853571428571,1,1,1758.98310992821,6.42039156343071e-05,0.56555,0.4,0.7,702.311320577866,0.00270361341977909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.96475,10.92875,0,1,0.998360714285714,0,0.205759728014962,0.204062788550323,0.208103130755064,223.6745,1087.0555,0.206232813932172,225,3
"WST","DC-SBM",5,5,"strong",1,0.49,1.2,0.09,1,0.349717514124294,0.72187817728071,0.86245905751252,-2450.11565063612,4900.23130127224,0.00282485875706215,119.178,1071,0.9988125,1,1,1621.95270731764,0.000301116293322651,0.44708125,0.2,0.7,2214.95765979314,0.00260050695237938,1,1,1,0,NA,0.527403571428571,0.4,0.7,385.483237556986,0.00436642765818913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99905,1,1,1621.95270731752,0.000240893034658129,0.4531625,0.2,0.7,2139.98549992087,0.00262096582207808,1,1,1,0,NA,0.527875,0.4,0.7,389.675633602525,0.00432594367237906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14775,9.3535,0,0.977325,0.9979,0,0.299109032208371,0.275856392123788,0.324882629107981,319.62975,1068.44975,0.357806691449814,385,3
"WST","WST",3,3,"strong",3.5,6.0025,1.2,0.09,3.5,1.53757062146893,1,4.44089209850063e-16,-4625.05532568564,9250.11065137128,0,408.914999999999,1070,1,1,1,0,NA,0.0038125,0,0,1790.96112351214,0.000980065761196156,0.99975,1,1,3999.99999999987,0.000176754591302143,0.003375,0,0,2118.55854334421,0.000820560252647464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.005,0,0,2586.54446265745,0.000940534803522842,0.999875,1,1,3999.99999999987,8.83772956510715e-05,0.004625,0,0,2627.17369544046,0.000874767694546821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1.032,0,0.998125,0.998625,0,0.244402205134823,0.244385230300723,0.244385230300723,642.11225,2627.27475,0.244385230300723,642,3
"WST","SST",3,3,"strong",3.5,6.0025,1.2,0.09,3.5,1.53757062146893,1,4.44089209850063e-16,-4634.68793535292,9269.37587070584,0.00451977401129944,323.655999999999,1071,1,1,1,0,NA,1,1,1,0,NA,0.999625,1,1,4000.00000000032,0.000216452204052433,0.007775,0,0.25,585.888347418039,0.00191399773968478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.9998125,1,1,4000.00000000032,0.000108226102026216,0.0079625,0,0.25,602.573593627868,0.00190653110247915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.117,1.1155,0,1,0.999625,0,0.244382036046998,0.244385230300723,0.244385230300723,642.2485,2628.049,0.244385230300723,642,3
"WST","DC-SBM",3,3,"strong",3.5,6.0025,1.2,0.09,3.5,1.53757062146893,1,4.44089209850063e-16,-4644.12804014775,9288.25608029549,0,73.5380000000005,1072,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.244385230300723,0.244385230300723,0.244385230300723,642,2627,0.244385230300723,642,3
"WST","WST",5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.38107344632768,1,0,-4558.8372865533,9117.67457310659,0,498.517000000002,1071,1,1,1,0,NA,0.176008928571429,0,0.25,3165.4418297362,0.00212603801229005,1,1,1,0,NA,0.4,0.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.4624,0.4,0.5,3475.39860342284,0.000842499498676613,1,1,1,0,NA,0.4,0.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04575,10,0,0.404575,1,0,0.269943386515697,0.269943386515697,0.269943386515697,1049,3886,0.239063304168811,929,3
"WST","SST",5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.38107344632768,1,0,-4548.56631393142,9097.13262786284,0,364.469000000001,1072,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.4,0.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.4,0.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0,0.239063304168811,0.239063304168811,0.239063304168811,929,3886,0.239063304168811,929,3
"WST","DC-SBM",5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.38107344632768,1,0,-4556.47735655936,9112.95471311871,0,117.103999999999,1073,0.958833333333333,0.777777777777778,1,3999.99999999989,0.0013230174200567,0.377008333333333,0.2,0.5,4025.91494798923,0.00124176551349004,1,1,1,0,NA,0.4,0.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9654,0.8,1,3836.23876264891,0.00116807359594083,0.400725,0.2,0.7,3743.29402635524,0.00155653366157117,1,1,1,0,NA,0.4,0.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58125,10,0,0.958125,1,0,0.741893978383942,0.741893978383942,0.741893978383942,2883,3886,0.239063304168811,929,3
"WST","WST",3,3,"strong",7.5,27.5625,1.2,0.09,7.5,2.11666666666667,1,4.44089209850063e-16,-5818.69511920824,11637.3902384165,0,544.786999999998,1072,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.301827040194884,0.301827040194884,0.301827040194884,1239,4105,0.259439707673569,1065,3
"WST","SST",3,3,"strong",7.5,27.5625,1.2,0.09,7.5,2.11666666666667,1,4.44089209850063e-16,-5876.12996806002,11752.25993612,0,456.985999999999,1073,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.259439707673569,0.259439707673569,0.259439707673569,1065,4105,0.259439707673569,1065,3
"WST","DC-SBM",3,3,"strong",7.5,27.5625,1.2,0.09,7.5,2.11666666666667,1,4.44089209850063e-16,-5839.58449577806,11679.1689915561,0,73.5159999999996,1074,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.00125,0,0,4000.00000000016,0.000558737346036088,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99875,1,0,0.99875,1,0,0.259439707673569,0.259439707673569,0.259439707673569,1065,4105,0.259439707673569,1065,3
