"gen_model","fit_model","K_true","K_hat","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","sparsity","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","violation_rate_zhat","violation_count_zhat","rep_id"
"SST","SST",3,3,"strong",1,0.49,1.2,0.09,1,0.533333333333333,1,4.44089209850063e-16,-3167.25420293162,6334.50840586324,0.0107344632768362,182.645,1033,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9998125,1,1,4000.00000000005,0.000139740268974956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9998125,1,1,4000.00000000005,0.000139740268974956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0165,1.0165,0,1,1,0,0.236622731412273,0.236585365853659,0.236691236691237,290.99325,1229.76925,0.236585365853659,291,2
"SST","DC-SBM",3,3,"strong",1,0.49,1.2,0.09,1,0.533333333333333,0.815047021943574,0.500651666955129,-3213.87792755952,6427.75585511904,0.000564971751412429,75.8899999999999,1034,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.749709996385148,0.743039484377646,0.763414634146341,891.10625,1188.46225,0.25571549534293,302,2
"SST","WST",5,5,"strong",1,0.49,1.2,0.09,1,0.513276836158192,1,0,-2807.93349575704,5615.86699151409,0.00282485875706215,315.379,1033,1,1,1,0,NA,0.814875,0.6,1,67.1497879047139,0.013595516615486,1,1,1,0,NA,0.833175,0.8,1,4.85078568688936,0.0324191879151192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.814875,0.6,1,67.1497879047139,0.013595516615486,1,1,1,0,NA,0.833175,0.8,1,4.85078568688936,0.0324191879151192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1375,9.1375,0,1,1,0,0.0941600894884807,0.0884016973125884,0.0955540809555408,141.24825,1499.20475,0.095112285336856,144,2
"SST","SST",5,5,"strong",1,0.49,1.2,0.09,1,0.513276836158192,1,0,-2734.04802347541,5468.09604695081,0.00564971751412429,207.591,1034,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.8009,0.8,0.8,2035.4566914732,0.000243281303373878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.8009,0.8,0.8,2035.4566914732,0.000243281303373878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.03,10.03,0,1,1,0,0.0951157484621647,0.095112285336856,0.095112285336856,143.9975,1513.91825,0.095112285336856,144,2
"SST","DC-SBM",5,5,"strong",1,0.49,1.2,0.09,1,0.513276836158192,0.957215373459028,0.167532808847064,-2786.09616438912,5572.19232877825,0,118.953,1035,0.9999375,1,1,3999.99999999983,4.4188647825536e-05,0.81970625,0.7,1,3999.99999999999,0.00130818636979939,1,1,1,0,NA,0.82295,0.8,0.9,215.418500276708,0.00307265116408978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99995,1,1,3999.99999999999,3.53509182604281e-05,0.819725,0.7,1,3999.99999999973,0.00130816050801452,1,1,1,0,NA,0.82295,0.8,0.9,215.418500276708,0.00307265116408978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.999,10,0,0.9999,1,0,0.499580152910595,0.486249078850405,0.544786096256685,750.75075,1502.84725,0.0956810631229236,144,2
"SST","WST",3,3,"strong",3.5,6.0025,1.2,0.09,3.5,1.39943502824859,0.897926110855616,0.385413533281858,-4515.16290252201,9030.32580504401,0,418.665,1034,1,1,1,0,NA,0.9988125,1,1,2824.81924273887,0.000439483267179819,1,1,1,0,NA,0.999,1,1,3126.47574088317,0.000411876582502257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.999,1,1,2817.06166008878,0.000379330382434318,1,1,1,0,NA,0.9990625,1,1,3063.74199280598,0.00039730559760246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00575,1.00775,0,0.999375,0.999875,0,0.307299834719721,0.306044905008636,0.307746232036453,877.79075,2856.501,0.307746232036453,878,2
"SST","SST",3,3,"strong",3.5,6.0025,1.2,0.09,3.5,1.39943502824859,1,4.44089209850063e-16,-4503.30264275794,9006.60528551589,0.0096045197740113,337.295999999999,1035,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9985625,1,1,1408.24900120157,0.000639658090967844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9985,1,1,1406.48473156001,0.000648580903112868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0195,1.018,0,1,0.999625,0,0.307645105950795,0.307640067911715,0.307640067911715,906.0465,2945.1025,0.307640067911715,906,2
"SST","DC-SBM",3,3,"strong",3.5,6.0025,1.2,0.09,3.5,1.39943502824859,1,4.44089209850063e-16,-4539.1785240206,9078.3570480412,0,74.7780000000002,1036,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.412314680368615,0.41188455008489,0.414984604858023,1213.0065,2941.9535,0.307640067911715,906,2
"SST","WST",5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.46327683615819,1,0,-4419.89258403302,8839.78516806604,0,506.25,1035,1,1,1,0,NA,0.723678571428571,0.428571428571429,1,2067.70343587402,0.00312380859285917,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.806475,0.6,1,2071.41034873629,0.00218706179625754,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0,0.7,1,0,0.160048134777377,0.160048134777377,0.160048134777377,532,3324,0.137184115523466,456,2
"SST","SST",5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.46327683615819,1,0,-4378.77745462949,8757.55490925898,0,374.451,1036,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0,0.137184115523466,0.137184115523466,0.137184115523466,456,3324,0.137184115523466,456,2
"SST","DC-SBM",5,5,"strong",3.5,6.0025,1.2,0.09,3.5,1.46327683615819,1,0,-4421.29237703641,8842.58475407281,0,117.183,1037,1,1,1,0,NA,0.93985,0.8,1,4239.83732984261,0.0012183533924451,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.93985,0.8,1,4239.83732984261,0.0012183533924451,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0,0.803850782190132,0.803850782190132,0.803850782190132,2672,3324,0.137184115523466,456,2
"SST","WST",3,3,"strong",7.5,27.5625,1.2,0.09,7.5,3.9,1,4.44089209850063e-16,-6274.11641186906,12548.2328237381,0.0101694915254237,574.97,1036,1,1,1,0,NA,0.887119172592459,0.5,1,2737.0559550536,0.0035053454552,0.997871715726642,0.962962962962963,1,3999.99999999981,0.000212870277393148,0.833144891335167,0.428450363196126,1,2710.8359391578,0.00407018981761589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999057142857143,1,1,4000.00000000014,0.00013161488091292,0.888017261904762,0.5,1,2780.97930708236,0.003386068569173,0.99799375,0.964285714285714,1,4000.00000000014,0.000189303933969431,0.829954761904762,0.4,1,2782.44183156909,0.00398770700768801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.50775,4.47175,0,0.938708333333333,0.957422916666667,0,0.13846040692278,0.134883720930233,0.149902664721241,873.51875,6306.0555,0.134883720930233,841,2
"SST","SST",3,3,"strong",7.5,27.5625,1.2,0.09,7.5,3.9,1,4.44089209850063e-16,-6267.8227922496,12535.6455844992,0,434.651,1037,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.134883720930233,0.134883720930233,0.134883720930233,841,6235,0.134883720930233,841,2
"SST","DC-SBM",3,3,"strong",7.5,27.5625,1.2,0.09,7.5,3.9,1,4.44089209850063e-16,-6295.15891719779,12590.3178343956,0,73.7789999999995,1038,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.134883720930233,0.134883720930233,0.134883720930233,841,6235,0.134883720930233,841,2
"SST","WST",5,5,"strong",7.5,27.5625,1.2,0.09,7.5,3.46581920903955,1,0,-5668.50732923301,11337.014658466,0.0666666666666667,801.403,1037,1,1,1,0,NA,0.693077498530525,0.513480553724456,0.85,1845.02476786989,0.00198566587875912,0.993255182472251,0.952371428571428,1,2221.59552489907,0.000301922491731706,0.825022184599955,0.6,1,2507.93343302132,0.00237032914875735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997676825258075,0.974943181818182,1,3999.99999999989,0.000108689258176732,0.699291918498169,0.542857142857143,0.85,2040.97270805753,0.00169743893511769,0.99201783008658,0.941666666666667,1,2143.76167657605,0.00035053509582661,0.808461505161505,0.595238095238095,1,2411.75938588645,0.0024309967528946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.12625,40.97575,0,0.914809800616051,0.899339341908092,0,0.0991705017064827,0.0958865777446134,0.103848649784673,1073.009,10818.2605,0.0958865777446134,1028,2
"SST","SST",5,5,"strong",7.5,27.5625,1.2,0.09,7.5,3.46581920903955,1,0,-5590.16797385205,11180.3359477041,0,451.283,1038,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0,0.0958865777446134,0.0958865777446134,0.0958865777446134,1028,10721,0.0958865777446134,1028,2
"SST","DC-SBM",5,4,"strong",7.5,27.5625,1.2,0.09,7.5,3.46581920903955,1,0.4,-6210.28332858824,12420.5666571765,0,116.364,1039,1,1,1,0,NA,0.627375,0.5,0.75,4000.00000000023,0.00197631381562348,1,1,1,0,NA,0.75,0.75,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.627375,0.5,0.75,4000.00000000023,0.00197631381562348,1,1,1,0,NA,0.75,0.75,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,1,0,0.516417910447761,0.516417910447761,0.516417910447761,5363,10385,0.458738565238325,4764,2
"WST","WST",3,1,"weak",1,0.49,0.25,0.09,1,0.647457627118644,1,1.58496250072116,-3784.05932752046,7568.11865504092,0,206.368,1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0.000109712230215827,0,0,0.01525,0.03475,0,0,2
"WST","SST",3,2,"weak",1,0.49,0.25,0.09,1,0.647457627118644,0.815605965330505,1.3011631093787,-3747.56047149493,7495.12094298987,0.00790960451977401,195.729,1039,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.625,0,1,8,0.18298126367785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.75,0,1,12,0.130558241966773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.002,0,1,0.002,0,0.426972556487285,0.413118527042578,0.446615683691339,363.001,850.0375,0.422982885085575,346,2
"WST","DC-SBM",3,2,"weak",1,0.49,0.25,0.09,1,0.647457627118644,0.815605965330505,1.3011631093787,-1951239.17651495,3902478.3530299,0.814689265536723,76.0630000000001,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0.528064795396395,0,0.576513582882074,452.18025,812.785,0.433002481389578,349,2
"WST","WST",5,5,"weak",1,0.49,0.25,0.09,1,0.59406779661017,1,0,-3286.27890406948,6572.55780813897,0.000564971751412429,356.434,1039,1,1,1,0,NA,0.54005564539627,0.0975000000000009,1,3999.99999999999,0.00355662724299347,1,1,1,0,NA,0.713615544871795,0.714285714285714,0.714285714285714,4000.00000000033,0.00019556620373609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9575875,0.9,1,4000,0.000787984099251164,0.6102625,0.3,0.9,4363.90154689911,0.00252049856622393,0.9999875,1,1,4000.00000000002,1.25e-05,0.7036125,0.7,0.8,770.614202182496,0.000714969217488652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46475,7.01325,0,0.6452,0.7,0,0.455151940153252,0.453374233128834,0.45521472392638,741.90775,1630.022,0.384662576687117,627,2
"WST","SST",5,5,"weak",1,0.49,0.25,0.09,1,0.59406779661017,1,0,-3279.7033959549,6559.40679190979,0.00112994350282486,227.933999999999,1040,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.713882715201465,0.714285714285714,0.714285714285714,4000.00000000013,0.00013383284025795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.9999625,1,1,3999.99999999978,2.16452204052448e-05,0.7035875,0.7,0.8,715.596394331024,0.000725446693661316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0325,7.01975,0,1,0.6998875,0,0.400041782021898,0.4,0.400613496932515,652.08975,1630.05375,0.384662576687117,627,2
"WST","DC-SBM",5,5,"weak",1,0.49,0.25,0.09,1,0.59406779661017,1,0,-3310.32905204057,6620.65810408114,0.00451977401129944,119.404,1041,0.993260416666667,0.875,1,4000.00000000018,0.00049870645465493,0.548190376984127,0.2,0.857142857142857,3770.61555422115,0.00291259897705192,1,1,1,0,NA,0.713071428571429,0.714285714285714,0.714285714285714,1475.95256722706,0.000476660424842901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9941,0.9,1,4000.00000000002,0.000406311176554433,0.58865,0.3,0.9,3999.99999999988,0.00254596049728067,1,1,1,0,NA,0.7074,0.7,0.8,604.023585070499,0.00112570909980762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.938,7,0,0.7938,0.7,0,0.568531703921741,0.566279780085522,0.568711656441718,926.77175,1630.11525,0.384662576687117,627,2
"WST","WST",3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.29435028248588,1,4.44089209850063e-16,-5566.95290831326,11133.9058166265,0,501.087,1040,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.00125,0,0,4000.00000000013,0.000558737346036091,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9995,1.00075,0,0.99875,1,0,0.403403106637502,0.403403101942479,0.403403101942479,2679.00225,6641.0055,0.403403101942479,2679,2
"WST","SST",3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.29435028248588,1,4.44089209850063e-16,-5600.50336954129,11201.0067390826,0,414.473,1041,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.403403101942479,0.403403101942479,0.403403101942479,2679,6641,0.403403101942479,2679,2
"WST","DC-SBM",3,3,"weak",3.5,6.0025,0.25,0.09,3.5,2.29435028248588,1,4.44089209850063e-16,-5599.12043384409,11198.2408676882,0,74.3999999999996,1042,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.0015,0,0,4000.00000000028,0.000611989487477661,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9985,1,0,0.9985,1,0,0.528233699744014,0.528233699744014,0.528233699744014,3508,6641,0.403403101942479,2679,2
"WST","WST",5,5,"weak",3.5,6.0025,0.25,0.09,3.5,2.41186440677966,1,0,-6161.78081145279,12323.5616229056,0,635.95,1041,1,1,1,0,NA,0.329117948717949,0.2,0.666666666666667,3999.99999999982,0.00236428044224217,0.9999,1,1,2073.40354239371,9.82016472023652e-05,0.39995625,0.4,0.4,3999.99999999977,3.09320534778754e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9007,0.9,0.9,3999.99999999988,0.000138770725762254,0.5689,0.4,0.8,4000.00000000001,0.00149415716255239,0.999925,1,1,2073.40354238658,7.36512354019005e-05,0.4,0.4,0.4,7611.42666619036,3.62511058913785e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.886,10.0055,0,0.488025,0.999775,0,0.462805801720084,0.462806363766662,0.462806363766662,3229.0215,6977.055,0.417944675361903,2916,2
"WST","SST",5,4,"weak",3.5,6.0025,0.25,0.09,3.5,2.41186440677966,1,0.4,-6291.1312548552,12582.2625097104,0,485.589,1042,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.749914285714286,0.75,0.75,4000.00000000009,7.02539796774322e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.749825,0.75,0.75,4000.00000000045,8.47445523900454e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.009,4.0015,0,1,0.99925,0,0.442150832084258,0.442150114716486,0.442150114716486,2698.03625,6102.072,0.444444444444444,2712,2
"WST","DC-SBM",5,4,"weak",3.5,6.0025,0.25,0.09,3.5,2.41186440677966,0.666563912864776,0.723650198151557,-6436.82135162255,12873.6427032451,0.00338983050847458,116.154,1043,0.880914194065758,0.5,1,4111.60062713962,0.00307635115472123,0.223670141673349,0,1,3145.50832758315,0.00502011327082918,1,1,1,0,NA,0.107625,0,0.5,490.402965684225,0.00928079107708734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9351875,0.75,1,4344.05754929819,0.00166458649406443,0.5460625,0.25,1,3999.99999999989,0.00274978100897818,1,1,1,0,NA,0.5,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,2.4305,0,0.62,0.607625,0,0.579807326953247,0.576676777890125,0.581163341224214,3436.05,5926.19675,0.419142471303174,2483,2
"WST","WST",3,3,"weak",7.5,27.5625,0.25,0.09,7.5,4.7954802259887,1,4.44089209850063e-16,-7085.47869114181,14170.9573822836,0,461.511,1042,1,1,1,0,NA,0.864228456913828,0,1,3471.39515837162,0.00581461593176366,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.8645,0,1,3474.21279611896,0.00580735309106412,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998,1,0,0.998,1,0,0.43140037848067,0.43140037848067,0.43140037848067,6383,14796,0.43140037848067,6383,2
"WST","SST",3,3,"weak",7.5,27.5625,0.25,0.09,7.5,4.7954802259887,1,4.44089209850063e-16,-7090.95742361914,14181.9148472383,0,375.98,1043,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.43140037848067,0.43140037848067,0.43140037848067,6383,14796,0.43140037848067,6383,2
"WST","DC-SBM",3,3,"weak",7.5,27.5625,0.25,0.09,7.5,4.7954802259887,1,4.44089209850063e-16,-7124.70681655067,14249.4136331013,0,76.2239999999993,1044,1,1,1,0,NA,0.861624082974956,0,1,3767.10443710357,0.00562652534606022,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.86325,0,1,3814.0301115227,0.00556409063712345,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98825,1,0,0.98825,1,0,0.437415517707488,0.437415517707488,0.437415517707488,6472,14796,0.43140037848067,6383,2
"WST","WST",5,5,"weak",7.5,27.5625,0.25,0.09,7.5,3.16949152542373,1,0,-6265.3101672081,12530.6203344162,0,559.117,1043,1,1,1,0,NA,0.748824450549451,0.5,0.857142857142857,4000.0000000002,0.00170337804346752,1,1,1,0,NA,0.57142032967033,0.571428571428571,0.571428571428571,4000.00000000018,8.24175824175805e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999875,1,1,4000.00000000011,1.24999999999998e-05,0.722925,0.5,0.8,4000.00000000015,0.00129408452484345,0.9999875,1,1,4000.00000000011,1.24999999999998e-05,0.6999875,0.7,0.7,4000.00000000011,1.24999999999998e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81975,7.0015,0,0.7818125,0.6999875,0,0.406779670844824,0.406779661016949,0.406779661016949,3504.001,8614.00225,0.398421174831669,3432,2
"WST","SST",5,5,"weak",7.5,27.5625,0.25,0.09,7.5,3.16949152542373,1,0,-6303.40374252638,12606.8074850528,0,423.290999999999,1044,1,1,1,0,NA,1,1,1,0,NA,0.999956935123043,1,1,3999.99999999954,4.30648769574969e-05,0.571380233301374,0.571428571428571,0.571428571428571,4000.00000000064,4.83381271971837e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,0.99995375,1,1,4000.00000000083,4.62499999999952e-05,0.69994575,0.7,0.7,3999.99999999964,5.42500000000024e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2475,7.11,0,1,0.69993675,0,0.398424427773312,0.398421174831669,0.398421174831669,3432.218,8614.46175,0.398421174831669,3432,2
"WST","DC-SBM",5,5,"weak",7.5,27.5625,0.25,0.09,7.5,3.16949152542373,1,0,-6299.38166168131,12598.7633233626,0,117.565,1045,0.995802083333333,0.875,1,4000.00000000022,0.00042194674698397,0.52464375,0.2,0.8,3999.99999999986,0.00267424007209608,1,1,1,0,NA,0.571428571428571,0.571428571428571,0.571428571428571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9592,0.9,1,3999.99999999998,0.00077957804964216,0.684475,0.5,0.8,3779.70360585968,0.00142530012549054,1,1,1,0,NA,0.7,0.7,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48325,7,0,0.548325,0.7,0,0.416995588576736,0.416995588576736,0.416995588576736,3592,8614,0.398421174831669,3432,2
"WST","WST",3,3,"strong",1,0.49,1.2,0.09,1,0.455084745762712,0.949562701387519,0.192134052048764,-2984.92923009156,5969.85846018313,0.0271186440677966,225.826999999999,1044,1,1,1,0,NA,0.118663594470046,0,1,2020.91060848419,0.00718077870692795,1,1,1,0,NA,0.00945412693193029,0,0,866.427642929174,0.00319668503706654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0.119904667981591,0,1,1992.78632309741,0.00725904399669709,1,1,1,0,NA,0.00977975016436555,0,0,806.269807029068,0.00337308168818565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76375,0.7655,0,0.998356344510191,0.76025,0,0.221207752876462,0.214285714285714,0.229767441860465,219.1065,989.3715,0.218984962406015,233,2
"WST","SST",3,3,"strong",1,0.49,1.2,0.09,1,0.455084745762712,0.901666666666667,0.381862609487941,-2965.36058262005,5930.72116524009,0.0435028248587571,164.228,1045,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.0182375,0,0.25,564.919039407052,0.00501301002917212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.0184875,0,0.25,548.544714268025,0.00510799483825715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.059,0,1,0.99975,0,0.221808691616374,0.217061235609373,0.230630630630631,235.92575,1063.48025,0.21953488372093,236,2
