"gen_model","fit_model","K","difficulty","rep","ari","vi","elpd_loo","p_loo","looic","pareto_k_max","mae_eta","bias_eta","cov_eta","mae_psi","bias_psi","cov_psi","mae_kappa","bias_kappa","cov_kappa","ess_eta","ac_eta","ess_psi","ac_psi","ess_kappa","ac_kappa","trip_wst_model","trip_wst_model_se","trip_sst_model","trip_sst_model_se","trip_wst_data","trip_wst_data_se","trip_sst_data","trip_sst_data_se","wst_is_dag","sst_violation_rate_best","logloss_dir","brier_dir","pareto_k_share","time_sec"
"SST","SST",4,"easy",4,1,0,-8647.24715221566,135.336448630989,17294.4943044313,2.42622185357568,0.0738527795848143,5.32928058237167e-17,0.97,0.0156086269685889,-0.0135874466669826,1,0.0430979265534459,0.0121145379568877,0.875,3976.50417685218,0.231300908587451,1720.29323417018,0.287999346739393,3613.12078250138,0.210082917775729,1,0,1,0,1,0,1,0,TRUE,0,0.524988662554008,0.177332519534315,0.0181818181818182,353.514999999999
"SST","DC-SBM",4,"easy",4,0.8275,1.57567203738901,-73084477.6073846,73075997.3346656,146168955.214769,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.5,0.25,TRUE,0,0.608858950102378,0.2116255573704,0.999393939393939,276.789
"SST","WST",5,"easy",4,0.940185774838636,0.62983921407564,-9147.2746199226,137.940040838911,18294.5492398452,2.16866533850929,0.106109610926028,4.10744572035271e-17,0.85,NA,NA,NA,0.195873098456859,-0.0564013631771446,0.88,4000.28658728581,0.186699965819324,537.301704837756,0.201881128914017,1724.95094518386,0.588568389846871,1,0,0.4,0.154919333848297,1,0,0.4,0.154919333848297,TRUE,0.0666666666666667,0.632955631762213,0.222727191912138,0.00808080808080808,456.615
"SST","SST",5,"easy",4,0.881047897311316,0.476665554367077,-8723.50458193585,168.595914921813,17447.0091638717,1.87092022597338,0.089190020265367,4.1074186152984e-17,0.92,0.0314439131496508,-0.0278871740914909,1,0.0685162911877614,-0.0399951285650436,0.84,3573.46903854911,0.212995674229378,1256.58808586005,0.33209135043396,2633.41400062454,0.208185473092556,1,0,1,0,1,0,1,0,TRUE,0,0.520869747532984,0.174989609362732,0.00626262626262626,375.99
"SST","DC-SBM",5,"easy",4,0.628013179952599,1.21503595154196,-26850772.381393,26842260.950297,53701544.7627861,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.4,0.154919333848297,TRUE,0.0666666666666667,0.569748284413427,0.193809280324263,1,340.452000000001
"SST","WST",6,"easy",4,0.65416676101704,1.11002336952403,-8989.75838866163,166.686331622134,17979.5167773233,1.87456924880732,0.0834925664675676,1.88741979944423e-17,0.92,NA,NA,NA,0.223476776448172,-0.0787282047645723,0.833333333333333,3705.5546737915,0.21065214995163,194.842326918332,0.50381371742873,1189.02943420203,0.507466922864238,1,0,0.9,0.0670820393249937,1,0,0.5,0.111803398874989,TRUE,0.05,0.638521154284095,0.225536904626335,0.00808080808080808,499.297
"SST","SST",6,"easy",4,0.903305262965122,0.400494232143899,-8570.37057950323,181.35096035111,17140.7411590065,1.62448502212004,0.0784544792061961,1.77618065654722e-17,0.99,0.0705191077652414,0.066011872163191,1,0.0846039797737476,0.0141109633248918,0.805555555555556,3642.40030007202,0.208330155976664,1122.08916963765,0.318157781840452,2458.99127873972,0.217391053045182,1,0,1,0,1,0,1,0,TRUE,0,0.508632367822124,0.169245983476453,0.0193939393939394,397.212000000001
"SST","DC-SBM",6,"easy",4,1,2.58438145772449,-310453666.625301,310445046.304777,620907333.250602,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,TRUE,0,0.693147180559945,0.25,1,403.680999999999
"WST","WST",4,"easy",5,1,0,-8659.19037253743,108.105512055133,17318.3807450749,0.897282438919326,0.0917148701899097,4.44146130464118e-17,0.88,1.07490340132945,-0.00272765341522036,0.166666666666667,0.289530932006882,-0.024520319431887,0.5,4029.67467746944,0.207679018632387,918.907433326069,0.199327943852629,4168.83107635131,0.191521396866654,1,0,0.5,0.25,1,0,0,0,TRUE,0.166666666666667,0.611507970668712,0.210547705614209,0.00181818181818182,422.588
"WST","SST",4,"easy",5,0.665856622114216,0.5,-8388.58098478479,107.744993777265,16777.1619695696,2.52342077342124,0.129071239227214,5.10740538403609e-17,0.77,NA,NA,NA,0.22194195331094,-0.000426552373439672,0.6875,4010.51390074521,0.204538735325302,3215.91952008764,0.22760552142797,3799.12602227429,0.192781550359422,1,0,1,0,1,0,0,0,TRUE,0.166666666666667,0.474583639995453,0.153646373903997,0.00141414141414141,336.249000000002
"WST","DC-SBM",4,"easy",5,1,0,-8171.10536414107,207.26217567055,16342.2107282821,0.636557785528219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,TRUE,0.166666666666667,0.445764237513749,0.147604756986547,0,277.188
"WST","WST",5,"easy",5,0.974608874070274,0.115280431229259,-8381.71588233879,115.553651450389,16763.4317646776,1.05954538609862,0.0902575354473362,-7.10498012420485e-17,0.91,0.644402075149071,-0.103879234680419,0.2,0.224748737052109,-0.0162530703780566,0.44,3991.38738127469,0.18902668958683,1030.69215691325,0.194199986402728,4061.81089694348,0.21041958005595,1,0,0.5,0.158113883008419,1,0,0.2,0.126491106406735,TRUE,0.2,0.586333063421091,0.203546449801935,0.00242424242424242,459.871000000001
"WST","SST",5,"easy",5,0.729787652609623,0.505095450053782,-7989.94363693843,149.498142229541,15979.8872738769,2.04351927666466,0.121122372433481,-6.88265091620954e-17,0.86,NA,NA,NA,0.223509510433401,-0.0593850294498903,0.72,2988.66208175421,0.203571802448793,1031.46191452471,0.323701552623507,2775.88286130689,0.463024690402672,1,0,1,0,1,0,0.1,0.0948683298050514,TRUE,0.166666666666667,0.541199365827645,0.173268567911073,0.00929292929292929,380.625999999998
"WST","DC-SBM",5,"easy",5,0.974608874070274,0.115280431229259,-7834.39173802549,215.320106198624,15668.783476051,0.751079399325123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.2,0.126491106406735,TRUE,0.2,0.418947564526144,0.137101027015324,0.00101010101010101,340.516000000001
"WST","WST",6,"easy",5,1,0,-9017.14023581138,130.073789349467,18034.2804716228,1.04988525694013,0.0849998208693005,-1.11212037842701e-18,0.91,0.223235266843436,-0.0448113589543876,0.866666666666667,0.076886094392017,-0.0148959128827545,0.75,4027.18404373622,0.193172192056643,1093.30074447463,NA,3960.02141100996,0.208510524023384,1,0,0.3,0.102469507659596,1,0,0.3,0.102469507659596,TRUE,0.283333333333333,0.577100148101983,0.201258410340411,0.000808080808080808,496.833000000001
"WST","SST",6,"easy",5,0.757937854895035,0.669781376375732,-8654.3465604001,140.317479220198,17308.6931208002,1.9978450120766,0.0932879109722921,-3.32687436627177e-18,0.87,NA,NA,NA,0.20770507897679,-0.0546112487302115,0.75,3946.18209720072,0.197574704035871,2275.80036219563,0.266350985337783,3843.69373481397,0.200825123413648,1,0,1,0,1,0,0.25,0.0968245836551854,TRUE,0.133333333333333,0.470366609199231,0.151009196076084,0.0107070707070707,376.82
"WST","DC-SBM",6,"easy",5,1,0,-8438.3563679815,238.142114365086,16876.712735963,1.86821921987201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.3,0.102469507659596,TRUE,0.283333333333333,0.427647068470668,0.13881255308684,0.00161616161616162,403.037
"SST","WST",4,"easy",5,1,0.5,-9161.1285666937,116.863551293494,18322.2571333874,1.75999082360493,0.0830249562111902,2.44287012493571e-17,0.95,NA,NA,NA,0.18991922931285,0.0142534364657165,0.6875,3976.39624603302,0.193556693222613,1908.51595084819,0.199233808191789,3083.53031311341,0.23762267406113,1,0,0.25,0.21650635094611,1,0,0.25,0.21650635094611,TRUE,0.0833333333333333,0.645146676063,0.22804149139951,0.00484848484848485,420.843000000001
"SST","SST",4,"easy",5,1,0,-8686.36786020456,109.88971614704,17372.7357204091,1.35299493901309,0.0808316685715822,1.33209144669716e-17,0.93,0.080678524822199,-0.0294544779090103,1,0.0323993821673838,0.00546137563571797,1,4023.21696002852,0.201909539159142,2319.4015661513,0.250388075118936,4036.98627483452,0.204947584381988,1,0,1,0,1,0,1,0,TRUE,0,0.546784220660021,0.18493258213586,0.00565656565656566,352.449999999999
"SST","DC-SBM",4,"easy",5,0.876564759862351,0.443507111250463,-8743.422254382,228.763749062549,17486.844508764,1.29921278850628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,TRUE,0,0.566604099046616,0.192974631899815,0.00343434343434343,274.259
"SST","WST",5,"easy",5,0.941057764017974,0.590488455840589,-8384.77755459242,113.285493394357,16769.5551091848,1.46076041693807,0.101511778161042,4.66349235703906e-17,0.87,NA,NA,NA,0.14634629592416,0.0490082716178551,0.88,4013.6572810434,0.202840082500481,2288.02201786337,0.199799124781195,4064.29778113513,0.192408755447878,1,0,0.4,0.154919333848297,1,0,0.4,0.154919333848297,TRUE,0.0666666666666667,0.612207816334452,0.214682673014392,0.00808080808080808,456.49
"SST","SST",5,"easy",5,0.941057764017974,0.590488455840589,-7989.70686729957,118.981039056318,15979.4137345991,1.63424902704491,0.101441689822336,5.1074324890904e-17,0.87,0.250016380653845,0.250016380653845,0.25,0.32773859274335,0.0506694340247751,0.56,4018.24679459085,0.193112848919634,2305.11897257049,0.288674464346093,4080.11302731974,0.206357187180267,1,0,1,0,1,0,0.4,0.154919333848297,TRUE,0.0666666666666667,0.496683327240305,0.164492901961655,0.0202020202020202,370.389000000001
"SST","DC-SBM",5,"easy",5,1,1.74962574960661,-80609309.0717283,80601509.5181529,161218618.143457,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,TRUE,0.1,0.68177343228892,0.244365971495052,1,339.805
"SST","WST",6,"easy",5,0.796434844126862,0.745048746963697,-9247.12422045113,188.1206056549,18494.2484409023,1.2578444123472,0.0779306319621618,-4.43675857771803e-18,0.93,NA,NA,NA,0.11158745913529,-0.0210021245307927,1,3074.01979928871,0.208272427779008,154.613742659374,0.199799124781195,1353.94709923565,0.944513882000244,1,0,1,0,1,0,0.65,0.106653645038508,TRUE,0.0166666666666667,0.661132695329251,0.234505096384397,0.00525252525252525,492.214
"SST","SST",6,"easy",5,0.837499186923345,0.645248106569404,-8738.58085410408,170.021753720041,17477.1617082082,1.68774861059645,0.0766044993613841,1.12567290558308e-18,0.95,0.0798490180474782,-0.0501306034409799,1,0.0786004613787672,-0.0139653244536312,0.944444444444444,3786.82054292179,0.198375918493192,1211.29607293466,0.342362310460006,2713.72923607404,0.201914868173963,1,0,1,0,1,0,0.65,0.106653645038508,TRUE,0,0.581920230285029,0.197374991642276,0.0187878787878788,399.733
"SST","DC-SBM",6,"easy",5,1,2.58438145772449,-290134748.62451,290126099.753314,580269497.24902,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,TRUE,0,0.693147180559945,0.25,1,402.150999999998
