"gen_model","fit_model","K_target","K_true","K_hat","K_p.mean","K_ci_lo","K_ci_hi","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","hyper_source","mu0","sigma0","tau0","a_kappa_prior","b_kappa_prior","a_eta_prior","b_eta_prior","gamma_gn_prior","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","delta_looic_best","delta_looic_best_se","delta_looic_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","looic_wst_minus_sst","looic_wst_minus_sst_se","looic_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","looic_wst_minus_dc","looic_wst_minus_dc_se","looic_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","looic_sst_minus_dc","looic_sst_minus_dc_se","looic_sst_minus_dc_z","rep_id","kappa_sd","density","eta_mean","eta_sd","eta_mode"
"WST","DC-SBM",NA,6,5,5,5,5,"easy",4,1,1.4,0.0625,3,132,"3;3;5;20;21;8",4,0.970418156900759,0.229189165408552,-5612.68671837848,43.8550873542694,87.3168598291573,3.56518445213454,11225.373436757,87.7101747085387,0.00508474576271186,9,1.21556991679669,0.082920625152904,1770,58.0989999999999,1013,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.2756,0,0.5,1000,0.00387552056628005,1,1,1,0,NA,0.3024,0.1,0.4,625.647621077964,0.00555028836616742,0.964578571428571,0.9,1,606.540207670111,0.00196124169139333,0.45763253968254,0.4,0.5,721.823094524616,0.00156650546790492,0.778951360201633,0.762397343008454,0.793643492600439,999.999999999999,0.000252688385272456,1,1,1,0,NA,0.2756,0,0.5,1000,0.00387552056628005,1,1,1,0,NA,0.3024,0.1,0.4,625.647621077964,0.00555028836616742,0.8984,0.9,0.9,1000.00000000001,0.000823479276070812,0.4287,0.4,0.5,578.289813095288,0.00234110666373315,10,10,9.335,1,1,0.9335,1,1,1,0,0,0,0.742507712251691,0.684808300781543,0.799755684190437,2.15725168470211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208039881305263,0.207903780068729,0.208654670094259,967.486,4650.485,1000,0.424183848797251,1975,1,"DC-SBM",0,0,NA,0,0,NA,-4.27324497574227,6.69001217059771,0.638749955422052,8.54648995148455,13.3800243411954,0.638749955422052,-16.8142961661006,4.05874241275469,4.14273547226384,33.6285923322012,8.11748482550937,4.14273547226384,-12.5410511903583,5.96206830077653,2.10347325083896,25.0821023807166,11.9241366015531,2.10347325083896,2,1,"dense",1,0.1,"GAMMA"
"DC-SBM","WST",NA,3,4,4.92,3,8,"misspecified",1.6,0.16,0.7,0.04,3,7,"12;8;40",1.6,0.890475467499876,0.366509458112944,-2463.77717004624,49.5544688608304,114.10375639987,4.96177330841941,4927.55434009248,99.1089377216609,0.00508474576271186,9,0.953020069148274,0.236007168839513,1770,197.981,1012,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.511607142857143,0,1,189.942315811117,0.0202704733291589,0.953068592057762,0.5,1,188.96269770517,0.010627009608784,0.587545126353791,0,1,167.461063281813,0.0219110199970017,0.91816009557945,0.5,1,215.932552860394,0.0101520631204444,0.649044205495818,0,1,279,0.0168590661105125,0.708615767800597,0.619512726576778,0.808652683284688,222.799112587343,0.00320749158527417,0.898214285714286,0.5,1,280.000000000001,0.0120531269474855,0.461607142857143,0,1,233.926603813217,0.0176795333726042,0.842857142857143,0.25,1,280,0.0169090343143952,0.522321428571429,0,1,191.564613162826,0.0217562115133894,0.740178571428571,0.25,1,280.000000000001,0.0125405083881287,0.515178571428571,0,1,280,0.0145872514251366,3.59285714285714,3.47857142857143,3.23571428571429,0.898214285714286,0.869642857142857,0.808928571428571,1,1,1,0,0,0,0.892061773856951,0.70005699152614,0.994746923576828,1.60467314505248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319790412310699,0.269939835387176,0.404247230688619,130.814,395.78,280,0.526690391459075,148,2,"SST",-6.34489525751269,1.57075851935216,4.03938299830427,12.6897905150254,3.14151703870431,4.03938299830427,-6.34489525751269,1.57075851935216,4.03938299830427,12.6897905150254,3.14151703870431,4.03938299830427,6.2810787937151,4.32881715660207,1.45099193763256,-12.5621575874302,8.65763431320413,1.45099193763256,12.6259740512278,4.73422780683329,2.66695532331665,-25.2519481024556,9.46845561366659,2.66695532331665,3,0.4,"moderate",1,0.1,"GAMMA"
"DC-SBM","SST",NA,3,4,4.609,3,7,"misspecified",1.6,0.16,0.7,0.04,3,7,"12;8;40",1.6,0.842973138916085,0.542764616150564,-2457.43227478873,49.5460365708275,104.56873826813,4.61642512555679,4914.86454957745,99.0920731416549,0.00903954802259887,16,1.65161518329786,0.185140716621123,1770,501.787,1013,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,0.989371980676328,0.866666666666666,1,345.000000000002,0.00357474258628692,0.721739130434783,0.25,1,344.999999999998,0.0128349447064263,0.901647286821705,0.5,1,179.521393389576,0.0128793568399576,0.642199612403101,0,1,344.000000000001,0.0151608037913031,0.741929146302776,0.666577313330978,0.810546689794545,199.187863850884,0.00259519374234154,1,1,1,0,NA,1,1,1,0,NA,0.963768115942029,0.5,1,344.999999999999,0.00784127027068954,0.702898550724638,0.25,1,345.000000000001,0.0134351421867675,0.726086956521739,0.25,1,254.52451504928,0.0142342778238415,0.519565217391304,0,1,345.000000000001,0.0139000824361144,4,3.88115942028986,3.21159420289855,1,0.970289855072464,0.802898550724638,1,1,1,0,0,0,0.969976075023275,0.89017785569684,0.99922651864485,0.254533663942798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305258990583435,0.264702585069902,0.37080576070901,116.397,371.659,345,0.51505016722408,154,1,"SST",0,0,NA,0,0,NA,-6.34489525751269,1.57075851935216,4.03938299830427,12.6897905150254,3.14151703870431,4.03938299830427,6.2810787937151,4.32881715660207,1.45099193763256,-12.5621575874302,8.65763431320413,1.45099193763256,12.6259740512278,4.73422780683329,2.66695532331665,-25.2519481024556,9.46845561366659,2.66695532331665,3,0.4,"moderate",1,0.1,"GAMMA"
"DC-SBM","DC-SBM",NA,3,2,2.505,2,4,"misspecified",1.6,0.16,0.7,0.04,3,7,"12;8;40",1.6,1,0.520017937318684,-2470.05824883995,49.137838434708,81.5842155243694,3.1639547986637,4940.11649767991,98.2756768694159,0.0581920903954802,103,1.40977381786983,0.220133648128849,1770,35.524,1014,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298130154683945,0.272727272727273,0.319901763224181,58.017,194.942,584,0.30718954248366,47,3,"SST",-12.6259740512278,4.73422780683329,2.66695532331665,25.2519481024556,9.46845561366659,2.66695532331665,-6.34489525751269,1.57075851935216,4.03938299830427,12.6897905150254,3.14151703870431,4.03938299830427,6.2810787937151,4.32881715660207,1.45099193763256,-12.5621575874302,8.65763431320413,1.45099193763256,12.6259740512278,4.73422780683329,2.66695532331665,-25.2519481024556,9.46845561366659,2.66695532331665,3,0.4,"moderate",1,0.1,"GAMMA"
"SST","WST",NA,8,6,6.449,5,8,"hard",1.4,0.2025,0.45,0.0144,3,55,"9;6;5;5;11;5;10;9",1.4,0.524280003634051,1.13040032003932,-3712.34132459667,45.1639916736515,150.192058687854,5.67283168894176,7424.68264919333,90.327983347303,0.0096045197740113,17,1.10329756116103,0.201173877111808,1770,335.651,1013,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.770599706518381,0.5625,0.95,268.895551589756,0.00607039846278617,1,1,1,0,NA,0.806919987642879,0.65,0.95,117.217108622764,0.00674111291718606,0.938334270199968,0.823529411764706,1,292.632790015546,0.00272972797786411,0.512562848928901,0.269242424242424,0.785714285714286,328.601079820977,0.00687794503738668,0.75663345753566,0.734895118620619,0.776126729438662,180.929988723749,0.000823314986259543,0.951104417670683,0.8,1,197.834953576562,0.00616076807039902,0.732931726907631,0.5,0.95,201.036644211564,0.00809968034491301,0.971987951807229,0.8,1,86.4321144268055,0.0075547609749085,0.785642570281124,0.55,0.95,91.9431106746804,0.0103286268387921,0.697289156626506,0.55,0.85,278.595976497369,0.00509464323114334,0.379016064257028,0.2,0.6,245.354033882519,0.00598175545118283,19.0220883534137,19.4397590361446,14.8714859437751,0.951104417670683,0.971987951807229,0.743574297188755,1,1,1,0,0,0,0.966238293264077,0.929005010190101,0.990463620040451,0.549299505515577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238685472971129,0.22478375582508,0.248791771066399,525.468,2200.667,498,0.743543271409153,1641,1,"WST",0,0,NA,0,0,NA,12.4438982260735,6.95269389361336,1.78979520981131,-24.8877964521471,13.9053877872267,1.78979520981131,10.2906006338926,5.55033800429367,1.85404936166625,-20.5812012677852,11.1006760085873,1.85404936166625,-2.15329759218093,6.39933857611419,0.336487523916645,4.30659518436187,12.7986771522284,0.336487523916645,3,0.45,"moderate",1,0.1,"GAMMA"
"SST","SST",NA,8,5,5.968,5,7,"hard",1.4,0.2025,0.45,0.0144,3,55,"9;6;5;5;11;5;10;9",1.4,0.627574750830565,1.04964867114786,-3724.78522282274,45.4915303680175,142.672625452664,5.79641095322229,7449.57044564548,90.983060736035,0.0101694915254237,18,1.36179724358818,0.160034877806487,1770,1108.543,1014,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.996585365853659,0.9,1,205,0.00127148918456841,0.968708865660085,0.857142857142857,1,205,0.00404406045632747,0.515125822686798,0.25,0.833333333333333,205,0.0100940979537729,0.785434947318183,0.76557514144479,0.80205399645542,205,0.00068199851380017,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.996585365853659,0.9,1,205,0.00127148918456841,0.700487804878049,0.5,0.9,253.843230061012,0.0072872659363408,0.370243902439024,0.2,0.6,205,0.00758892414014839,10,10,7.23414634146341,1,1,0.723414634146341,1,1,1,0,0,0,0.990495618181403,0.973116241451111,0.999457248408294,0.12708325679897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230324957941526,0.224240217019822,0.240575096050676,499.781,2169.385,205,0.75749063670412,1618,3,"WST",-12.4438982260735,6.95269389361336,1.78979520981131,24.8877964521471,13.9053877872267,1.78979520981131,12.4438982260735,6.95269389361336,1.78979520981131,-24.8877964521471,13.9053877872267,1.78979520981131,10.2906006338926,5.55033800429367,1.85404936166625,-20.5812012677852,11.1006760085873,1.85404936166625,-2.15329759218093,6.39933857611419,0.336487523916645,4.30659518436187,12.7986771522284,0.336487523916645,3,0.45,"moderate",1,0.1,"GAMMA"
"SST","DC-SBM",NA,8,5,5,5,5,"hard",1.4,0.2025,0.45,0.0144,3,55,"9;6;5;5;11;5;10;9",1.4,0.396494526152825,1.31531733265044,-3722.63192523056,45.2483859780663,120.330111464317,4.63950865799145,7445.26385046112,90.4967719561326,0.0192090395480226,34,1.62607238753203,0.144376284081732,1770,63.124,1015,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,0.999875,1,1,999.999999999982,0.000125000000000001,0.854621428571429,0.6,1,260.177013286137,0.0073338217400612,1,1,1,0,NA,0.9226,0.7,1,121.915798816679,0.00772559194233162,0.955628571428571,0.75,1,1000,0.0022515295593516,0.552887698412698,0.142857142857143,0.888888888888889,897.031845548176,0.00620853842282263,0.773271656180592,0.751435817347484,0.793991160527172,275.032786117003,0.000647544563096686,0.9988,1,1,999.999999999966,0.000599098421729628,0.8537,0.6,1,269.004354628178,0.00727073380048692,1,1,1,0,NA,0.9226,0.7,1,121.915798816679,0.00772559194233162,0.7582,0.5,0.9,835.753044227667,0.00412007848103014,0.4392,0.1,0.8,857.45845220062,0.005469262300555,9.989,10,7.942,0.9989,1,0.7942,0.9999,1,1,0.000119174956009481,0.000117228851572246,8.72013245549713e-06,0.9779167849508,0.94439856663625,0.99662574401851,0.3526462052718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226050061722421,0.221958174904943,0.231023102310231,473.853,2096.118,1000,0.75801749271137,1560,2,"WST",-10.2906006338926,5.55033800429367,1.85404936166625,20.5812012677852,11.1006760085873,1.85404936166625,12.4438982260735,6.95269389361336,1.78979520981131,-24.8877964521471,13.9053877872267,1.78979520981131,10.2906006338926,5.55033800429367,1.85404936166625,-20.5812012677852,11.1006760085873,1.85404936166625,-2.15329759218093,6.39933857611419,0.336487523916645,4.30659518436187,12.7986771522284,0.336487523916645,3,0.45,"moderate",1,0.1,"GAMMA"
"SST","WST",NA,5,5,5.012,5,5,"easy",4,1,0.7,0.0225,3,57,"15;10;4;12;19",4,1,0,-5622.20807978704,44.5299715704633,81.5375798012204,2.5578410906317,11244.4161595741,89.0599431409265,0.00395480225988701,7,1.00793379557504,0.0839862330082164,1770,414.427,1014,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.993522267206478,0.9,1,988.000000000008,0.000893519668615298,1,1,1,0,NA,1,1,1,0,NA,0.886288236617184,0.875,1,419.630655241897,0.00156554506227319,0.507892326971274,0.444444444444444,0.555555555555556,500.552012579544,0.00177526687078943,0.767620576281094,0.752877036694994,0.781446018905663,860.957595559316,0.000234487616375863,1,1,1,0,NA,0.993522267206478,0.9,1,988.000000000008,0.000893519668615298,1,1,1,0,NA,1,1,1,0,NA,0.729655870445344,0.7,0.9,447.129255599262,0.00274324593842937,0.418522267206478,0.4,0.5,454.68184750599,0.00227909649106328,10,10,8.2246963562753,1,1,0.82246963562753,1,1,1,0,0,0,0.996224540526518,0.989837095790614,0.999284370568364,0.067275612603008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21808907124608,0.217429118107497,0.218711974466212,1256.348,5760.643,988,0.649253731343284,3741,3,"SST",-5.47413686566688,2.15839714447286,2.53620464597298,10.9482737313338,4.31679428894572,2.53620464597298,-5.47413686566688,2.15839714447286,2.53620464597298,10.9482737313338,4.31679428894572,2.53620464597298,-1.19034851429296,0.666355003375795,1.78635788470498,2.38069702858593,1.33271000675159,1.78635788470498,4.28378835137391,2.18062211929964,1.96447991307626,-8.56757670274783,4.36124423859928,1.96447991307626,3,1,"dense",1,0.1,"GAMMA"
"SST","SST",NA,5,5,5,5,5,"easy",4,1,0.7,0.0225,3,57,"15;10;4;12;19",4,1,0,-5616.73394292137,44.5392856679152,73.6087265877781,2.41517854499097,11233.4678858427,89.0785713358304,0.00225988700564972,4,0.962214783440988,0.0843680407952693,1770,1399.861,1015,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.883097222222222,0.875,1,633.166844748777,0.00113378363647046,0.502253968253968,0.444444444444444,0.555555555555556,680.647489902961,0.00107767636496972,0.768174815413277,0.756598788883477,0.779936032432013,843.021020467232,0.000207600498770682,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.719,0.7,0.9,604.884817818374,0.00207388205417135,0.4089,0.4,0.5,612.599211757802,0.00138314764375223,10,10,8.135,1,1,0.8135,1,1,1,0,0,0,0.998191920223844,0.9948103270253,0.999838181382592,0.0287836725511253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21807804706714,0.217429118107497,0.218153418951753,1256.159,5760.13,1000,0.649253731343284,3741,1,"SST",0,0,NA,0,0,NA,-5.47413686566688,2.15839714447286,2.53620464597298,10.9482737313338,4.31679428894572,2.53620464597298,-1.19034851429296,0.666355003375795,1.78635788470498,2.38069702858593,1.33271000675159,1.78635788470498,4.28378835137391,2.18062211929964,1.96447991307626,-8.56757670274783,4.36124423859928,1.96447991307626,3,1,"dense",1,0.1,"GAMMA"
"SST","DC-SBM",NA,5,5,5,5,5,"easy",4,1,0.7,0.0225,3,57,"15;10;4;12;19",4,1,0,-5621.01773127275,44.4219590217364,80.4253027268135,2.53648532974641,11242.0354625455,88.8439180434727,0,0,0.61112934346642,0.0804665826961988,1770,56.9969999999998,1016,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.9933,0.9,1,796.972911050915,0.00103027247241393,1,1,1,0,NA,1,1,1,0,NA,0.887208333333333,0.875,1,884.323588306225,0.00113870801955064,0.505857142857143,0.444444444444444,0.555555555555556,859.526260636365,0.00134129651392957,0.767401455643886,0.75304039967949,0.780368676727356,1000,0.000224643369786185,1,1,1,0,NA,0.9933,0.9,1,796.972911050915,0.00103027247241393,1,1,1,0,NA,1,1,1,0,NA,0.7305,0.7,0.9,834.283012221475,0.0020954932458299,0.4166,0.4,0.5,767.128153325693,0.00168056792647757,10,10,8.224,1,1,0.8224,1,1,1,0,0,0,0.99624391948096,0.989555159046812,0.999288981356311,0.0671643341762752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218023792825413,0.217429118107497,0.218153418951753,1255.566,5758.841,1000,0.649253731343284,3741,2,"SST",-4.28378835137391,2.18062211929964,1.96447991307626,8.56757670274783,4.36124423859928,1.96447991307626,-5.47413686566688,2.15839714447286,2.53620464597298,10.9482737313338,4.31679428894572,2.53620464597298,-1.19034851429296,0.666355003375795,1.78635788470498,2.38069702858593,1.33271000675159,1.78635788470498,4.28378835137391,2.18062211929964,1.96447991307626,-8.56757670274783,4.36124423859928,1.96447991307626,3,1,"dense",1,0.1,"GAMMA"
"WST","WST",NA,5,3,4.585,2,8,"hard",1.4,0.2025,0.45,0.0225,3,137,"4;6;14;6;30",1.4,0.887856009650719,1.31655277959636,-3734.58185028078,45.2625095496444,137.346067371111,6.00553085399448,7469.16370056155,90.5250190992887,0.0124293785310734,22,1.11260370463372,0.18424019542144,1770,237.695,1015,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.484472049689441,0,1,161,0.0395094041621068,0.963414634146341,0,1,164,0.0147050504364147,0.536585365853659,0,1,130.645245543877,0.0437608351096176,0.960629921259842,0,1,127,0.0173251069398544,0.496062992125984,0,1,56.9324358381099,0.0665262810171821,0.662758650260587,0.565773358647204,0.766279439518681,115.006267987604,0.0050639750966972,0.889502762430939,0,1,181,0.0233675461150083,0.430939226519337,0,1,181,0.0369105984151987,0.87292817679558,0,1,76.863940539422,0.0380939141563348,0.486187845303867,0,1,125.996741145943,0.0446506323846333,0.674033149171271,0,1,181,0.0349374411539581,0.348066298342541,0,1,181.000000000001,0.0355055668796897,0.889502762430939,0.906077348066298,0.701657458563536,0.889502762430939,0.906077348066298,0.701657458563536,1,1,1,0,0,0,0.932283202666259,0.760587338459136,0.999974827607421,1.05725475476462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372914137206658,0.344293317563572,0.402898544912005,416.298192771084,1107.49698795181,181,0.634116192830655,513,3,"DC-SBM",-30.8269894950813,8.23776870537141,3.74215283259661,61.6539789901626,16.4755374107428,3.74215283259661,-1.47692310746379,2.76823877914866,0.533524462769791,2.95384621492758,5.53647755829731,0.533524462769791,-30.8269894950813,8.23776870537141,3.74215283259661,61.6539789901626,16.4755374107428,3.74215283259661,-29.3500663876175,8.15098755399654,3.60079882261957,58.700132775235,16.3019751079931,3.60079882261957,3,0.45,"moderate",1,0.1,"GAMMA"
"WST","SST",NA,5,3,3.924,2,7,"hard",1.4,0.2025,0.45,0.0225,3,137,"4;6;14;6;30",1.4,0.887856009650719,1.31655277959636,-3733.10492717331,45.4490072612132,132.566872539016,5.62561094839804,7466.20985434662,90.8980145224263,0.00621468926553672,11,1.01635222438813,0.15957729349026,1770,782.923,1016,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.779411764705882,0,1,272.000000000001,0.0251877866602273,0.95,0,1,200,0.0154497076780334,0.465,0,1,215.668887927451,0.0340485073458736,0.649058419398307,0.601431002250684,0.720252737305707,156.825487075181,0.00230514585017459,1,1,1,0,NA,1,1,1,0,NA,0.981949458483754,1,1,276.999999999998,0.00801373808341793,0.765342960288809,0,1,277.000000000001,0.0255088158549762,0.685920577617328,0,1,122.044785398646,0.0420903354693157,0.335740072202166,0,1,227.136286154799,0.0313915456542186,1,0.981949458483754,0.72202166064982,1,0.981949458483754,0.72202166064982,1,1,1,0,0,0,0.978810165435742,0.898834659683284,0.999961846161895,0.0869723568442668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375077255594284,0.355334289546909,0.397691885004105,461.984984984985,1224.995995996,277,0.634116192830655,513,2,"DC-SBM",-29.3500663876175,8.15098755399654,3.60079882261957,58.700132775235,16.3019751079931,3.60079882261957,-1.47692310746379,2.76823877914866,0.533524462769791,2.95384621492758,5.53647755829731,0.533524462769791,-30.8269894950813,8.23776870537141,3.74215283259661,61.6539789901626,16.4755374107428,3.74215283259661,-29.3500663876175,8.15098755399654,3.60079882261957,58.700132775235,16.3019751079931,3.60079882261957,3,0.45,"moderate",1,0.1,"GAMMA"
"WST","DC-SBM",NA,5,3,3,3,3,"hard",1.4,0.2025,0.45,0.0225,3,137,"4;6;14;6;30",1.4,0.896008773647722,0.823580173125429,-3703.75486078569,44.7268971682461,89.5173510342647,3.55820249268617,7407.50972157139,89.4537943364922,0.00847457627118644,15,1.04280862463081,0.123527405851753,1770,40.9859999999999,1017,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.718384697130712,0,1,941.000000000013,0.014670426325555,1,1,1,0,NA,0.916,0,1,165.043029315238,0.0216026009136472,0.994553376906318,1,1,543.093975325773,0.00315992583734645,0.886710239651416,0,1,606.345534937558,0.012878425552559,0.603614387248123,0.562207148124844,0.645825821331226,643.635828097632,0.000860635131190716,0.941,0,1,999.99999999999,0.00745483565040673,0.676,0,1,1000.00000000002,0.0148068647337389,1,1,1,0,NA,0.916,0,1,165.043029315238,0.0216026009136472,0.913,0,1,482.155200344738,0.0128415912854593,0.814,0,1,814.868689933528,0.0136377308447123,0.941,1,0.918,0.941,1,0.918,0.999,1,1,0.000738691761128026,2.7543570995533e-05,3.72869611452987e-05,0.973191142799953,0.868595955862451,0.999981381730183,0.0968260700707288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399454841952262,0.379562421226125,0.419732649876458,407.801,1021.007,1000,0.602880658436214,586,1,"DC-SBM",0,0,NA,0,0,NA,-1.47692310746379,2.76823877914866,0.533524462769791,2.95384621492758,5.53647755829731,0.533524462769791,-30.8269894950813,8.23776870537141,3.74215283259661,61.6539789901626,16.4755374107428,3.74215283259661,-29.3500663876175,8.15098755399654,3.60079882261957,58.700132775235,16.3019751079931,3.60079882261957,3,0.45,"moderate",1,0.1,"GAMMA"
