Gen,$K^\star$,Density,Hierarchy,Reps,ELPD WST$-$SST mean (SD),Sig. WST/SST,ELPD WST$-$DC mean (SD),Sig. WST/DC,ELPD SST$-$DC mean (SD),Sig. SST/DC,mean VI W/S/DC
WST,10,kappa_0.3,app_sparse_hetero,1,-19.4 (--),0/1,5.9 (--),0/0,25.3 (--),1/0,1.667/1.603/2.233
