source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,favoured_model,dyad_id,i,j,zi_true,zj_true,block_pair,block_distance,Aij,Aji,Nij,total_edges,net_edges,observed_share_ij,pointwise_delta
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,396,18,29,4,1,1-4,3,2,5,7,7,-3,0.2857142857142857,0.251511565288909
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,902,41,43,4,3,3-4,1,6,9,15,15,-3,0.4,-0.242958497645774
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,848,28,42,3,4,3-4,1,16,0,16,16,16,1,0.199584436114817
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,192,2,21,3,2,2-3,1,6,7,13,13,-1,0.46153846153846156,0.180061213133047
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,242,11,23,3,2,2-3,1,0,15,15,15,-15,0,-0.179438480220739
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,954,8,45,3,4,3-4,1,7,7,14,14,0,0.5,-0.16659235740932
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,105,14,15,4,3,3-4,1,6,3,9,9,3,0.6666666666666666,-0.157317063061981
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,512,16,33,2,3,2-3,1,5,6,11,11,-1,0.45454545454545453,0.15566687707001
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,682,16,38,2,3,2-3,1,5,6,11,11,-1,0.45454545454545453,0.154740166819971
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,713,10,39,3,2,2-3,1,6,6,12,12,0,0.5,0.151221302390327
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,502,6,33,2,3,2-3,1,4,0,4,4,4,1,-0.15043120448369
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,944,41,44,4,3,3-4,1,5,5,10,10,0,0.5,-0.14669812456124
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,6,3,4,3,4,3-4,1,10,0,10,10,10,1,0.142024174204062
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,815,35,41,1,4,1-4,3,1,1,2,2,0,0.5,0.135987701029816
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,1108,27,48,3,4,3-4,1,4,0,4,4,4,1,0.133071748284841
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,956,10,45,3,4,3-4,1,6,6,12,12,0,0.5,-0.133024193788228
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,1078,43,47,3,1,1-3,2,0,9,9,9,-9,0,-0.132154430978553
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,779,38,40,3,4,3-4,1,11,0,11,11,11,1,0.131266708876383
