gen_model,K_true,hierch,psi_mean,kappa_mean,n_reps,looic_WST,looic_SST,looic_DC,elpd_WST,elpd_SST,elpd_DC,pk_bad_WST,pk_bad_SST,pk_bad_DC,win_rate_WST,win_rate_SST,win_rate_DC,best_mean_looic,best_mean_model,ordered_best_model,ordered_best_looic,dloo_WST_minus_SST,dloo_WST_minus_DC,dloo_SST_minus_DC,dloo_ordered_best_minus_DC,correct_model,correct_looic,dloo_correct_minus_best,correct_is_best,ordered_beats_DC,WST_beats_SST,SST_beats_WST
WST,5,weak,0.2,0.75,3,5119.195183088754,5130.40140477791,5114.408534457623,-2559.597591544377,-2565.200702388957,-2557.20426722881,0.0071563088512240965,0.009039548022598863,0.01732580037664784,0.3333333333333333,0,0.6666666666666666,5114.408534457623,DC-SBM,WST,5119.195183088754,-11.206221689156337,4.786648631130447,15.992870320286784,4.786648631130447,WST,5119.195183088754,4.786648631130447,FALSE,FALSE,TRUE,FALSE
WST,5,weak,0.2,1.5,3,7863.2851128715265,7887.7782344602765,7859.835093237673,-3931.64255643576,-3943.8891172301364,-3929.91754661884,0.0071563088512241035,0.010734463276836147,0.01374764595103579,0.3333333333333333,0.3333333333333333,0.3333333333333333,7859.835093237673,DC-SBM,WST,7863.2851128715265,-24.49312158875,3.450019633853117,27.943141222603117,3.450019633853117,WST,7863.2851128715265,3.450019633853117,FALSE,FALSE,TRUE,FALSE
WST,5,weak,0.2,3,3,9784.662120035016,9817.73111376594,9780.722215635737,-4892.33106001751,-4908.865556882974,-4890.36110781788,0.00433145009416196,0.00564971751412429,0.0013182674199623367,0,0,1,9780.722215635737,DC-SBM,WST,9784.662120035016,-33.06899373092347,3.9399043992798397,37.008898130203306,3.9399043992798397,WST,9784.662120035016,3.9399043992798397,FALSE,FALSE,TRUE,FALSE
WST,5,weak,0.2,6,3,12006.352793324,12079.9865305709,11996.855099893999,-6003.176396662,-6039.993265285453,-5998.427549946997,7.532956685499068e-4,1.8832391713747334e-4,0,0,0,1,11996.855099893999,DC-SBM,WST,12006.352793324,-73.63373724690064,9.497693430001164,83.1314306769018,9.497693430001164,WST,12006.352793324,9.497693430001164,FALSE,FALSE,TRUE,FALSE
WST,8,medium,0.7,0.75,3,5144.165420202216,5157.709432940017,5232.667142964883,-2572.082710101107,-2578.85471647001,-2616.3335714824434,0.014312617702448212,0.01186440677966103,0.0265536723163842,1,0,0,5144.165420202216,WST,WST,5144.165420202216,-13.544012737800585,-88.50172276266676,-74.95771002486617,-88.50172276266676,WST,5144.165420202216,0,TRUE,TRUE,TRUE,FALSE
WST,8,medium,0.7,1.5,3,7458.2042504881765,7518.938004490523,7549.280514066253,-3729.1021252440864,-3759.46900224526,-3774.6402570331265,0.004896421845574403,0.0062146892655367235,0.0062146892655367235,0.6666666666666666,0,0.3333333333333333,7458.2042504881765,WST,WST,7458.2042504881765,-60.73375400234636,-91.07626357807658,-30.34250957573022,-91.07626357807658,WST,7458.2042504881765,0,TRUE,TRUE,TRUE,FALSE
WST,8,medium,0.7,3,3,9943.08090453117,9976.474675243797,9941.077950770527,-4971.540452265587,-4988.2373376219,-4970.53897538526,0.003766478342749527,0.005461393596986817,0.003389830508474577,0,0,1,9941.077950770527,DC-SBM,WST,9943.08090453117,-33.393770712626065,2.002953760644232,35.3967244732703,2.002953760644232,WST,9943.08090453117,2.002953760644232,FALSE,FALSE,TRUE,FALSE
WST,8,medium,0.7,6,3,12736.951167308232,13007.7166069062,12709.339807795233,-6368.4755836541235,-6503.858303453107,-6354.669903897607,5.649717514124299e-4,0.0022598870056497163,0,0,0,1,12709.339807795233,DC-SBM,WST,12736.951167308232,-270.765439597968,27.611359512999115,298.3767991109671,27.611359512999115,WST,12736.951167308232,27.611359512999115,FALSE,FALSE,TRUE,FALSE
WST,8,strong,1.3,0.75,3,5070.061628266127,5035.501147682733,5058.11950652358,-2535.0308141330634,-2517.75057384137,-2529.05975326179,0.009604519774011314,0.0167608286252354,0.028813559322033867,0.3333333333333333,0.3333333333333333,0.3333333333333333,5035.501147682733,SST,SST,5035.501147682733,34.560480583393655,11.942121742546988,-22.618358840846668,-22.618358840846668,WST,5070.061628266127,34.560480583393655,FALSE,TRUE,FALSE,TRUE
WST,8,strong,1.3,1.5,3,6956.529682329753,6946.0557121122065,6966.2971214156205,-3478.2648411648765,-3473.0278560561032,-3483.1485607078134,0.005084745762711867,0.00941619585687382,0.01016949152542372,0,0.3333333333333333,0.6666666666666666,6946.0557121122065,SST,SST,6946.0557121122065,10.473970217546594,-9.767439085867409,-20.241409303414002,-20.241409303414002,WST,6956.529682329753,10.473970217546594,FALSE,TRUE,FALSE,TRUE
