gen_model,K_true,hierch,kappa_mean,psi_mean,fit_model,n_reps,ari,vi,nvi,exact_K,K_abs_err,looic,pk_bad
SST,8,strong,3,1.3,SST,3,0.9875967437813923,0.047167916642628,0.015722638880876,1,0,10204.52065291138,5.649717514124299e-4
SST,8,strong,3,1.3,DC-SBM,3,1,0,0,1,0,10226.030148452333,0.0011299435028248599
SST,8,strong,6,1.3,WST,3,1,0,0,1,0,12961.0014262552,3.766478342749534e-4
SST,8,strong,6,1.3,SST,3,1,0,0,1,0,12947.781215879368,1.8832391713747334e-4
SST,8,strong,6,1.3,DC-SBM,3,0.9079050061322333,0.15555555555555534,0.05185185185185178,0.3333333333333333,0.6666666666666666,13177.241721636934,0
SST,8,weak,0.75,0.2,WST,3,0.6528006886613733,1.8027534695358283,0.6009178231786094,0,3,5518.197331020643,0.0047080979284369094
SST,8,weak,0.75,0.2,SST,3,0.7492335798188213,1.864072312746938,0.6213574375823127,0.3333333333333333,3.3333333333333335,5515.814025730827,0.004143126177024483
SST,8,weak,0.75,0.2,DC-SBM,3,0.6586575085643274,2.5604532988719,0.8534844329572999,0,5.666666666666667,5598.2528062280735,0.0135593220338983
SST,8,weak,1.5,0.2,WST,3,0.9124528053022933,0.29363163201039166,0.09787721067013055,0.6666666666666666,0.33333333333333337,7677.213502263507,0.01016949152542373
SST,8,weak,1.5,0.2,SST,3,0.8317107692648873,0.456193437170614,0.15206447905687134,0.3333333333333333,0.6666666666666666,7663.776995044233,0.00903954802259888
SST,8,weak,1.5,0.2,DC-SBM,3,0.6817940338515296,0.9328427089955154,0.3109475696651718,0,2.3333333333333335,7785.373168937307,0.0129943502824859
SST,8,weak,3,0.2,WST,3,1,0,0,1,0,10587.349698530134,5.649717514124299e-4
SST,8,weak,3,0.2,SST,3,1,0,0,1,0,10578.8021298919,0.0016949152542372866
SST,8,weak,3,0.2,DC-SBM,3,0.832529255274947,0.338086796884298,0.11269559896143268,0,1.3333333333333333,10786.4819217858,0.006403013182674213
SST,8,weak,6,0.2,WST,3,0.9481944901767093,0.08306596933180299,0.027688656443934333,0.6666666666666666,0.33333333333333337,13080.290210444,0
SST,8,weak,6,0.2,SST,3,0.9481944901767093,0.08306596933180299,0.027688656443934333,0.6666666666666666,0.33333333333333337,13065.692357495333,0
SST,8,weak,6,0.2,DC-SBM,3,0.9481944901767093,0.08306596933180299,0.027688656443934333,0.6666666666666666,0.33333333333333337,13163.699963286066,0
