gen_model,n,mean_d_vi_WST_minus_SST,mean_d_ari_WST_minus_SST,mean_d_looic_WST_minus_SST,WST_better_vi_rate,SST_better_vi_rate,WST_better_ari_rate,SST_better_ari_rate,WST_better_looic_rate,SST_better_looic_rate
WST,108,-0.025286377593584666,0.010789692306814735,-48.168579320565726,0.18518518518518517,0.09259259259259259,0.1388888888888889,0.1111111111111111,0.7685185185185185,0.23148148148148148
SST,116,-0.01029895210556256,-0.0012488972593637483,6.001806935048345,0.11206896551724138,0.08620689655172414,0.08620689655172414,0.09482758620689655,0.22413793103448276,0.7758620689655172
