"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","rep_id"
"SST","WST",3,1,2.71266666666667,"weak",0.75,0.2025,0.2,0.09,0.75,1,1.58496250072116,-2765.4397785535,5530.87955710699,0.00395480225988701,457.593,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44896394386918,0.372382298785045,0.520983600979858,243.10268082954,537.741780475468,546,NA,NA,1
"SST","SST",3,1,1.562,"weak",0.75,0.2025,0.2,0.09,0.75,1,1.58496250072116,-2763.74185243935,5527.4837048787,0,950.327,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475163826640021,0.323933823529412,0.579484375,38.7117863720074,84.7325046040516,2328,NA,NA,1
"SST","DC-SBM",3,1,1.096,"weak",0.75,0.2025,0.2,0.09,0.75,1,1.58496250072116,-2771.13462355524,5542.26924711048,0.0395480225988701,64.51,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470133746306887,0.333333333333333,0.562051971326165,29.4247572815534,66.3300970873786,4088,NA,NA,1
"SST","WST",3,2,3.67088888888889,"medium",0.75,0.2025,0.7,0.09,0.75,0.515201314708299,0.666666666666667,-2943.41336681948,5886.82673363895,0.00225988700564972,547.944,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414648440345196,0.40502988527909,0.428049997437179,512.822888888889,1236.454,628,0.411974977658624,461,1
"SST","SST",3,2,2.25844444444444,"medium",0.75,0.2025,0.7,0.09,0.75,0.515201314708299,0.666666666666667,-2940.64450899862,5881.28901799723,0.00112994350282486,1985.513,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412698791439772,0.408456481549053,0.418576629916973,472.477333333333,1144.77666666667,3480,0.411974977658624,461,1
"SST","DC-SBM",3,2,2.00422222222222,"medium",0.75,0.2025,0.7,0.09,0.75,0.515201314708299,0.666666666666667,-2938.85061947781,5877.70123895562,0.0220338983050847,95.7849999999999,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587595641785083,0.583185840707965,0.588025022341376,658.067111111111,1119.93866666667,4481,0.411974977658624,461,1
"SST","WST",3,3,3.47444444444444,"strong",0.75,0.2025,1.3,0.09,0.75,0.538795917986605,0.762132319038652,-3007.0269088755,6014.053817751,0.0096045197740113,520.778,1004,1,1,1,0,NA,0.76693372177713,0,1,1159.53256716652,0.012420394063517,1,1,1,0,NA,0.759299781181619,0,1,806.443738461118,0.0150596988248672,0.792801556420233,0,1,1028,0.0126470801136877,0.53988326848249,0,1,1027.99999999999,0.0155524468372118,0.654352271561075,0.602942327414427,0.699116527258282,868.356339556764,0.000854973443953187,0.964862965565706,0,1,1295.7045261865,0.00511699549498572,0.739985945186226,0,1,978.593367255671,0.0140268988570356,0.963457484188335,0,1,1111.78642947563,0.00562933982778229,0.731553056921996,0,1,824.126276308972,0.0154421553538145,0.572733661278988,0,1,1296.76966616259,0.0137419044429461,0.390021082220661,0,1,1423.00000000001,0.0129345598847488,0.964862965565706,0.963457484188335,0.722417427969079,0.964862965565706,0.963457484188335,0.722417427969079,1,1,1,0,0,0,0.973113333847841,0.856551770653489,0.999986621558,0.170480217057438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318517454358985,0.304591265397536,0.348249174291787,341.854888888889,1069.60711111111,1423,0.314594594594595,291,1
"SST","SST",3,2,2.08377777777778,"strong",0.75,0.2025,1.3,0.09,0.75,1,0.666666666666667,-3005.71833604716,6011.43667209432,0.0231638418079096,1904.856,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306039352898666,0.300904977375566,0.312715051079831,279.974888888889,914.636666666667,4144,0.305921052631579,279,1
"SST","DC-SBM",3,3,3,"strong",0.75,0.2025,1.3,0.09,0.75,0.897926110855616,0.385413533281858,-2986.3172049527,5972.63440990539,0.0146892655367232,127.382,1006,1,1,1,0,NA,0.896222222222222,0,1,3999.36956447236,0.00482294744148654,1,1,1,0,NA,0.999555555555556,1,1,4500.00000000021,0.000314234751971471,0.810671256454389,0,1,2900.97233838798,0.00727480187521138,0.733218588640275,0,1,3221.21240678432,0.00779376191635977,0.680191606431677,0.64451397474081,0.713951162770919,2296.19374510276,0.000375102456135523,1,1,1,0,NA,0.896222222222222,0,1,3999.36956447236,0.00482294744148654,1,1,1,0,NA,0.999555555555556,1,1,4500.00000000021,0.000314234751971471,0.628,0,1,3280.31422908597,0.00843998798188211,0.568,0,1,2732.80606978872,0.00947676027391479,1,1,0.774666666666667,1,1,0.774666666666667,1,1,1,0,0,0,0.970508167151743,0.887642008388933,0.999951773682652,0.187406913706732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313145021838188,0.305656934306569,0.321892393320965,340.029111111111,1085.90933333333,4500,0.306985294117647,334,1
"SST","WST",3,3,3.82222222222222,"weak",1.5,0.81,0.2,0.09,1.5,1,4.44089209850063e-16,-4231.35671818864,8462.71343637728,0.00282485875706215,782.386,1005,1,1,1,0,NA,0.956937799043062,0,1,1044.99999999998,0.00628260444304897,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5853404639069,0.562897631494325,0.608265324100858,1769,0.000269663424564816,0.590729225551159,0,1,1769.00000000001,0.0116938754813417,0.565291124929339,0,1,1550.26782312231,0.0125937409747088,1,1,1,0,NA,1,1,1,0,NA,0.980214810627473,1,1,1638.22138194484,0.00344165415620661,0.980214810627473,1,1,1638.22138194484,0.00344165415620661,0.590729225551159,1,0.980214810627473,0.590729225551159,1,0.980214810627473,1,1,1,0,0,0,0.972972654962927,0.893458550405768,0.998349296216432,0.230201833221258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391992017024699,0.380917698470503,0.397849776939225,1057.06711111111,2696.94555555556,1769,0.394110985277463,1044,1
