"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","rep_id","density"
"WST","DC-SBM",4,1,1,"weak",0.75,0.2025,0.2,0.09,1,6,"1;7;5;47",0.75,NA,1.0347772463137,-3717.38144812083,7434.76289624165,0,26.1680000000001,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,1,"sparse"
"WST","WST",4,4,4.15733333333333,"strong",0.75,0.2025,1.3,0.09,1,5,"1;7;5;47",0.75,0.75371343096671,0.397294281435569,-3639.28855587966,7278.57711175932,0.00677966101694915,183.961,1011,1,1,1,0,NA,0.605221518987342,0,1,349.708291497002,0.0156380127347416,1,1,1,0,NA,0.711180124223602,0.5,1,160.1746342677,0.0140431414476734,0.725409836065574,0.25,1,305,0.017915539253759,0.341530054644809,0,1,165.135830036612,0.0233726295927269,0.669847271306703,0.609624363936092,0.736729414592545,322,0.00184135415771835,0.827639751552795,0.25,1,322,0.0145672820480384,0.503105590062112,0,1,322,0.0155511523411474,0.956521739130435,0.5,1,205.173115373014,0.00985103828068748,0.674689440993789,0.5,1,322,0.00989056964057439,0.385869565217391,0,0.75,176.485568359209,0.0151443645604536,0.18944099378882,0,0.5,322,0.00897134801596742,3.31055900621118,3.82608695652174,2.2639751552795,0.827639751552795,0.956521739130435,0.565993788819876,1,1,1,0,0,0,0.941326754386562,0.786732206212032,0.998508453005259,0.561000163426105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256432282957817,0.204651162790698,0.356792374602315,247.668,914.896,322,0.777777777777778,560,1,"sparse"
"WST","SST",4,4,3.52933333333333,"strong",0.75,0.2025,1.3,0.09,1,5,"1;7;5;47",0.75,0.75371343096671,0.397294281435569,-3638.62328765368,7277.24657530736,0.0338983050847458,655.675,1012,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.769607843137255,0.5,1,255,0.0119678437874456,0.72953869047619,0,1,224,0.0221010046672643,0.486607142857143,0,1,224,0.0255569323751011,0.792065053325783,0.739421479838455,0.837369352220606,154.69811913824,0.00205750971877771,1,1,1,0,NA,1,1,1,0,NA,0.964705882352941,0.5,1,255,0.00803569401356876,0.734313725490196,0.5,1,255,0.0119905879549478,0.314705882352941,0,0.75,255,0.0132855905353985,0.22156862745098,0,0.5,255,0.0125684001957413,4,3.85882352941176,1.8078431372549,1,0.964705882352941,0.451960784313725,1,1,1,0,0,0,0.941233094356368,0.862525639591563,0.995558123350401,0.746615332621916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214709699941215,0.204651162790698,0.242211776341167,151.306666666667,701.681333333333,255,0.777777777777778,560,1,"sparse"
"WST","DC-SBM",4,2,2.00266666666667,"strong",0.75,0.2025,1.3,0.09,1,5,"1;7;5;47",0.75,0.855179185076092,0.468267739760796,-3637.23065894967,7274.46131789934,0,44.431,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207876965765767,0.205287713841369,0.216901408450704,136.794666666667,657.397333333333,748,0.794712286158631,511,1,"sparse"
"SST","WST",8,6,5.98666666666667,"weak",3,3.24,0.2,0.09,1,74,"2;1;1;1;7;3;20;25",3,0.678968535604448,0.521520166030008,-4824.48801366699,9648.97602733399,0.0163841807909605,320.066,1008,1,1,1,0,NA,0.470811707957726,0.222222222222222,0.7,372.498686481204,0.00682770093292485,0.974776398032926,0.8125,1,394.562266527807,0.0024929002230391,0.443504271063725,0.307692307692308,0.55,139.989511749842,0.0056395805507084,0.804252797639055,0.571428571428571,1,437.22267612855,0.00516045190837738,0.434787041577776,0.142857142857143,0.75,321.713401723836,0.00760318150112332,0.579659675629754,0.552919414576664,0.610029931774866,310.004430584772,0.000835868118935711,0.759823008849558,0.405,1,249.911707555482,0.0116310659199212,0.361327433628319,0.1,0.6,229.972728115348,0.00904547174915769,0.860442477876106,0.6,1,175.029851745855,0.0102583732160897,0.395663716814159,0.2,0.55,138.174392908131,0.00827154601622158,0.389734513274336,0.2,0.55,223.950057672137,0.00626680011051067,0.210265486725664,0.05,0.35,282.969894053568,0.0042887272610256,15.1964601769912,17.6176991150442,9.72566371681416,0.759823008849558,0.880884955752212,0.486283185840708,1,1,1,0,0,0,0.835759644759265,0.661858501753251,0.950476123873951,0.294546412704174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469266263909807,0.46133423971681,0.480743903942107,1249.75866666667,2663.22666666667,565,0.533162330524001,1455,1,"dense"
"SST","SST",8,6,5.396,"weak",3,3.24,0.2,0.09,1,74,"2;1;1;1;7;3;20;25",3,0.69871119396936,0.439730253404091,-4850.83690654142,9701.67381308283,0.00734463276836158,1216.169,1009,1,1,1,0,NA,1,1,1,0,NA,0.970876971920673,0.842105263157895,1,325,0.00282855956461878,0.446361031099302,0.3125,0.55,325,0.00357622151049805,0.785346721654414,0.555555555555556,1,325,0.00630519703184589,0.421322600476447,0.142857142857143,0.696666666666666,252.12936882982,0.00786110446422824,0.579548706768328,0.546654606436955,0.623113670389795,174.177003488269,0.00149809959576072,1,1,1,0,NA,1,1,1,0,NA,0.855384615384615,0.55,1,245.501503813354,0.00927187157384063,0.396,0.2,0.55,268.174695350504,0.0057720206865553,0.376615384615385,0.2,0.55,215.32667187098,0.00601873187786653,0.202307692307692,0.05,0.35,227.522529043831,0.00447429399624696,20,17.5723076923077,9.63692307692308,1,0.878615384615385,0.481846153846154,1,1,1,0,0,0,0.985559979675522,0.959121280030302,0.997812088461801,0.0292992200406508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470300028781902,0.454079005330284,0.481359431689018,1193.928,2537.35066666667,325,0.522683210546724,1348,1,"dense"
"SST","DC-SBM",8,5,5,"weak",3,3.24,0.2,0.09,1,74,"2;1;1;1;7;3;20;25",3,0.977491797858542,0.60784586398213,-4831.20870930869,9662.41741861738,0.019774011299435,67.634,1010,0.944634899414311,0.714285714285714,1,748,0.00335682517573799,0.500176131058484,0,1,748,0.00685265678832603,0.971333333333333,0.875,1,423.568630570084,0.002555081283653,0.55607619047619,0.375,0.625,254.454589600772,0.00451650769689553,0.830258201058201,0.555555555555556,1,345.942705047728,0.00816316039542907,0.503378835978836,0.125,0.833333333333333,460.273639961046,0.0095008252551153,0.594274918379318,0.55694747580583,0.629084090152636,471.88882114119,0.000871156712639409,0.6448,0.2,1,723.560669032313,0.00841700078553816,0.346666666666667,0,0.7,675.420947359036,0.0064500560671187,0.887333333333333,0.5,1,123.902169991091,0.0139384179735677,0.5116,0.2,0.6,128.043360884105,0.0101544990609898,0.519733333333333,0.3,0.8,651.540848250566,0.00582318145045152,0.308533333333333,0.1,0.6,484.579490658794,0.00605921672524205,6.80533333333333,9.10266666666667,6.32133333333333,0.680533333333333,0.910266666666667,0.632133333333333,0.931333333333333,0.7,1,0.0468632095436089,0.0616307167715344,0.0147914699104622,0.834047267257768,0.67103577652631,0.976575719833819,0.587607955100448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479419313945132,0.473543893305829,0.484198758268068,1273.36533333333,2656.144,750,0.525959367945824,1398,1,"dense"
"SST","WST",8,6,5.72533333333333,"strong",3,3.24,1.3,0.09,1,73,"2;1;1;1;7;3;20;25",3,0.803907744989425,0.520488345707816,-4755.19461135857,9510.38922271715,0.0214689265536723,316.69,1009,1,1,1,0,NA,0.602213954137031,0.375,0.916666666666667,429,0.00676361896119939,0.998940453485908,1,1,429,0.000558972554843615,0.624573687772988,0.5,0.75,228.84984739118,0.00419924684847237,0.851826706792445,0.571428571428571,1,248.43264444117,0.00621824143145043,0.52753839547286,0.2,0.704285714285714,280.211405723423,0.00874424435674672,0.643139052496893,0.612961491786893,0.675355735882375,429,0.000822683957796608,0.810955710955711,0.5,1,429,0.00727340086797076,0.486480186480186,0.25,0.8,429,0.00676239937607765,0.827156177156177,0.6,1,235.55754414793,0.00686480314498162,0.514102564102564,0.4,0.65,171.891388161474,0.00485929653434952,0.397785547785548,0.2,0.7,161.473238611188,0.00937208802092425,0.244638694638695,0.05,0.45,187.504126146102,0.00634186797052524,16.2191142191142,16.5547785547786,9.25641025641026,0.810955710955711,0.827738927738928,0.462820512820513,1,1,1,0,0,0,0.907458274593643,0.78042473768516,0.981753050345583,0.442724565951843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378750458953562,0.373073625256081,0.389383203360975,1000.508,2641.04,429,0.589606419564387,1543,1,"dense"
"SST","SST",8,5,5.50133333333333,"strong",3,3.24,1.3,0.09,1,73,"2;1;1;1;7;3;20;25",3,0.935314898282373,0.553821679041149,-4764.41499248522,9528.82998497043,0.0265536723163842,1245.007,1010,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.732255639097744,0.714285714285714,0.857142857142857,380,0.00249719661093435,0.91515455304929,0.8,1,380,0.0035908685894492,0.554595864661654,0.252380952380952,0.833333333333333,405.940825368739,0.00581762845948558,0.681620994457506,0.649753050954825,0.713200355977861,380,0.000877942214636896,1,1,1,0,NA,1,1,1,0,NA,0.701578947368421,0.7,0.7,380,0.00111501048391734,0.513684210526316,0.5,0.6,380,0.00187966353845502,0.625263157894737,0.4,0.8,380,0.00646391588832785,0.37578947368421,0.2,0.6,380.000000000001,0.00503925925664457,10,7.01578947368421,6.8921052631579,1,0.701578947368421,0.68921052631579,1,1,1,0,0,0,0.992964731603247,0.979497152398391,0.999448732271699,0.0471413866197769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377316526697658,0.373313632511063,0.382859281437126,990.462666666667,2624.88666666667,380,0.589606419564387,1543,1,"dense"
"SST","DC-SBM",8,5,5,"strong",3,3.24,1.3,0.09,1,73,"2;1;1;1;7;3;20;25",3,0.935314898282373,0.558649306142469,-4753.59573851197,9507.19147702393,0.0186440677966102,71.299,1011,1,1,1,0,NA,0.659666666666667,0.4,1,750,0.00581105179761197,1,1,1,0,NA,0.812152380952381,0.714285714285714,0.857142857142857,123.887753583994,0.0061510948477762,0.893886243386243,0.75,1,597.813066642402,0.00296610931135532,0.540830158730159,0.333333333333333,0.75,599.869668449504,0.00463986442963432,0.68659723125204,0.652955523815232,0.72003099957589,584.140931814208,0.000720049777411076,0.8648,0.7,1,622.959379338831,0.00650939265309097,0.565466666666667,0.3,0.9,750,0.00586384404323296,0.7008,0.7,0.7,750,0.0005653076717018,0.569066666666667,0.5,0.6,115.365935310466,0.00449042637268018,0.623466666666667,0.4,0.8,750,0.00495408138962938,0.375333333333333,0.2,0.6,643.881323431266,0.00421145668301949,8.648,7.008,6.988,0.8648,0.7008,0.6988,1,1,1,0,0,0,0.931838515118527,0.802292942165098,0.990254467247664,0.703206197995832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382055286516677,0.375583203732504,0.387261449670068,1017.344,2662.45333333333,750,0.590943113772455,1579,1,"dense"
"WST","WST",8,1,3.8,"weak",0.75,0.2025,0.2,0.09,1,68,"2;1;1;1;7;3;20;25",0.75,1,2.09120161896382,-2378.00606672248,4756.01213344497,0.00338983050847458,152.243,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41977766229317,0.362602996254682,0.498346303501945,218.795804195804,519.314685314685,35,NA,NA,1,"sparse"
"WST","SST",8,1,3.644,"weak",0.75,0.2025,0.2,0.09,1,68,"2;1;1;1;7;3;20;25",0.75,1,2.09120161896382,-2379.45187687566,4758.90375375131,0.00338983050847458,504.005,1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416573629225069,0.345365446450655,0.507075060954371,206.533994334278,490.07223796034,44,NA,NA,1,"sparse"
"WST","DC-SBM",8,1,1,"weak",0.75,0.2025,0.2,0.09,1,68,"2;1;1;1;7;3;20;25",0.75,1,2.09120161896382,-2375.779558874,4751.55911774801,0,23.281,1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,1,"sparse"
"WST","WST",8,3,4.19866666666667,"strong",0.75,0.2025,1.3,0.09,1,67,"2;1;1;1;7;3;20;25",0.75,0.285021812893844,1.41056914023454,-2319.12395573772,4638.24791147545,0.00508474576271186,164.847,1015,1,1,1,0,NA,0.518867924528302,0,1,140.065771772272,0.0423176225954282,1,1,1,0,NA,0.89622641509434,0,1,129.680057353054,0.026843700570939,0.973856209150327,0.800000000000001,1,110.920442041572,0.0152002182820647,0.588235294117647,0,1,153,0.0399188760316645,0.779958750525945,0.699587017759894,0.820964755732297,213,0.0019932232288942,0.995305164319249,1,1,213,0.00469483568075119,0.516431924882629,0,1,114.295174971695,0.0468536333126348,0.995305164319249,1,1,213,0.00469483568075119,0.892018779342723,0,1,122.300302089831,0.0281299669178265,0.699530516431925,0,1,213,0.0314873119858821,0.422535211267606,0,1,213,0.0339255015192588,0.995305164319249,0.995305164319249,0.71830985915493,0.995305164319249,0.995305164319249,0.71830985915493,1,1,1,0,0,0,0.922408312572324,0.776240260438945,0.999423037628535,1.32934904151313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225881532616616,0.201910079886173,0.266213799909452,152.064,669.521333333333,213,0.441033925686591,273,1,"sparse"
"WST","SST",8,4,5.36266666666667,"strong",0.75,0.2025,1.3,0.09,1,67,"2;1;1;1;7;3;20;25",0.75,0.285021812893844,1.3504084656606,-2310.13181595889,4620.26363191777,0.0135593220338983,638.569,1016,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.710884353741497,0.25,1,147,0.0186470249169751,0.930272108843537,0.5,1,147,0.0127712702587923,0.530612244897959,0,1,147,0.0225831364922961,0.803161737067653,0.762990392601623,0.838367032625627,147,0.00161019035167051,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.710884353741497,0.25,1,147,0.0186470249169751,0.784013605442177,0.25,1,147,0.0175095750697058,0.448979591836735,0,0.837499999999999,147,0.0198920145764331,4,4,3.36734693877551,1,1,0.841836734693878,1,1,1,0,0,0,0.920113579718646,0.858990618162972,0.97191888713438,1.05445955693307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213127434378446,0.199049851829499,0.233757295346337,145.749333333333,681.992,147,0.441033925686591,273,1,"sparse"
"WST","DC-SBM",8,3,3.01466666666667,"strong",0.75,0.2025,1.3,0.09,1,67,"2;1;1;1;7;3;20;25",0.75,0.285021812893844,1.41056914023454,-2305.88493785127,4611.76987570255,0.0107344632768362,45.4469999999997,1017,1,1,1,0,NA,0.815967523680649,0,1,558.981849834073,0.016401322070254,1,1,1,0,NA,0.970230040595399,0,1,739,0.00625602245576249,0.956442831215971,0,1,311.558895722469,0.0115740060848868,0.602540834845735,0,1,419.185503540401,0.0239238365971662,0.825413501359049,0.782774877621461,0.861329040235043,739,0.000711471583347981,1,1,1,0,NA,0.815967523680649,0,1,558.981849834073,0.016401322070254,1,1,1,0,NA,0.970230040595399,0,1,739,0.00625602245576249,0.713125845737483,0,1,514.066687710895,0.0199624162463012,0.449255751014885,0,1,472.582694822175,0.022896913271303,1,1,0.745602165087957,1,1,0.745602165087957,1,1,1,0,0,0,0.973323890964826,0.871206755534971,0.999960700820232,0.695737861547408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210735164114405,0.2,0.225,131.856,625.452,739,0.441033925686591,273,1,"sparse"
"WST","WST",4,3,2.84933333333333,"weak",3,3.24,0.2,0.09,1,4,"1;7;5;47",3,1,0.116875400096109,-6493.10873862313,12986.2174772463,0.00112994350282486,466.871,1012,1,1,1,0,NA,0.145652173913044,0,1,318.247611469315,0.0197954710905563,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0.333333333333333,0,1,8.45338983050847,0.166139517217568,0.556568405052983,0.527350955112934,0.587625435798082,612,0.000679953333242058,0.751633986928105,0,1,713.145117693028,0.0161925570918519,0.109477124183007,0,1,395.669228489425,0.015709891956256,0.973856209150327,0.274999999999999,1,612,0.00645522068239339,0,0,0,0,NA,0.034313725490196,0,1,105.54086215418,0.0177335936528318,0.0114379084967321,0,0,612,0.00430184422560019,0.751633986928105,0.973856209150327,0.034313725490196,0.751633986928105,0.973856209150327,0.034313725490196,1,1,1,0,0,0,0.84300034244317,0.730243430345428,0.993962384531245,0.289454873226301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446516386796054,0.44553706505295,0.449534356909137,1764.86,3952.5,612,0.550465643090863,2187,1,"dense"
"WST","SST",4,4,3.86533333333333,"weak",3,3.24,0.2,0.09,1,4,"1;7;5;47",3,1,0,-6493.1295994489,12986.2591988978,0.00169491525423729,1175.51,1013,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.526579352850539,0.5,1,560.793677859736,0.00503951115208812,0.0155979202772964,0,0,474.136127910811,0.00569566909607501,0.00346620450606587,0,0,315.014830583286,0.0033142424199706,0.57590867336694,0.550632221913999,0.603866843160954,736.83795866115,0.000483075560731395,1,1,1,0,NA,1,1,1,0,NA,0.924499229583975,0.5,1,519.227057949348,0.00786267513454631,0.476117103235747,0.25,0.5,383.024228924655,0.0042007541186297,0.00346687211093991,0,0,531.693303083272,0.00126885151903454,0.000770416024653307,0,0,353.066247853401,0.00073802180681783,4,3.6979969183359,0.924499229583975,1,0.924499229583975,0.231124807395994,1,1,1,0,0,0,0.981900908004629,0.955108727981376,0.997957268379479,0.106211564417387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4454200214273,0.442643707267663,0.446055541902187,1804.44933333333,4051.02,649,0.554080629301868,2254,1,"dense"
"WST","DC-SBM",4,2,2,"weak",3,3.24,0.2,0.09,1,4,"1;7;5;47",3,1,0.31284915142634,-6503.52475473351,13007.049509467,0,33.7739999999994,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446289569278672,0.446289569278672,0.446289569278672,1720,3854,750,0.553710430721329,2134,1,"dense"
"WST","WST",4,4,4.04,"strong",3,3.24,1.3,0.09,1,3,"1;7;5;47",3,1,0,-6400.52984211685,12801.0596842337,0,480.728,1013,1,1,1,0,NA,0.622916666666667,0.25,1,923.683225770129,0.007008555002947,1,1,1,0,NA,0.25,0.25,0.25,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.716485397218512,0.673849962768907,0.752920324403057,720,0.000762437212183219,0.992361111111111,1,1,720,0.00228713880721911,0.617361111111111,0.25,1,880.594351389577,0.00718744458769371,1,1,1,0,NA,0.25,0.25,0.25,0,NA,0.25,0.25,0.25,0,NA,0,0,0,0,NA,3.96944444444444,4,1,0.992361111111111,1,0.25,1,1,1,0,0,0,0.916114555837362,0.770284941828241,0.99312941484113,0.703706637472751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286285296903795,0.286239882266372,0.287164246846684,1167.39466666667,4077.72933333333,720,0.698307579102281,2847,1,"dense"
"WST","SST",4,4,4.03466666666667,"strong",3,3.24,1.3,0.09,1,3,"1;7;5;47",3,1,0,-6406.2010968199,12812.4021936398,0.00169491525423729,1172.798,1014,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.704753434819634,0.686660311707245,0.72593647117813,835.533099060294,0.000360301235913457,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,0.25,0.25,0.25,0,NA,0,0,0,0,NA,4,4,1,1,1,0.25,1,1,1,0,0,0,0.99077561558868,0.9752556272179,0.999457520352072,0.0793321936956099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286282873803802,0.286239882266372,0.28686327077748,1167.364,4077.65733333333,724,0.698307579102281,2847,1,"dense"
"WST","DC-SBM",4,3,3,"strong",3,3.24,1.3,0.09,1,3,"1;7;5;47",3,0.8965551789203,0.0724752590932796,-6413.55632285044,12827.1126457009,0,38.4070000000002,1015,1,1,1,0,NA,0.476,0,1,750,0.0182485436622868,1,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715725506489172,0.690906732842221,0.739234034505421,750,0.000449328073110693,1,1,1,0,NA,0.476,0,1,750,0.0182485436622868,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,0,1,1,0,1,1,1,0,0,0,0.98682081888449,0.966243592786402,0.999752766898124,0.226397863368659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287016506528702,0.287016506528702,0.287016506528702,1165,4059,750,0.694752402069475,2820,1,"dense"
"WST","WST",8,6,5.94933333333333,"weak",3,3.24,0.2,0.09,1,66,"2;1;1;1;7;3;20;25",3,0.589988921341525,0.971873690295039,-4827.06882721454,9654.13765442908,0.027683615819209,383.055,1016,1,1,1,0,NA,0.387062540290443,0.125,0.6875,104.595987325917,0.0141944860036401,0.851382203471517,0.692307692307692,1,74.1428135223961,0.00976290248695668,0.379198665923465,0.2,0.615384615384615,24.5466533688658,0.0204583433403416,0.699605838990588,0.448484848484848,0.969230769230771,699.402866981989,0.00511125267432075,0.329915176773929,0,0.615384615384615,477.031576124564,0.00666249843471938,0.575540417307879,0.546442736178646,0.606428148070003,138.699698622899,0.00132055044730849,0.772876949740035,0.4,1,577.000000000001,0.00730555936229508,0.300606585788562,0.05,0.55,196.669710153587,0.00926888489015571,0.662824956672444,0.35,1,215.894793779632,0.0102558846577225,0.292287694974003,0.12,0.45,318.909998257332,0.00478063108350013,0.35051993067591,0.17,0.55,577,0.00436240278117667,0.166897746967071,0,0.3,469.043042293405,0.00384671543846785,15.4575389948007,15.5355285961872,10.0103986135182,0.772876949740035,0.776776429809359,0.50051993067591,1,1,1,0,0,0,0.787643691937631,0.579460499484939,0.932539056979548,0.341813848809063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445653075486427,0.435643086618836,0.468604033678186,1100.65333333333,2468.96666666667,577,0.524022801302932,1287,1,"dense"
