,vpr,SF3B2,tat,CCNT1,SMARCA4,SMARCB1,WDR5,SUPT16H,ACTL6A,SMARCA5,HDAC1,RBBP7,RBBP4,SAP18,SIN3A,IKZF1,MTA1,CDK9,H2AFX,CREBBP,IRF1,env,CD4,gag-pol,SP1,FN1,TAR,gag,EED,CD59,THY1,CD63,nef,AP1M1,AP3M1,CD247,vpu,BST2,rev,EIF2C2,DDX6,APOBEC3G,Siglec1,HCK,vif,CUL5,TCEB2,TCEB1,UBB,CD81,PSIP1,RNF216,SAT1,PPIA,TSG101,MDM2,PAK2,TFRC,PSAP,ARF1,COPB1,ANXA2,ACTB,ACTG1,SIRT1,SIRT2,SIRT3,SIRT6,SATB1,H2AFY2,EP300,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H4G,HIST1H2AA,HIST1H2AH,HIST1H2BA,HIST1H2BH,HIST1H2AC,HIST2H2AB,HIST3H2A,H2AFV,HIST2H2BE,HIST2H2AC,HIST3H3,HIST1H2BD,HIST1H2BB,HIST1H2BO,HIST1H2AD,H2AFZ,HIST1H2BJ,H2AFY,HIST1H2BK,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,TBP,GTF2B,PBRM1,DMAP1,MEAF6,YEATS4,SMARCC2,RUVBL1,RUVBL2,EP400,ARID1A,TRRAP,CBX4,CXXC1,CHD4,MTA3,MBD3,SETD1A,GATAD2B,MLL,MBD2,MTA2,BCL11B,HDAC2,SUZ12,YY1,ILF2,ILF3,GTF3C5,ZNF638,ZNF512,ZNF384,ZAP70,YBX1,XPO1,WHSC1,UTP6,UBTF,TUFM,TOR1AIP1,TOP2A,TMPO,THOC1,TBL3,TAF15,STAU2,SSRP1,SPEN,SOX4,SNRNP200,SMC4,SMC3,SMC2,SF3B3,SF3B1,SENP3,RUNX1,RPP30,RNF213,RNF6,RFC2,RFC1,RBM39,RBM17,RBM14,RBBP6,RANGAP1,RANBP2,RAN,PRPF8,PPP1CC,PNN,PLK1,PHB2,PHB,PES1,PDS5B,PDS5A,PAF1,PABPC1,ORC5,ORC4,NUP205,NUP153,NUP98,NUP93,NUP88,NUP85,NUMA1,NPM1,NOP58,NOP56,NOP2,NEK7,NCL,NCAPH,NCAPG,NCAPD2,NAT10,KAT7,MYH9,MYEF2,MLH1,MCM7,MCM6,MCM3,MATR3,LUC7L3,LUC7L2,LMNB1,LBR,KPNB1,KPNA2,KIF22,KIAA0020,HP1BP3,HNRNPM,HNRNPH1,HNRNPF,HNRNPD,HLTF,GTPBP4,GTF3C4,GNL3,GNB2L1,GIMAP1,GCN1L1,GATAD2A,FBL,ERCC2,EMD,EIF3F,EIF3E,EIF3B,EIF3A,EEF1D,EEF1A1,EDC4,DYNC1LI1,DPF2,DNTTIP2,DIMT1,DHX30,DHX15,DDX24,DDX21,DDX19B,DDX18,DDX5,DDX3X,DAP3,CHD8,CDK1,CDCA7L,CDCA7,CDC5L,CCNB2,CAND1,C1QBP,BZW2,BTAF1,BRIX1,BRD3,BRD2,BAZ1B,ANAPC7,AHCTF1,ADAR,ACIN1,AATF,FYN,SRC,LCK,IL8,BTRC,UBC,AICDA,DDB1,CUL4A,UBASH3A,ABCE1,HSPA4,SOCS1,CUL2,RBX1,TP53,VprBP,TP53BP1,RPA2,NEDD4,VPS4A,XRCC6,SUMO1,SUMO2,SUMO3,SETDB2,SETDB1,SETMAR,EHMT2,SUV39H1,NFKB1,BCL2,NMT2,NMT1,PRKDC,APOBEC3F,APOBEC3C,POU2F1,ACTA1,MR1,AP2M1,PSMA3,PSMA4,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB10,PSMA6,PSMC1,PSMB4,KAT5,PDCD6IP,CHMP4A,JUN,AP1G1,RAD18,DHX9,IGF2BP1,FMR1,UBD,CBFB,UNG,SMUG1,CUL1,Nedd4,ITCH,DDA1,NEDD8,SRSF1,HAT1,SLC25A5,ZMAT3,IPO4,ANKRD17,BROX,PTPN23,MFN2,DDB2,RPS3,VBP1,VHL,RAD23A,RAD23B,HGS,UBE2I,DAXX,HERC5,AGFG1,ZBTB7A,GTF2H1,GTF2F1,GTF2F2,GTF2E2,GTF2E1,TRIM32,TNIP1,NUPL2,NUP214,POM121,NUP57,NUP42,ERCC3,CDK7,CCNH,IMMT,SQSTM1,TRIM5,PAFAH1B1,FBXW11,MAP3K7,GNAI2,LYN,YES1,ARHGEF7,ARHGEF6,NCK1,SORBS2,SORBS3,SORBS1,SH3RF3,CCNO,CDK8,CCNC,HUWE1,CTD,CDKN2A,MNAT1,RNF7,UBR2,STUB1,PSME3,HDAC3,DCAF11,GPS2,UBL4A,UBE2F,TRAF2,Mapk1,MAPK1,Pparg,THRA,GPM6A,GPM6B,PEBP1,P4HTM,CYB5B,BCAP31,CHN1,ITGB1,CD320,TSPAN7,C2orf28,B3GNT1,CLDN10,HSPA9,OCIAD1,PMEPA1,VSIG4,VKORC1L1,ATP13A2,ATP6AP1,SLC31A2,MDFIC,SMARCA2,SMARCC1,NCOA2,NAP1L1,BTF3,THRAP3,HMGN2,RANBP9,EIF3H,HNRNPA2B1,STMN1,RPL23,C15orf57,EIF3D,HNRNPL,HNRNPU,PRPF19,BRD4,VIM,DDX17,DHX36,DDX47,SSB,PSPC1,FAM98B,ABCF1,PFKP,TRIP13,HIST1H4A,C2orf49,ANP32E,RPS5,HNRNPA1,HNRNPC,HNRNPH3,GPN1,TUBA1C,RECQL,RPS2,PURB,HK2,RPL35A,RPS6,TUBA4A,TUBA1A,APEX1,SUB1,P4HB,NMNAT1,HIST1H2BC,SAFB,WDR36,RBM42,TUBB4A,SF3A2,GCFC1,EPN2,PTGES3,SYNCRIP,EIF3M,CSNK2B,TNPO1,EXOSC7,CPSF7,ATP2A2,DAZAP1,HIST3H2BB,C14orf21,H2AFJ,SNRNP70,TUBB2B,TUBB,EIF2S2,TRMT1L,THOC6,PNKP,TOE1,EMG1,PLOD1,DYNC1H1,CPSF2,HNRNPA3,NONO,SRBD1,SKIV2L2,PRPF31,PRPF6,CAPRIN1,CSNK2A1,CSNK2A2,EIF2S3,EIF3I,FAU,H3F3B,KPNA4,NRD1,PLRG1,PPP2R2A,PPP6C,RPL17,RPL27,RPL3,RPS17,RPS23,RPS25,RPS27A,RPS3A,RPS4X,SRSF9,SNRPC,SNRPE,SNRPF,SNRPG,SPTBN1,SRP54,SRP9,HSP90B1,TUBB2A,CSTF2,CSTF3,PPAN,EXOSC5,NIPBL,CALR,ERH,SNRNP40,NARS,PPIB,RBM15,DDX1,FUS,SFPQ,PFKL,EWSR1,HNRPDL,HNRNPR,SF3A1,TUBB3,MFAP1,PPP2R2D,NAP1L4,TUBB4B,ANP32A,IPO7,ANP32B,RPL32,HNRNPAB,USP39,TUBA1B,KHDRBS1,SF3A3,STIP1,U2AF1,WDR3,CPSF6,PON2,HIST2H2BF,RPL6,KPNA6,ANP32C,PDCD11,LIG3,HNRNPH2,C22orf28,MYBBP1A,GAPDH,EXOSC1,C14orf166,UBR4,KPNA1,PRPF4B,TUBA8,RPSA,SEPSECS,IVNS1ABP,DDX49,PRMT1,OLA1,EIF2AK2,EPRS,EEF1E1,DARS,RARS,AIMP1,HARS2,MARS,KARS,LARS,QARS,TARS,IARS,NARS2,AIMP2,SDCBP,NOLC1,SDCCAG8,RNH1,THUMPD1,LRRC47,CSDE1,STRAP,PPP1R12A,CTNNA3,YTHDF3,NOL12,NHP2L1,MRPL11,EIF3C,EIF3L,EIF3K,OSBPL3,PDIA4,NFU1,SUCLA2,PDIA6,PELO,RCN1,KIAA1967,TYSND1,FECH,LGALS3BP,LIMD1,EIF3G,CTSB,RRM2,MCM4,GRB2,PPP2CB,ANAPC2,NUDC,IDH3A,ARRB2,SSSCA1,GOLGA1,POLE3,POLE,FAM203A,HERC2,FNIP1,DIAPH1,FLCN,POLE4,IFT122,ARHGEF12,DOHH,EPPK1,TRPS1,FOXC1,ALMS1,OSBPL6,SARS,CARM1,SMG6,PUM2,ANAPC1,MSH2,PARP4,AKAP9,DOK1,MCL1,FLAD1,AHCY,BICD2,FKBP4,GAK,NFAT5,EML3,SLC9A3R1,KIAA1429,CKMT1A,CKMT1B,UNC45A,FAM96B,CAND2,UBA1,HDDC2,WDR61,PLAA,HEATR1,RANBP6,YWHAE,CIAO1,YWHAB,SLC30A7,PLOD2,YWHAZ,YWHAG,DSP,AMBRA1,DNAJC7,NCOR1,MAGED1,TBL1XR1,AKAP8L,BAG6,DNAJB2,MAPK6,ANKHD1,GOLPH3,DYNC1I2,CEP170,COMT,MOGS,ANKRD13A,NDUFS8,SMN1,SMN2,DPY19L1,GEMIN6,AGPS,DCAF8,COPS4,COPS6,COPS3,GEMIN2,COPS2,MTCH2,COPS8,GPS1,ACBD5,DPY19L3,ABCD3,DDX20,CCDC47,TMEM11,GEMIN4,NEDD4L,GEMIN7,TULP3,ABCB10,COPS5,TMEM160,LRPPRC,SLIRP,SCAMP3,HADHA,IPO9,ATAD3A,SKP1,TMEM55B,CYB5R1,HADHB,RTN3,RTN4,ATXN10,ATP5J,ATAD3B,ATP5F1,CERS2,TBC1D15,ATP5O,ATP5H,TBRG4,RANBP1,ARFGEF1,ATP5B,NCAPD3,ACSL3,ATP2B1,HSD17B12,ARFGEF2,TMEM192,CNTNAP1,ATP5D,CHP,SGPL1,GIMAP5,MSN,XPO5,ICAM2,SLC27A4,DAGLB,PREB,PPP2R5E,CEP57,XPO4,AFF4,AHCYL1,MEPCE,AHCYL2,LARP7,NPM3,ZFP91,AFF1,PPM1G,DCAF16,FBN2,USP11,FAM98A,ZNF579,FBXO3,UBE2O,MLLT1,SRRM2,TMED9,TMED10,MRPS9,SSBP1,MRPS28,TMED4,IK,MRPL42,CHCHD1,SPATS2,MITD1,KIF21B,MPG,MRS2,SMU1,GPATCH4,ACOT8,MTHFD2,ERGIC1,EXOC4,SDHA,MTCH1,GANAB,DNAJB11,ERLEC1,LMAN1,SDF2L1,SEL1L,PRKCSH,SDF2,CKAP4,SUN1,UGGT1,ITM2B,CANX,VDAC2,PSMA1,COX4I1,RPN1,PGRMC1,OS9,ATL3,SEH1L,CHAF1B,DSC3,ACBD3,PDIA3,SSR4,TRBC1,APP,CAPN1,LMAN2,FUT8,NGLY1,ITGB2,ITGAL,HLA-C,SEC61A1,TRBV12-3,HLA-A,CLGN,DHCR24,CTSD,LDLR,TMEM38B,RHOC,HSPH1,CLN6,ERGIC2,CHI3L2,KIR3DL2,HM13,C20orf24,RNF5,FLOT1,ATP2A3,MESDC2,ERGIC3,KIR3DL1,VDAC1,HLA-B,HYOU1,SDF4,CALU,RCN2,LSM12,SUMF2,TXNDC5,SERPINH1,GLT25D1,HSPA7,MAGT1,EDEM3,HSPA6,DNAJC3,ITGA4,RNF126,PDIA5,TMEM43,TOR1A,HSPA13,CASC3,EFEMP1,FAM195A,TAB2,G3BP2,TOR1AIP2,ERP44,PSMD7,FAM133B,P4HA2,G3BP1,PSMD11,HIST1H3A,EVL,TIMM13,ENDOD1,PTPLAD1,VCP,STOML2,VDAC3,SPAG5,TIMM8A,COX6B1,VAPA,SPCS3,SURF4,TIMM8B,PIP4K2A,KIAA0090,PLSCR1,MMGT1,PRDX4,RABGAP1,SPCS2,KIAA2013,NDUFB10,COX5A,FBXO6,VTI1A,TOMM40,GLG1,SEC62,RER1,SUPT5H,SUPT4H1,PPP1CA,TERT,UBE2D2,CXCR4,TAAR1,VPS18,MON2,CALM1,PSMC5,FAM125B,VPS37B,VPS28,PCSK1,PCSK5,PCSK6,FURIN,CTSG,slmb,DICER1,ZGPAT,HIST4H4
vpr,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
SF3B2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tat,0,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNT1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
