source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_low,block_high,block_pair,block_distance,n_dyads,sum_delta,se_delta,z_abs,significant_2se,mean_delta,positive_fraction,mean_Nij,mean_Aij,mean_Aji,mean_total_edges,mean_net_edges
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,3,7,3-7,4,68,-8.097759430862874,3.5347517619032316,2.290899043643948,TRUE,-0.11908469751268934,0.7352941176470589,1.1470588235294117,0.573529411764706,0.573529411764706,1.1470588235294117,0
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,7,8,7-8,1,32,-4.557641756494651,1.4882929198014134,3.062328454201602,TRUE,-0.14242630489045788,0.15625,0.84375,0.53125,0.3125,0.84375,0.21875
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,6,7,6-7,1,80,-4.28347948782805,1.2206474635802678,3.509186407731699,TRUE,-0.053543493597850635,0.1375,0.4375,0.25,0.1875,0.4375,0.0625
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,4,5,4-5,1,15,4.002057105382351,1.7227180453322768,2.323106277446833,TRUE,0.26680380702549006,0.5333333333333333,0.7333333333333333,0.06666666666666667,0.6666666666666667,0.7333333333333333,-0.6
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,3,4,3-4,1,85,3.695449256041366,1.9369493849560635,1.9078708430603575,FALSE,0.04347587360048668,0.9294117647058824,0.4470588235294118,0.15294117647058825,0.2941176470588236,0.4470588235294118,-0.14117647058823532
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,5,6,5-6,1,60,3.547097878860548,2.476278025117748,1.432431190230298,FALSE,0.05911829798100913,0.5666666666666667,0.6999999999999998,0.2666666666666667,0.43333333333333324,0.6999999999999998,-0.16666666666666663
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,2,3,2-3,1,68,2.9892152876127858,3.9108512337548467,0.7643387868637516,FALSE,0.04395904834724681,0.6911764705882353,0.36764705882352944,0.19117647058823523,0.17647058823529416,0.36764705882352944,0.014705882352941227
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,2,2,2-2,0,6,-2.875908547220256,2.6852316605931223,1.071009473568108,FALSE,-0.47931809120337604,0.5,0.8333333333333333,0.33333333333333337,0.5,0.8333333333333333,-0.16666666666666669
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,5,7,5-7,2,12,-2.4099434616870217,0.6983270771910697,3.451023940501788,TRUE,-0.2008286218072518,0.08333333333333333,1.8333333333333333,1.1666666666666665,0.6666666666666667,1.8333333333333333,0.5
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,6,8,6-8,2,160,-2.405784261234034,1.352142664520701,1.7792384815302171,FALSE,-0.015036151632712713,0.66875,1.4375,1.0249999999999997,0.41250000000000003,1.4375,0.6124999999999999
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,2,6,2-6,4,80,-2.383854506068989,1.3291073602750865,1.7935755811145313,FALSE,-0.029798181325862382,0.375,0.875,0.23750000000000004,0.6375,0.875,-0.3999999999999999
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,3,6,3-6,3,340,-2.3516564801962514,1.3752798961251858,1.7099475436396478,FALSE,-0.006916636706459568,0.2852941176470588,0.3705882352941174,0.10294117647058827,0.2676470588235294,0.3705882352941174,-0.1647058823529414
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,2,4,2-4,2,20,2.06212968098733,0.7820118730507278,2.63695444027301,TRUE,0.10310648404936651,0.85,0.049999999999999996,0.049999999999999996,0,0.049999999999999996,0.049999999999999996
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,3,8,3-8,5,136,-1.876803363805242,2.7506992961823227,0.6823004486204817,FALSE,-0.013800024733862059,0.75,0.41911764705882354,0.2794117647058824,0.1397058823529412,0.41911764705882354,0.13970588235294115
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,1,2,1-2,1,12,-1.7936513873555333,0.7176800509390897,2.499235397456746,TRUE,-0.14947094894629442,0.08333333333333333,0.75,0.41666666666666663,0.33333333333333337,0.75,0.08333333333333334
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,1,6,1-6,5,60,-1.5953024060232606,0.7778899000188271,2.050807454865592,TRUE,-0.026588373433721012,0.35,0.5,0.10000000000000006,0.4,0.5,-0.3
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,1,7,1-7,6,12,1.3887419018089513,1.2125114473019771,1.1453433325508917,FALSE,0.11572849181741261,0.8333333333333334,0.9166666666666667,0.5833333333333333,0.33333333333333337,0.9166666666666667,0.25
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,2,5,2-5,3,12,1.3749343517046635,0.9533082003834753,1.4422768535417885,FALSE,0.11457786264205529,0.4166666666666667,0.41666666666666663,0.16666666666666669,0.25,0.41666666666666663,-0.08333333333333331
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,4,7,4-7,3,20,-1.348512081795338,0.648205507958444,2.0803773884034786,TRUE,-0.06742560408976692,0.3,1.25,0.95,0.3,1.25,0.65
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,6,6,6-6,0,190,-1.0801968063296037,0.7245679414829148,1.490815069900625,FALSE,-0.005685246349103177,0.7526315789473684,0.3947368421052632,0.15263157894736842,0.24210526315789466,0.3947368421052632,-0.08947368421052626
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,4,6,4-6,2,100,-0.8909687349492348,2.3135402180498743,0.38511054530110944,FALSE,-0.008909687349492346,0.25,1.16,0.43999999999999995,0.7199999999999998,1.16,-0.28
loo_pointwise_rep001_WST_nonToeplitz_WST_K8_kappa_0.6_app_moderate_nonToeplitz_seed1001.csv,WST,8,kappa_0.6,app_moderate_nonToeplitz,1,WST_nonToeplitz,2.1959442631574,OCRP_MIN,SST_minus_DC,2,8,2-8,6,32,-0.8691119658422677,0.4406078071134612,1.9725296551961962,FALSE,-0.027159748932570862,0.5625,0.3125,0.25,0.0625,0.3125,0.1875
