source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_distance,n_dyads,sum_delta,se_delta,z_abs,significant_2se,mean_delta,positive_fraction,mean_Nij,mean_total_edges,mean_net_edges
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,0,180,-0.011742210855062005,0.247585118734275,0.04742696538100311,FALSE,-6.523450475034485e-5,0.4388888888888889,3.2222222222222228,3.2222222222222228,-0.06666666666666683
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,1,300,1.4350659253497868,0.6229945853237427,2.3034966260646494,TRUE,0.004783553084499288,0.5466666666666666,4.970000000000001,4.970000000000001,0.11000000000000029
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,2,200,0.8311423751931702,0.40266968074991555,2.0640798523625734,TRUE,0.004155711875965853,0.695,5.350000000000002,5.350000000000002,2.3599999999999985
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,3,100,-0.32652261538573757,0.9975208461599392,0.3273341270437811,FALSE,-0.003265226153857373,0.29,8.45,8.45,1.2900000000000007
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_DC,0,180,-0.1976419841212854,0.26448823452851605,0.7472619130813414,FALSE,-0.0010980110228960306,0.45,3.2222222222222228,3.2222222222222228,-0.06666666666666683
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_DC,1,300,-0.603856320159335,0.49673638758287014,1.215647444508168,FALSE,-0.0020128544005311158,0.45,4.970000000000001,4.970000000000001,0.11000000000000029
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_DC,2,200,-1.0040367338307448,1.2549147164759666,0.8000836396677745,FALSE,-0.005020183669153725,0.405,5.350000000000002,5.350000000000002,2.3599999999999985
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_DC,3,100,-1.1379239749838124,1.6324192410043543,0.6970782666612645,FALSE,-0.011379239749838132,0.27,8.45,8.45,1.2900000000000007
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_SST,0,180,-0.18589977326622362,0.1755056132049272,1.0592240890276243,FALSE,-0.0010327765181456872,0.5,3.2222222222222228,3.2222222222222228,-0.06666666666666683
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_SST,1,300,-2.038922245509121,0.6941667941351318,2.937222383345823,TRUE,-0.006796407485030401,0.37666666666666665,4.970000000000001,4.970000000000001,0.11000000000000029
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_SST,2,200,-1.8351791090239131,1.506000493576888,1.2185780262695638,FALSE,-0.009175895545119567,0.325,5.350000000000002,5.350000000000002,2.3599999999999985
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_SST,3,100,-0.8114013595980684,0.6856185170504138,1.1834589344068223,FALSE,-0.008114013595980681,0.28,8.45,8.45,1.2900000000000007
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,SST_minus_DC,0,180,-0.16534750838077997,0.47812233459352166,0.345826782012497,FALSE,-9.185972687821115e-4,0.45555555555555555,5.688888888888888,5.688888888888888,-0.16666666666666657
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,SST_minus_DC,1,300,1.2607809924202993,1.0487250545915534,1.2022035584067696,FALSE,0.004202603308067667,0.43,4.443333333333333,4.443333333333333,0.010000000000000842
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,SST_minus_DC,2,200,-0.10708673683420372,1.4238098433534478,0.07521140363939766,FALSE,-5.354336841710204e-4,0.415,8.28,8.28,0.20999999999999935
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,SST_minus_DC,3,100,0.20664261997037886,1.382844339394833,0.14943303022870297,FALSE,0.00206642619970379,0.89,1.98,1.98,-0.08000000000000142
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_DC,0,180,-0.3454103406438963,0.44790488056398314,0.7711689593758613,FALSE,-0.001918946336910537,0.4722222222222222,5.688888888888888,5.688888888888888,-0.16666666666666657
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_DC,1,300,-3.814484700540525,2.554680072442579,1.4931359670776398,FALSE,-0.01271494900180176,0.24333333333333335,4.443333333333333,4.443333333333333,0.010000000000000842
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_DC,2,200,-2.3126769903248032,2.1454727224604113,1.0779335323698003,FALSE,-0.011563384951624008,0.295,8.28,8.28,0.20999999999999935
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_DC,3,100,-1.6099334262020384,2.0927260288415637,0.7692996617876555,FALSE,-0.016099334262020384,0.16,1.98,1.98,-0.08000000000000142
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_SST,0,180,-0.18006283226311642,0.20826572088997033,0.8645821861306024,FALSE,-0.001000349068128423,0.5111111111111111,5.688888888888888,5.688888888888888,-0.16666666666666657
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_SST,1,300,-5.075265692960823,2.023751210757917,2.507850602377196,TRUE,-0.01691755230986941,0.23666666666666666,4.443333333333333,4.443333333333333,0.010000000000000842
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_SST,2,200,-2.2055902534905987,1.6905697000195798,1.3046431942232575,FALSE,-0.011027951267453017,0.305,8.28,8.28,0.20999999999999935
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_SST,3,100,-1.816576046172419,3.4626115209814463,0.5246260041488936,FALSE,-0.01816576046172418,0.09,1.98,1.98,-0.08000000000000142
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1003.csv,SST,4,kappa_5,verystrong,2,scn_001,1,BALANCED,SST_minus_DC,0,180,-1.3969050034546295,0.5571557800195895,2.5072072363774356,TRUE,-0.007760583352525718,0.45555555555555555,7.5166666666666675,7.5166666666666675,-0.26111111111111074
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1003.csv,SST,4,kappa_5,verystrong,2,scn_001,1,BALANCED,SST_minus_DC,1,300,-0.47147039225703435,1.8588576454746637,0.25363447997473915,FALSE,-0.001571567974190116,0.5833333333333334,3.056666666666667,3.056666666666667,-0.2233333333333324
