source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,first_model,second_model,n_dyads,sum_delta,se_delta,z_abs,significant_2se,mean_delta,sd_delta,positive_fraction,max_abs_pointwise_delta,mean_Nij
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,DC,780,1.927943474302157,1.2660533798062508,1.5227979365271296,FALSE,0.0024717224029514864,0.045331982830357574,0.5269230769230769,0.497093970093632,5.110256410256411
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_DC,WST,DC,780,-2.9434590130951803,2.1294833220389937,1.3822409326393783,FALSE,-0.0037736654014040726,0.07624773404655136,0.4153846153846154,0.841129828357428,5.110256410256411
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_SST,WST,SST,780,-4.871402487397326,1.8011578496406626,2.704594985036535,TRUE,-0.006245387804355539,0.06449179633102795,0.37948717948717947,0.344035858263796,5.110256410256411
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,SST_minus_DC,SST,DC,780,1.194989367175695,2.2900984946695786,0.5218069746594507,FALSE,0.0015320376502252506,0.08199867975241001,0.491025641025641,0.707373667348451,5.398717948717949
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_DC,WST,DC,780,-8.082505457711264,3.9570231262974604,2.042572206363112,TRUE,-0.010362186484245235,0.14168415588298144,0.2987179487179487,1.13178799786496,5.398717948717949
loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv,WST,4,kappa_5,verystrong,1,scn_002,1,BALANCED,WST_minus_SST,WST,SST,780,-9.277494824886954,4.3469309709957455,2.134263204727581,TRUE,-0.011894224134470471,0.1556450962376364,0.2987179487179487,1.82334533107645,5.398717948717949
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1003.csv,SST,4,kappa_5,verystrong,2,scn_001,1,BALANCED,SST_minus_DC,SST,DC,780,-1.6346387354791208,2.090790163022584,0.78182821231375,FALSE,-0.0020956906865116903,0.07486229671179016,0.5153846153846153,0.608959671454246,5.351282051282048
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1003.csv,SST,4,kappa_5,verystrong,2,scn_001,1,BALANCED,WST_minus_DC,WST,DC,780,-3.6621794494299253,2.2354744123059036,1.6382113028314058,FALSE,-0.004695101858243491,0.08004282385934086,0.39871794871794874,0.647162942908173,5.351282051282048
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1003.csv,SST,4,kappa_5,verystrong,2,scn_001,1,BALANCED,WST_minus_SST,WST,SST,780,-2.027540713950809,2.2348359858399403,0.9072436307619139,FALSE,-0.002599411171731809,0.08001996452492803,0.46282051282051284,0.457901053821701,5.351282051282048
loo_pointwise_rep002_scn_002_WST_K4_kappa_5_verystrong_seed1004.csv,WST,4,kappa_5,verystrong,2,scn_002,1,BALANCED,SST_minus_DC,SST,DC,780,1.6354694708080568,3.696506112934153,0.44243656600093656,FALSE,0.002096755731805195,0.13235615047249175,0.5115384615384615,1.03808462387919,5.212820512820512
loo_pointwise_rep002_scn_002_WST_K4_kappa_5_verystrong_seed1004.csv,WST,4,kappa_5,verystrong,2,scn_002,1,BALANCED,WST_minus_DC,WST,DC,780,-7.311187569687403,4.017133600054236,1.820001099686775,FALSE,-0.009373317397035142,0.14383645610012064,0.34487179487179487,1.11249836324082,5.212820512820512
loo_pointwise_rep002_scn_002_WST_K4_kappa_5_verystrong_seed1004.csv,WST,4,kappa_5,verystrong,2,scn_002,1,BALANCED,WST_minus_SST,WST,SST,780,-8.946657040495444,5.318955936314228,1.6820325544368078,FALSE,-0.011470073128840299,0.19044917301774786,0.36538461538461536,1.32223693998983,5.212820512820512
