source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_low,block_high,block_pair,block_distance,n_dyads,sum_delta,se_delta,z_abs,significant_2se,mean_delta,positive_fraction,mean_Nij,mean_Aij,mean_Aji,mean_total_edges,mean_net_edges
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,1,2,1-2,1,100,0.7151474940401349,0.31908939082421073,2.2412136366956688,TRUE,0.0071514749404013485,0.52,3.74,1.9700000000000002,1.7700000000000002,3.74,0.2000000000000003
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,2,4,2-4,2,100,0.712998555071738,0.23628424718394672,3.017545873537098,TRUE,0.007129985550717382,0.82,1.0599999999999998,0.64,0.42000000000000004,1.0599999999999998,0.21999999999999997
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,3,4,3-4,1,100,0.5468819308365369,0.4231465420603777,1.2924173459475032,FALSE,0.005468819308365368,0.53,5.2,1.91,3.29,5.2,-1.3800000000000003
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,1,4,1-4,3,100,-0.32652261538573757,0.9975208461599392,0.3273341270437811,FALSE,-0.003265226153857373,0.29,8.45,4.87,3.5800000000000014,8.45,1.2900000000000007
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,2,3,2-3,1,100,0.17303650047311503,0.3291039677019291,0.5257806573448393,FALSE,0.0017303650047311495,0.59,5.970000000000001,3.74,2.23,5.970000000000001,1.5100000000000005
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,1,3,1-3,2,100,0.11814382012143232,0.32456801694159754,0.36400327190183684,FALSE,0.0011814382012143238,0.57,9.64,7.07,2.57,9.64,4.5
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,1,1,1-1,0,45,-0.08361233363456394,0.05467032604000799,1.529391530853064,FALSE,-0.0018580518585458651,0.4,2.9555555555555557,1.6,1.3555555555555556,2.9555555555555557,0.2444444444444444
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,3,3,3-3,0,45,0.07760556031360082,0.15304966142341106,0.5070613001808966,FALSE,0.0017245680069689073,0.5111111111111111,2.6666666666666665,1.3555555555555556,1.3111111111111111,2.6666666666666665,0.04444444444444452
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,4,4,4-4,0,45,-0.005107105121301504,0.1739390274138359,0.029361467620206215,FALSE,-1.134912249178109e-4,0.4,5.622222222222222,2.6666666666666665,2.9555555555555557,5.622222222222222,-0.288888888888889
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,2,2,2-2,0,45,-6.283324127974851e-4,0.07334738079922658,0.0085665282925019,FALSE,-1.3962942506610356e-5,0.4444444444444444,1.6444444444444446,0.6888888888888888,0.9555555555555555,1.6444444444444446,-0.2666666666666667
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,WST_minus_DC,1,4,1-4,3,100,-1.1379239749838124,1.6324192410043543,0.6970782666612645,FALSE,-0.011379239749838132,0.27,8.45,4.87,3.5800000000000014,8.45,1.2900000000000007
