source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,favoured_model,dyad_id,i,j,zi_true,zj_true,block_pair,block_distance,Aij,Aji,Nij,total_edges,net_edges,observed_share_ij,pointwise_delta
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,483,18,32,1,4,1-4,3,8,4,12,12,4,0.6666666666666666,0.497093970093632
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,14,4,6,4,1,1-4,3,2,3,5,5,-1,0.4,0.300228546975824
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,203,13,21,4,1,1-4,3,2,12,14,14,-10,0.14285714285714285,0.24592265314164
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,24,3,8,1,4,1-4,3,6,2,8,8,4,0.75,0.230359016485439
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,337,12,27,1,4,1-4,3,8,2,10,10,6,0.8,0.20227968915079
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,362,11,28,4,1,1-4,3,2,10,12,12,-8,0.16666666666666666,0.201539848736329
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,89,11,14,4,3,3-4,1,0,9,9,9,-9,0,0.174745599666761
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,DC,63,8,12,4,1,1-4,3,0,12,12,12,-12,0,-0.150891691883004
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,494,29,32,1,4,1-4,3,4,1,5,5,3,0.8,0.135999746318502
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,BALANCED,SST_minus_DC,SST,65,10,12,4,1,1-4,3,1,2,3,3,-1,0.3333333333333333,0.1330055388819
