"gen_model","hierch","kappa_mean","K_true","fit_model","n_runs","mean_K_hat","sd_K_hat","prop_K_true","prop_K_under","prop_K_over","mean_ari","sd_ari","mean_vi","mean_elpd","sd_elpd","mean_pk_bad"
"WST","strong",6,3,"DC-SBM",4,3,0,1,0,0,1,0,4.44089209850063e-16,-5781.26511611224,565.782571724084,0
"WST","strong",6,5,"SST",4,5,0,1,0,0,1,0,0,-6234.1148834771,294.179567682929,0
"WST","strong",6,5,"WST",4,5,0,1,0,0,1,0,0,-6203.93971769345,321.70242770273,0
"WST","strong",6,5,"DC-SBM",4,5,0,1,0,0,1,0,0,-6203.0224482625,322.620709785439,0
"WST","strong",6,8,"SST",4,8,0,1,0,0,1,0,0,-6110.84554369975,145.103957676308,0.000423728813559323
"WST","strong",6,8,"WST",4,8,0,1,0,0,1,0,0,-6140.65081760281,188.762695526341,0
"WST","strong",6,8,"DC-SBM",4,8,0,1,0,0,1,0,0,-6049.43970912809,143.087331450074,0
"WST",NA,0.75,3,"SST",4,2.5,1,0.75,0.25,0,0.888800723938349,0.127714448318752,0.711349510320333,-2626.27399631682,395.010060920136,0.00451977401129944
"WST",NA,0.75,3,"WST",4,2.5,1,0.75,0.25,0,0.873284378916221,0.121729499394008,0.755354594893532,-2631.11741148613,400.4381988334,0.00423728813559322
"WST",NA,0.75,3,"DC-SBM",4,31.5,32.9089653438087,0.5,0,0.5,0.431428615726284,0.503176005953937,2.3518049140449,-2733.23727129773,390.425379857194,0.08954802259887
"WST",NA,0.75,5,"SST",4,4.5,1.29099444873581,0.25,0.5,0.25,0.742475599652173,0.140212857162168,0.824160108437908,-2779.43870996066,141.696367518181,0.0461864406779661
"WST",NA,0.75,5,"WST",4,4.25,0.957427107756338,0.5,0.5,0,0.75262535530727,0.173138947992384,0.798921338741822,-2759.22926010064,138.784546560777,0.00819209039548022
"WST",NA,0.75,5,"DC-SBM",4,46.25,27.5,0.25,0,0.75,0.239303843364757,0.478607686729514,2.73060507775264,-2932.8193476511,38.1467445228644,0.0758474576271186
"WST",NA,0.75,8,"SST",4,6,2.94392028877595,0,0.75,0.25,0.60166701649769,0.140677491544161,1.64497881573244,-3355.86208145768,708.902736970407,0.206497175141243
"WST",NA,0.75,8,"WST",4,9.5,4.43471156521669,0.25,0.25,0.5,0.541183101297474,0.193533890516804,1.57026734583179,-2613.60901906501,125.091377261283,0.00946327683615819
"WST",NA,0.75,8,"DC-SBM",4,60,0,0,0,1,0,0,2.91009896362688,-2814.9543755881,55.4864350291158,0.0666666666666667
"WST",NA,1.5,3,"SST",4,2.75,0.5,0.75,0.25,0,0.848842821227457,0.24125400670583,0.39919067328457,-3821.13083127235,515.083273304614,0.00494350282485876
"WST",NA,1.5,3,"WST",4,3,0,1,0,0,0.950544231653637,0.0571085537351639,0.191216151676148,-3815.15748790841,517.482124359428,0.00480225988700565
"WST",NA,1.5,3,"DC-SBM",4,3,0,1,0,0,0.97478135069376,0.0291199879311135,0.0960670260243822,-3813.65948834318,518.445807026024,0.00268361581920904
"WST",NA,1.5,5,"SST",4,4.5,1,0.75,0.25,0,0.80573795155188,0.1820065794123,0.535999943400009,-3886.56294071721,102.512951080068,0.0168079096045198
"WST",NA,1.5,5,"WST",4,4.25,0.957427107756338,0.5,0.5,0,0.815461156073461,0.191589634055604,0.516521101957659,-3882.04697401363,103.557486654222,0.0134180790960452
"WST",NA,1.5,5,"DC-SBM",4,4.5,1,0.75,0.25,0,0.818419636066594,0.188129339205139,0.4981629413356,-3880.22648139263,102.515200086118,0.00918079096045198
"WST",NA,1.5,8,"SST",4,7.75,0.5,0.75,0.25,0,0.94143659422661,0.0924139911096065,0.13466641680823,-3794.41243824712,135.330824886009,0.0166666666666667
"WST",NA,1.5,8,"WST",4,8.25,0.5,0.75,0,0.25,0.966992749574795,0.0532895712569963,0.109195025398002,-3777.51934480057,127.835472639641,0.00875706214689266
"WST",NA,1.5,8,"DC-SBM",4,7.75,0.5,0.75,0.25,0,0.931059570527801,0.137880858944398,0.129585391691367,-3772.70912993096,133.067538548377,0.0111581920903955
"WST",NA,3,3,"SST",4,3,0,1,0,0,0.927262713364886,0.114348908487574,0.253441459906176,-4998.20195485488,315.796982105632,0.0122881355932203
"WST",NA,3,3,"WST",4,3,0,1,0,0,0.97478135069376,0.0291199879311135,0.0960670260243822,-4946.98175994043,353.063698336169,0.0152542372881356
"WST",NA,3,3,"DC-SBM",4,3,0,1,0,0,0.97478135069376,0.0291199879311135,0.0960670260243822,-4945.30236062725,353.533841274751,0.00649717514124295
"WST",NA,3,5,"SST",4,5,0,1,0,0,1,0,0,-5331.57544258978,385.709903127877,0.00310734463276837
"WST",NA,3,5,"WST",4,5,0,1,0,0,1,0,0,-5316.42226235389,404.173641001344,0.00240112994350283
"WST",NA,3,5,"DC-SBM",4,5,0,1,0,0,1,0,0,-5299.87542941449,387.594771569793,0.00367231638418079
"WST",NA,3,8,"SST",4,8.25,0.5,0.75,0,0.25,0.988869567258837,0.022260865482327,0.0318144667641655,-4911.87627435853,322.534808505992,0.0056497175141243
"WST",NA,3,8,"WST",4,8.25,0.5,0.75,0,0.25,0.988869567258837,0.022260865482327,0.0318144667641655,-4880.59641630882,324.938679540745,0.00211864406779661
"WST",NA,3,8,"DC-SBM",4,8,0,1,0,0,1,0,0,-4869.3659838935,326.125045668799,0.00240112994350282
"WST",NA,6,3,"SST",4,3,0,1,0,0,1,0,4.44089209850063e-16,-6734.95162768589,474.139875288719,0.00310734463276835
"WST",NA,6,3,"WST",4,3,0,1,0,0,1,0,4.44089209850063e-16,-6699.55998692751,446.057804018879,0.000282485875706215
"WST",NA,6,3,"DC-SBM",4,3,0,1,0,0,1,0,4.44089209850063e-16,-6698.79599952052,446.319241426833,0
"WST",NA,6,5,"SST",4,5,0,1,0,0,1,0,0,-6623.7427219582,398.46962645131,0.000141242937853107
"WST",NA,6,5,"WST",4,5,0,1,0,0,1,0,0,-6603.09292376481,380.650446111951,0.00268361581920904
"WST",NA,6,5,"DC-SBM",4,5,0,1,0,0,1,0,0,-6581.76767835075,392.042353493336,0.0018361581920904
"WST",NA,6,8,"SST",4,8.25,0.5,0.75,0,0.25,0.991156956527532,0.0176860869449365,0.0287358206343322,-6585.59072447021,479.772958753462,0.00169491525423729
"WST",NA,6,8,"WST",4,8,0,1,0,0,1,0,0,-6530.13011219679,420.87341567,0
"WST",NA,6,8,"DC-SBM",4,7.75,0.5,0.75,0.25,0,0.956372375333138,0.0872552493337235,0.0666666666666667,-6535.70133464171,484.158981344168,0
