"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","loo_pointwise_file","rep_id","density"
"SST","WST",4,4,4.06222222222222,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2536.65594149617,33.5521662256774,52.6335818192551,2.4921805366943,5073.31188299234,67.1043324513549,0,0,0.639346625532407,0.143632757620751,780,68.426,1002,1,1,1,0,NA,0.991113744075829,0.75,1,1062.92356730879,0.00142145969919136,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0.793981635619843,0.776492078859338,0.809122256724913,422,0.000398654434983041,1,1,1,0,NA,0.991113744075829,0.75,1,1062.92356730879,0.00142145969919136,1,1,1,0,NA,1,1,1,0,NA,0.75,0.75,0.75,0,NA,0.5,0.5,0.5,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.99285313704905,0.981693210404877,0.999410548416113,0.18264868581687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17571125329112,0.175572519083969,0.177719028900496,598.793333333333,3407.79777777778,422,0.243100411039342,828,3,"SST",-4.87140248739752,1.80115784964066,2.70459498503664,-4.87140248739752,1.80115784964066,2.70459498503664,-2.94345901309589,2.12948332203899,1.38224093263971,1.92794347430163,1.26605337980625,1.52279793652671,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv",1,"kappa_5"
"SST","SST",4,4,4,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2531.78453900877,33.9766344584942,48.8950030592498,2.39568012478796,5063.56907801755,67.9532689169885,0,0,0.493467153736637,0.142406641167235,780,168.566,1003,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0.80808282753948,0.794350856680145,0.822191858386759,391.390968885813,0.000360528002069372,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.75,0.75,0.75,0,NA,0.5,0.5,0.5,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.997639213132412,0.992684855872406,0.999936653519405,0.05954813824543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175572519083969,0.175572519083969,0.175572519083969,598,3406,450,0.243100411039342,828,1,"SST",0,0,NA,-4.87140248739752,1.80115784964066,2.70459498503664,-2.94345901309589,2.12948332203899,1.38224093263971,1.92794347430163,1.26605337980625,1.52279793652671,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv",1,"kappa_5"
"SST","DC-SBM",4,4,4,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2533.71248248307,34.086209542339,51.6310886848832,2.43786859666869,5067.42496496615,68.1724190846779,0,0,0.504258093003009,0.118852083329516,780,12.969,1004,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0.805267436913843,0.785509037483843,0.82235144403694,450,0.000429654463216115,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.75,0.75,0.75,0,NA,0.5,0.5,0.5,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.994140727707297,0.983745939818302,0.999278858851048,0.162609851118625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175572519083969,0.175572519083969,0.175572519083969,598,3406,450,0.243100411039342,828,2,"SST",-1.92794347430163,1.26605337980625,1.52279793652671,-4.87140248739752,1.80115784964066,2.70459498503664,-2.94345901309589,2.12948332203899,1.38224093263971,1.92794347430163,1.26605337980625,1.52279793652671,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv",1,"kappa_5"
"WST","WST",4,4,4.00222222222222,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2316.47263026425,30.8417805248184,48.042024227085,2.43359805432642,4632.9452605285,61.6835610496368,0,0,0.561315235401439,0.11377562543486,780,71.589,1003,1,1,1,0,NA,0.447661469933185,0.25,0.5,343.046317182479,0.00699511435876276,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.930590405233573,0.920352115104118,0.94057125576085,314.031767323539,0.000291776922467476,1,1,1,0,NA,0.447661469933185,0.25,0.5,343.046317182479,0.00699511435876276,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,4,4,4,1,1,1,1,1,1,0,0,0,0.837775192625537,0.800331792386185,0.875622338822526,7.41783611548665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467598559981703,0.0467524317540006,0.0467524317540006,149.026666666667,3187.06,449,0.0467524317540006,149,3,"SST",-9.27749482488662,4.34693097099575,2.1342632047275,-9.27749482488662,4.34693097099575,2.1342632047275,-8.08250545770989,3.95702312629746,2.04257220636276,1.19498936717673,2.29009849466958,0.521806974659903,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv",1,"kappa_5"
"WST","SST",4,4,4,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2307.19513543936,32.6371306360992,45.7843504921198,2.43764554918191,4614.39027087872,65.2742612721984,0,0,0.601066358926219,0.135524223971228,780,175.382,1004,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.950654235777691,0.944223686435581,0.957796856173929,197.186940299655,0.000266968890036797,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,4,4,4,1,1,1,1,1,1,0,0,0,0.882542594305919,0.849184055723054,0.920651000339121,6.4911225868608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467524317540006,0.0467524317540006,0.0467524317540006,149,3187,450,0.0467524317540006,149,1,"SST",0,0,NA,-9.27749482488662,4.34693097099575,2.1342632047275,-8.08250545770989,3.95702312629746,2.04257220636276,1.19498936717673,2.29009849466958,0.521806974659903,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv",1,"kappa_5"
"WST","DC-SBM",4,4,4,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2308.39012480654,32.5037767381739,49.3377965134053,2.47593401352089,4616.78024961308,65.0075534763478,0,0,0.618339469110664,0.129357902717864,780,12.202,1005,1,1,1,0,NA,0.450555555555556,0,1,450,0.00965562975160501,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,0.949832569701755,0.941341199931222,0.95854309073167,450,0.000207285980714544,1,1,1,0,NA,0.450555555555556,0,1,450,0.00965562975160501,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,4,4,4,1,1,1,1,1,1,0,0,0,0.848760197360662,0.799298344101614,0.899916850991399,8.60412617210428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467524317540006,0.0467524317540006,0.0467524317540006,149,3187,450,0.0467524317540006,149,2,"SST",-1.19498936717673,2.29009849466958,0.521806974659903,-9.27749482488662,4.34693097099575,2.1342632047275,-8.08250545770989,3.95702312629746,2.04257220636276,1.19498936717673,2.29009849466958,0.521806974659903,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep001_scn_002_WST_K4_kappa_5_verystrong_seed1002.csv",1,"kappa_5"
"WST","WST",4,4,4.32,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2153.55446703642,39.6092844116788,55.0200446416974,3.00333403570649,4307.10893407283,79.2185688233576,0.00384615384615385,3,0.940619858472763,0.183887138203047,780,66.706,1005,1,1,1,0,NA,0.296825396825397,0,0.75,213.102468433167,0.014333166442293,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,0.922908811603292,0.91124711027152,0.93302585461146,177.380689661016,0.000426317942066372,1,1,1,0,NA,0.296825396825397,0,0.75,213.102468433167,0.014333166442293,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,4,4,4,1,1,1,1,1,1,0,0,0,0.830396533515958,0.787325349875899,0.875986109152321,6.69281150430166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051624243754099,0.0513722730471499,0.053772845541074,146.786666666667,2843.3,315,0.489264343541007,1390,3,"SST",-8.94665704049612,5.31895593631423,1.68203255443694,-8.94665704049612,5.31895593631423,1.68203255443694,-7.31118756968908,4.01713360005424,1.82000109968719,1.63546947080704,3.69650611293415,0.442436566000661,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep002_scn_002_WST_K4_kappa_5_verystrong_seed1004.csv",2,"kappa_5"
"WST","SST",4,4,4.86666666666667,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2144.60780999592,40.9077396593105,64.5138298258195,3.86385772604857,4289.21561999184,81.8154793186211,0.00256410256410256,2,0.76310864508993,0.162704124756059,780,178.424,1006,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,0.94631231712554,0.936533514854669,0.953973070928923,64.11521068517,0.000552292510608533,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,4,4,4,1,1,1,1,1,1,0,0,0,0.863972378887243,0.838281358710034,0.89836250762557,6.88190001672135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0516290624853188,0.0513181019332162,0.0522466039707419,147.193333333333,2850.93555555556,147,0.489264343541007,1390,1,"SST",0,0,NA,-8.94665704049612,5.31895593631423,1.68203255443694,-7.31118756968908,4.01713360005424,1.82000109968719,1.63546947080704,3.69650611293415,0.442436566000661,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep002_scn_002_WST_K4_kappa_5_verystrong_seed1004.csv",2,"kappa_5"
"WST","DC-SBM",4,4,4,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2146.24327946673,40.9766632228108,51.5219981935625,2.6877782047654,4292.48655893345,81.9533264456217,0,0,0.572557671544526,0.126998655986736,780,13.6990000000001,1007,1,1,1,0,NA,0.376111111111111,0,0.75,450,0.0109340318924274,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,0.943345513016778,0.932370463032843,0.953936209755573,449.999999999999,0.000257021572166067,1,1,1,0,NA,0.376111111111111,0,0.75,450,0.0109340318924274,1,1,1,0,NA,0.5,0.5,0.5,0,NA,1,1,1,0,NA,0.25,0.25,0.25,0,NA,4,4,4,1,1,1,1,1,1,0,0,0,0.84157058541032,0.790244786112698,0.890302578392523,7.97095152466178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0513903555086237,0.0513903555086237,0.0513903555086237,146,2841,450,0.489264343541007,1390,2,"SST",-1.63546947080704,3.69650611293415,0.442436566000661,-8.94665704049612,5.31895593631423,1.68203255443694,-7.31118756968908,4.01713360005424,1.82000109968719,1.63546947080704,3.69650611293415,0.442436566000661,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep002_scn_002_WST_K4_kappa_5_verystrong_seed1004.csv",2,"kappa_5"
"SST","WST",4,4,4,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2467.00707782905,32.271974774828,45.503807951973,2.13918932198957,4934.0141556581,64.5439495496559,0,0,0.575718120361527,0.111669206431792,780,70.255,1004,1,1,1,0,NA,0.997777777777778,1,1,450,0.0013582996229716,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.815809324553472,0.798062118203062,0.834711581386308,450,0.000438339159711232,1,1,1,0,NA,0.997777777777778,1,1,450,0.0013582996229716,1,1,1,0,NA,1,1,1,0,NA,0.75,0.75,0.75,0,NA,0.75,0.75,0.75,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.996115293146325,0.98643066810224,0.999718207378706,0.110015589099334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129386742289968,0.129386742289968,0.129386742289968,365,2821,450,0.303792981212336,857,3,"DC-SBM",-3.66217944942946,2.2354744123059,1.6382113028312,-2.02754071394975,2.23483598583994,0.907243630761439,-3.66217944942946,2.2354744123059,1.6382113028312,-1.63463873547971,2.09079016302258,0.781828212314033,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1003.csv",2,"kappa_5"
"SST","SST",4,4,4,"verystrong",5,9,3,0.01,1,NA,"10;10;10;10",5,1,0,-2464.9795371151,32.8634391862018,44.133992225015,2.1780510022806,4929.9590742302,65.7268783724037,0,0,0.640483775109989,0.129605764736323,780,176.312,1005,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.824718102448869,0.808019256377652,0.840020559239422,450,0.000394976002073157,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.75,0.75,0.75,0,NA,0.75,0.75,0.75,0,NA,4,4,3,1,1,0.75,1,1,1,0,0,0,0.998837738120018,0.99574866244908,0.999951286282456,0.0354098593281611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129386742289968,0.129386742289968,0.129386742289968,365,2821,450,0.303792981212336,857,2,"DC-SBM",-1.63463873547971,2.09079016302258,0.781828212314033,-2.02754071394975,2.23483598583994,0.907243630761439,-3.66217944942946,2.2354744123059,1.6382113028312,-1.63463873547971,2.09079016302258,0.781828212314033,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260604_211823/loo_pointwise/loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1003.csv",2,"kappa_5"
