Gen,$K^\star$,Density,Hierarchy,Reps,ELPD WST$-$SST mean (SD),Sig. WST/SST,ELPD WST$-$DC mean (SD),Sig. WST/DC,ELPD SST$-$DC mean (SD),Sig. SST/DC,mean VI W/S/DC
WST,8,kappa_0.6,app_moderate_nonToeplitz,1,-1.6 (--),0/0,-21.7 (--),0/1,-20.1 (--),0/0,0.000/0.301/0.291
