Gen,$K^\star$,Density,Hierarchy,Rep,ELPD winner,VI winner,ARI winner,Exact K models,Block sizes,$\vartheta$
SST,8,kappa_0.6,app_moderate,1,DC-SBM,WST/SST,WST/SST,--,3;4;17;5;3;20;4;8,2.20
WST,8,kappa_0.6,app_moderate,1,SST,DC-SBM,WST/SST,--,4;6;3;11;8;9;17;6,2.20
