"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","rep_id"
"SST","DC-SBM",3,3,3,"medium",6,12.96,0.7,0.09,6,0.901666666666667,0.381862609487941,-6427.9798629165,12855.959725833,0,261.631,1014,1,1,1,0,NA,0.999555555555556,1,1,4500.00000000002,0.000314234751971477,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,0.677144835947166,0.665678094917858,0.688816828674791,4500.00000000001,8.83738934121912e-05,1,1,1,0,NA,0.999555555555556,1,1,4500.00000000002,0.000314234751971477,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,1,1,1,1,1,1,1,1,1,0,0,0,0.976962560047749,0.952624428147338,0.993463124712717,0.134713941980864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316339323025491,0.316339323025491,0.316339323025491,2271,7179,4500,0.316339323025491,2271,1
"SST","DC-SBM",3,3,3,"strong",6,12.96,1.3,0.09,6,1,4.44089209850063e-16,-6757.02452736115,13514.0490547223,0,257.36,1015,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.738843448397834,0.728889893492624,0.748371690258141,4500.00000000001,7.44585707826892e-05,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,1,1,1,1,1,1,0,0,0,0.998370739925889,0.995082226444021,0.999986733631261,0.0326659472519496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275529865125241,0.275529865125241,0.275529865125241,2002,7266,4500,0.275529865125241,2002,1
"SST","DC-SBM",5,4,4.04244444444444,"weak",0.75,0.2025,0.2,0.09,0.75,1,0.857904502752469,-2889.3216060923,5778.6432121846,0.0389830508474576,328.289,1016,0.68383070021455,0,1,3967.60141553038,0.00544267736603843,0.316096157597035,0,1,3418.00000000013,0.00603030905450807,0.599693063228975,0,1,1939.78578128075,0.0053716122501269,0.501135666052793,0,1,1053.92581505587,0.00885879579038004,0.949243306169965,0.5,1,2977.42682471433,0.00288492194782653,0.476678308110206,0,1,3832.43564823619,0.00522404762741549,0.526948748127952,0.500376377402785,0.558254000912063,3860.64151386478,0.000237565569495806,0.287213076744725,0,1,4313.00000000017,0.00417811257685572,0.129492232784605,0,0.5,4312.9999999997,0.0026406146679805,0.173603060514723,0,0.5,1574.26036511762,0.00408366203852853,0.139114305587758,0,0.25,1655.85688144846,0.00327125305676064,0.588105726872247,0.25,1,3306.30714777131,0.00404933074245254,0.299153721307674,0,0.75,3687.47316006815,0.00370766780390811,1.6772548110364,1.20774402967772,2.46626478089497,0.4193137027591,0.30193600741943,0.616566195223742,0.661836308833758,0.5,1,0.186944990972617,0.131975630443397,0.121953725432502,0.719497000879446,0.189300056412655,0.973539716213168,0.22226134799615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492515700821279,0.479575163398693,0.511214230471771,637.034444444444,1293.41355555556,4313,0.488012374323279,631,1
"SST","DC-SBM",5,2,3.44066666666667,"medium",0.75,0.2025,0.7,0.09,0.75,0.574980447042358,1.798160116062,-2192.33278593801,4384.66557187601,0.0666666666666667,291.627,1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542610073574946,0.514902627341417,0.556302521008403,322.118666666667,593.742888888889,750,0.452865064695009,245,1
"SST","DC-SBM",5,3,3.51822222222222,"strong",0.75,0.2025,1.3,0.09,0.75,1,1.22813262250785,-2728.07022108551,5456.14044217102,0.0327683615819209,290.955,1018,1,1,1,0,NA,0.773709748566387,0,1,2267.00000000003,0.00879006333248571,1,1,1,0,NA,0.999163529903806,1,1,2391.00000000008,0.0005913499250694,0.826815642458101,0,1,1276.5093809667,0.0105945252521849,0.380509000620732,0,1,945.068402584371,0.0157980388711112,0.621182338981114,0.581749883321519,0.660983624493899,1888.84673162502,0.000461976741523704,0.948138854035968,0,1,1728.96858390007,0.00533401598803124,0.733584274362192,0,1,2390.99999999999,0.00904286368281986,1,1,1,0,NA,0.999163529903806,1,1,2391.00000000008,0.0005913499250694,0.557089084065245,0,1,1163.57534348754,0.0145651210714494,0.25637808448348,0,1,1791.72600724833,0.0103174311216178,0.948138854035968,1,0.673776662484316,0.948138854035968,1,0.673776662484316,1,1,1,0,0,0,0.976620762911889,0.871532481350838,0.999985105980636,0.0912391800956081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379594166445899,0.360425572101716,0.395989974937343,338.276888888889,892.439555555556,2391,0.389100126742712,307,1
"SST","DC-SBM",5,5,5,"weak",1.5,0.81,0.2,0.09,1.5,1,0,-4199.98638236893,8399.97276473785,0.0129943502824859,385.533,1019,0.917294183908779,0.666666666666667,1,4481.00000000002,0.00189090993933004,0.310202690017463,0,0.714285714285714,5029.78052195562,0.00282533634997936,1,1,1,0,NA,0.496866666666667,0.5,0.5,3418.88164708137,0.000443737834844835,0.749770899470899,0.75,0.75,3275.63776666889,0.000232032499050601,0.4994,0.5,0.5,2863.40409723352,0.000265662049377153,0.54881308283562,0.521914457696028,0.574315340831105,4500,0.000198728080193454,0.603422222222222,0.2,1,4499.99999999993,0.00372545301431944,0.210377777777778,0,0.5,4500.00000000004,0.00227176531029098,0.995577777777778,1,1,3359.41520024044,0.000634356348457701,0.495622222222222,0.5,0.5,3432.62224365688,0.000618291480816798,0.302511111111111,0.3,0.3,2385.91730490937,0.000463053893824557,0.201288888888889,0.2,0.2,4045.32758704412,0.000183453865840075,6.51933333333333,9.95577777777778,4.03488888888889,0.651933333333333,0.995577777777778,0.403488888888889,0.891422222222222,0.7,1,0.0652874503895829,0.112049002049346,0.048577379274016,0.73337449517504,0.419021644119463,0.928666948480817,0.181491274599536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480579822570593,0.480574028701435,0.480574028701435,1373.00377777778,2856.97355555556,4500,0.454672733636682,1299,1
"SST","DC-SBM",5,4,4.00066666666667,"medium",1.5,0.81,0.7,0.09,1.5,0.691288211168093,0.775826684662088,-3685.29969758952,7370.59939517904,0.00508474576271186,326.734,1020,0.962772050400916,0.666666666666667,1,3700.95676552523,0.00187917291878793,0.804123711340206,0.333333333333333,1,3739.77812696554,0.00360613764117644,0.99914757986806,1,1,1740.96202002132,0.000416501969338374,0.90703061300126,0.75,1,1215.60531610765,0.00348963326052526,0.758507608125328,0,1,3362.1616959667,0.00552500526396835,0.497507683082228,0,1,3339.29257484843,0.00574629180921148,0.568177876803518,0.542434948221768,0.593550193867737,4497,0.000194244134731375,0.7500555926173,0,1,4497.00000000033,0.00450006934241802,0.626806760062264,0,1,4041.1836362961,0.00454079067196273,0.997943073159884,1,1,1569.1702531926,0.000824284204150588,0.905992884144986,0.75,1,1229.05166249592,0.00354188261065501,0.428007560595953,0,0.75,2213.21434327138,0.005016200451047,0.275405826106293,0,0.5,2686.18671550597,0.00346989005961036,3.09739826551034,3.99421836780076,2.30398043139871,0.774349566377585,0.998554591950189,0.575995107849678,0.954191683344452,0.5,1,0.0252179872908516,0.0204512773142064,0.0121012031428217,0.964525292309503,0.856276467174723,0.996593102514854,0.0933615295987143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42966011918905,0.421583280977266,0.434625322997416,826.037111111111,1922.52866666667,4497,0.425322997416021,823,1
"SST","DC-SBM",5,4,4.00288888888889,"strong",1.5,0.81,1.3,0.09,1.5,1,0.4,-3924.98982586702,7849.97965173404,0.0112994350282486,323.749,1021,1,1,1,0,NA,0.760951834862385,0.25,1,5040.92059290349,0.00349993974665726,1,1,1,0,NA,0.790450189436149,0.75,1,773.451077828671,0.0033108224534083,0.992358335292735,0.75,1,1276.65814705348,0.00121726051399904,0.168684849909868,0,1,158.938165335008,0.0195147817144629,0.648676254367769,0.612373699104452,0.686429609281971,4487,0.000282362790895968,0.815689770447961,0,1,4486.99999999997,0.00401559734086321,0.625027858257187,0,1,4695.7245476249,0.00422618294585966,1,1,1,0,NA,0.790450189436149,0.75,1,773.451077828671,0.0033108224534083,0.533485625139291,0,0.75,588.002171815685,0.00745325669903183,0.0955538221528861,0,0.25,246.829556944651,0.00841822027778257,3.26275908179184,4,2.16246935591709,0.815689770447961,1,0.540617338979273,1,1,1,0,0,0,0.973203689475324,0.88510783988275,0.998856070385793,0.175916001092755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454351368251374,0.448929961089494,0.458,932.293777777778,2052.10644444444,4487,0.400980392156863,818,1
"SST","DC-SBM",5,5,5,"weak",3,3.24,0.2,0.09,3,1,0,-5051.25806420312,10102.5161284062,0,387.86,1022,0.990478306878307,0.875,1,4499.99999999972,0.000627692190170455,0.66760987654321,0.285714285714286,1,4499.99999999998,0.00279372608538154,1,1,1,0,NA,0.802679365079365,0.8,0.857142857142857,3161.76991585142,0.00021485814267758,0.833333333333333,0.833333333333333,0.833333333333333,0,NA,0.658851851851852,0.5,0.666666666666667,3161.76991585136,0.000626669582809616,0.555232162094062,0.537730428430999,0.572164450316762,4500.00000000001,0.000133624121551283,0.732933333333333,0.2,1,4499.99999999986,0.0034451805070829,0.488022222222222,0.1,0.9,4499.99999999985,0.00285692683820728,0.985933333333333,0.7,1,3161.76991585156,0.00112800524905727,0.790622222222222,0.6,0.8,3161.7699158517,0.000752003499371499,0.5,0.5,0.5,0,NA,0.395311111111111,0.3,0.4,3161.7699158517,0.000376001749685749,7.39222222222222,9.85933333333333,6,0.739222222222222,0.985933333333333,0.6,0.976822222222222,0.8,1,0.0104301885348072,0.0164404858133935,0.00709809070130589,0.931089046484205,0.810014748176979,0.988304418744989,0.0526579650236366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456540491932736,0.456511518570757,0.45712943387362,1942.18755555556,4254.14066666667,4500,0.44851904090268,1908,1
"SST","DC-SBM",5,5,5,"medium",3,3.24,0.7,0.09,3,0.918055555555556,0.331053480242907,-4945.18401753007,9890.36803506013,0.000564971751412429,387.618,1023,0.977787037037037,0.875,1,4154.85678807498,0.000750101006894425,0.661762962962963,0.285714285714286,1,3154.46300084025,0.0032280039058556,0.965861111111111,0.875,1,182.299823441043,0.00412542645290929,0.804956349206349,0.7,0.875,443.256155958591,0.00256415538127837,0.874397266313933,0.428571428571429,1,197.338362002913,0.0119451325686452,0.406674867724868,0,0.625,203.276194008577,0.00977133745752846,0.601220047859876,0.581946282233852,0.621054187189024,2618.04052712813,0.000194691979568127,0.743733333333333,0.5,1,3965.45056670065,0.00302741702176779,0.509244444444444,0.2,0.9,3643.59204888344,0.00326432237961889,0.595266666666667,0.5,1,214.103712302567,0.00970089590879496,0.5026,0.4,0.8,221.225812511391,0.00982311503769764,0.492333333333333,0.3,0.6,259.214249701692,0.00548030512441087,0.235955555555556,0,0.4,230.264372864449,0.00720792274759327,7.61244444444444,6.22577777777778,5.78977777777778,0.761244444444444,0.622577777777778,0.578977777777778,0.958911111111111,0.9,1,0.0367892874906948,0.0541116025249035,0.012202440592677,0.902862814674355,0.779317895778852,0.98225696591873,0.202064711076718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38931815310581,0.383024765568646,0.392624728850325,1615.22822222222,4148.91088888889,4500,0.38177874186551,1584,1
"SST","DC-SBM",5,5,5,"strong",3,3.24,1.3,0.09,3,1,0,-4777.39967945814,9554.79935891628,0.00112994350282486,386.347,1024,1,1,1,0,NA,0.793876190476191,0.5,1,4500.00000000017,0.00193194466677045,1,1,1,0,NA,0.859555555555556,0.8,0.9,2283.82324885544,0.0010440048959323,0.997111111111111,1,1,4004.97529310269,0.000317781442041613,0.522821869488536,0.444444444444444,0.571428571428571,2249.16988843935,0.00142012861997857,0.643933544326236,0.623752629054484,0.663725204473394,4500,0.000153075283930689,0.97,0.7,1,4499.99999999964,0.00134178988254823,0.771466666666667,0.4,1,4937.27960111791,0.00211641899807534,1,1,1,0,NA,0.859555555555556,0.8,0.9,2283.82324885544,0.0010440048959323,0.778688888888889,0.7,0.9,2194.50286934239,0.00214311109705913,0.401888888888889,0.4,0.4,3985.26403824605,0.000223289714359788,9.7,10,7.80711111111111,0.97,1,0.780711111111111,1,1,1,0,0,0,0.949373763220912,0.863864317108222,0.992334025162039,0.138157853274753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360822497402688,0.360660173160173,0.361096039066739,1332.29355555556,3692.38311111111,4500,0.355519480519481,1314,1
