source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_low,block_high,block_pair,block_distance,n_dyads,sum_delta,se_delta,z_abs,significant_2se,mean_delta,positive_fraction,mean_Nij,mean_Aij,mean_Aji,mean_total_edges,mean_net_edges
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,2,3,2-3,1,204,-0.5697683103034124,1.518073032128549,0.3753233857955557,FALSE,-0.00279298191325202,0.4411764705882353,4.132352941176471,2.181372549019608,1.9509803921568625,4.132352941176471,0.23039215686274478
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,2,4,2-4,2,85,0.5126203656266373,0.5336395567832684,0.9606116321598555,FALSE,0.006030827830901617,0.29411764705882354,1.8941176470588235,0.8705882352941174,1.0235294117647058,1.8941176470588235,-0.15294117647058847
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,2,2,2-2,0,136,-0.4587268968157561,0.15120609131088347,3.0337858272693676,TRUE,-0.003372991888351148,0.375,3.7279411764705883,1.875,1.852941176470588,3.7279411764705883,0.02205882352941161
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,1,2,1-2,1,238,0.42227991939105286,0.7887053096246959,0.5354089978067905,FALSE,0.001774285375592662,0.5126050420168067,5.773109243697479,3.163865546218487,2.609243697478991,5.773109243697479,0.5546218487394957
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,3,4,3-4,1,60,0.36421440198031424,0.814429007582844,0.44720214848593326,FALSE,0.006070240033005239,0.5333333333333333,3.783333333333333,1.8000000000000003,1.9833333333333334,3.783333333333333,-0.1833333333333332
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,4,4,4-4,0,10,-0.36391211886129315,0.4175380385181566,0.871566385071928,FALSE,-0.03639121188612931,0.5,5.5,2.6,2.9,5.5,-0.3
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,3,3,3-3,0,66,-0.15899471441975432,0.17094403565741914,0.9300980511445752,FALSE,-0.0024090108245417327,0.4393939393939394,4.909090909090909,2.666666666666667,2.242424242424242,4.909090909090909,0.42424242424242425
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,1,1,1-1,0,91,0.12688218941786303,0.14808951358969513,0.8567938832550273,FALSE,0.001394309773822671,0.5934065934065934,2.4725274725274726,1.2637362637362637,1.2087912087912087,2.4725274725274726,0.054945054945055104
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,1,3,1-3,2,168,-0.08775706721197632,0.17492255592490935,0.5016909726018903,FALSE,-5.223634953093874e-4,0.5357142857142857,4.446428571428571,2.5297619047619047,1.9166666666666667,4.446428571428571,0.6130952380952376
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,1,4,1-4,3,70,0.026745693062142386,0.3771101095509024,0.07092276866826411,FALSE,3.8208132945917624e-4,0.32857142857142857,4.514285714285714,2.7,1.8142857142857145,4.514285714285714,0.8857142857142852
