source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,favoured_model,dyad_id,i,j,zi_true,zj_true,block_pair,block_distance,Aij,Aji,Nij,total_edges,net_edges,observed_share_ij,pointwise_delta
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,791,11,41,2,3,2-3,1,10,0,10,10,10,1,-0.358329926577188
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,520,24,33,3,2,2-3,1,5,4,9,9,1,0.5555555555555556,0.339134870906874
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,928,25,44,3,4,3-4,1,6,0,6,6,6,1,0.283105074226625
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,148,12,18,3,2,2-3,1,6,7,13,13,-1,0.46153846153846156,0.263922707078713
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,217,7,22,4,3,3-4,1,0,5,5,5,-5,0,0.257325838866311
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,72,6,13,3,2,2-3,1,0,8,8,8,-8,0,-0.245747923123703
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,880,19,43,4,3,3-4,1,4,3,7,7,1,0.5714285714285714,-0.245517965262045
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,DC,942,39,44,4,4,4-4,0,6,2,8,8,4,0.75,-0.24078571503235
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,747,6,40,3,2,2-3,1,3,1,4,4,2,0.75,0.23271668449602
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,1081,46,47,2,3,2-3,1,1,3,4,4,-2,0.25,0.23239162476175
