# source, target, time, date
21,19,708,2012
21,19,711,2012
21,10,718,2012
21,2,721,2012
21,1,724,2012
21,1,726,2012
21,1,729,2012
21,5,732,2012
21,5,733,2012
21,10,784,2012
21,5,786,2012
21,19,825,2012
21,14,831,2012
21,5,888,2013
21,0,913,2013
21,0,923,2013
21,0,924,2013
21,0,925,2013
21,19,926,2013
21,19,927,2013
21,19,928,2013
21,0,929,2013
21,0,930,2013
21,19,931,2013
21,19,932,2013
21,19,933,2013
21,19,934,2013
21,19,936,2013
21,19,937,2013
21,11,939,2013
21,1,941,2013
21,1,944,2013
21,10,968,2013
21,19,977,2013
21,14,983,2013
21,15,985,2013
21,6,995,2013
21,16,997,2013
21,6,998,2013
21,6,999,2013
21,6,1004,2013
21,6,1005,2013
21,6,1006,2013
21,6,1007,2013
21,6,1008,2013
21,6,1009,2013
21,15,1010,2013
21,15,1011,2013
21,15,1012,2013
21,15,1013,2013
21,22,1018,2013
21,16,1026,2013
21,15,1027,2013
21,1,1031,2013
21,1,1033,2013
21,0,1045,2013
21,19,1047,2013
21,14,1048,2013
21,12,1049,2013
21,14,1050,2013
21,14,1051,2013
21,14,1052,2013
21,14,1053,2013
21,14,1054,2013
21,6,1061,2013
21,12,1062,2013
21,19,1073,2013
21,10,1074,2013
21,0,1076,2013
21,0,1078,2013
21,10,1080,2013
21,12,1083,2013
21,6,1084,2013
21,6,1086,2013
21,10,1145,2014
21,0,1147,2014
21,0,1149,2014
21,0,1150,2014
21,0,1152,2014
21,6,1210,2014
21,1,1219,2014
21,1,1228,2014
21,1,1229,2014
21,2,1230,2014
21,2,1233,2014
21,19,1235,2014
21,19,1236,2014
21,24,1241,2015
21,22,1243,2015
21,22,1244,2015
21,10,1245,2015
21,10,1246,2015
21,25,1254,2015
21,25,1255,2015
21,25,1256,2015
21,25,1257,2015
21,10,1258,2015
21,10,1275,2015
21,10,1276,2015
21,10,1277,2015
21,2,1281,2015
21,10,1297,2015
21,10,1298,2015
21,11,1302,2015
21,11,1303,2015
21,25,1304,2015
21,6,1345,2015
21,22,1349,2015
21,22,1351,2015
21,0,1388,2015
21,0,1445,2015
21,20,1446,2015
21,20,1453,2015
21,24,1479,2015
21,24,1480,2015
21,0,1484,2015
21,25,1532,2015
21,25,1533,2015
21,25,1534,2015
21,24,1535,2015
21,24,1536,2015
21,24,1537,2015
21,14,1538,2015
21,14,1539,2015
22,2,903,2013
22,2,905,2013
22,2,906,2013
22,12,1099,2013
22,2,1222,2014
24,22,1223,2014
24,22,1224,2014
24,22,1225,2014
24,22,1226,2014
24,11,1289,2015
24,11,1290,2015
24,20,1454,2015
24,22,1456,2015
24,22,1457,2015
24,20,1478,2015
24,20,1499,2015
24,11,1502,2015
24,22,1505,2015
24,22,1512,2015
25,26,1264,2015
25,19,1268,2015
25,26,1271,2015
25,27,1272,2015
25,26,1273,2015
25,27,1274,2015
25,29,1310,2015
25,28,1314,2015
25,27,1315,2015
25,22,1317,2015
25,22,1318,2015
25,30,1359,2015
25,0,1387,2015
25,29,1402,2015
25,24,1437,2015
25,24,1438,2015
25,20,1444,2015
25,20,1452,2015
25,20,1477,2015
25,10,1490,2015
25,26,1523,2015
25,29,1525,2015
25,29,1526,2015
25,29,1527,2015
25,24,1545,2015
25,31,1555,2016
25,10,1594,2016
25,10,1595,2016
25,10,1596,2016
25,10,1597,2016
25,10,1598,2016
25,10,1600,2016
25,22,1641,2016
25,22,1642,2016
25,14,1644,2016
25,32,1666,2016
25,32,1670,2016
25,32,1677,2016
25,32,1678,2016
25,30,1723,2016
25,30,1724,2016
25,30,1725,2016
25,30,1726,2016
25,6,1743,2016
25,34,1744,2016
25,34,1745,2016
25,34,1746,2016
25,34,1747,2016
25,34,1748,2016
25,34,1749,2016
25,34,1750,2016
25,34,1751,2016
25,34,1752,2016
25,34,1753,2016
25,34,1754,2016
25,34,1755,2016
25,34,1756,2016
25,34,1757,2016
25,20,1758,2016
25,20,1759,2016
25,26,1760,2016
25,26,1761,2016
25,26,1762,2016
25,26,1763,2016
25,32,1768,2016
25,32,1770,2016
25,32,1773,2016
25,34,1776,2016
25,10,1780,2016
25,10,1781,2016
25,10,1782,2016
25,34,1786,2016
25,34,1787,2016
25,10,1823,2016
25,22,1827,2016
25,31,1829,2016
25,31,1830,2016
25,10,1835,2016
26,2,1265,2015
26,10,1266,2015
26,2,1270,2015
26,0,1307,2015
26,0,1308,2015
26,20,1364,2015
26,24,1443,2015
26,0,1447,2015
26,24,1474,2015
26,24,1475,2015
26,24,1476,2015
26,24,1497,2015
26,22,1498,2015
26,20,1682,2016
26,22,1735,2016
26,22,1739,2016
27,22,1320,2015
27,22,1332,2015
28,0,1309,2015
28,0,1312,2015
28,0,1313,2015
28,27,1316,2015
28,27,1548,2015
29,0,1311,2015
29,27,1386,2015
29,14,1398,2015
29,14,1399,2015
29,14,1400,2015
29,14,1401,2015
29,14,1403,2015
29,20,1542,2015
29,27,1552,2016
29,30,1562,2016
29,30,1563,2016
29,30,1565,2016
29,30,1577,2016
29,22,1736,2016
29,22,1737,2016
30,20,1328,2015
30,0,1329,2015
30,22,1347,2015
30,22,1348,2015
30,22,1350,2015
30,0,1354,2015
30,11,1357,2015
30,12,1362,2015
30,28,1369,2015
30,28,1370,2015
30,28,1371,2015
30,28,1372,2015
30,28,1373,2015
30,24,1519,2015
30,27,1572,2016
30,27,1573,2016
30,27,1574,2016
30,27,1578,2016
30,27,1579,2016
30,22,1584,2016
30,31,1588,2016
30,33,1591,2016
30,33,1592,2016
30,20,1732,2016
30,33,1836,2016
30,33,1837,2016
30,33,1838,2016
30,33,1839,2016
30,33,1840,2016
31,12,1550,2016
31,29,1564,2016
31,29,1566,2016
31,30,1568,2016
31,30,1569,2016
31,29,1570,2016
31,27,1583,2016
31,27,1586,2016
31,27,1587,2016
31,30,1589,2016
31,30,1590,2016
31,24,1679,2016
31,24,1681,2016
31,33,1813,2016
31,33,1814,2016
31,33,1815,2016
31,33,1816,2016
31,33,1820,2016
31,30,1822,2016
31,22,1834,2016
31,22,1846,2016
31,22,1847,2016
32,30,1556,2016
32,30,1557,2016
32,30,1567,2016
32,27,1571,2016
32,27,1575,2016
32,27,1576,2016
32,31,1601,2016
32,6,1622,2016
32,6,1624,2016
32,6,1625,2016
32,14,1651,2016
32,14,1652,2016
32,14,1656,2016
32,14,1657,2016
32,14,1658,2016
32,20,1660,2016
32,14,1661,2016
32,20,1667,2016
32,12,1673,2016
32,24,1685,2016
32,24,1686,2016
32,24,1687,2016
32,24,1714,2016
32,24,1715,2016
32,27,1785,2016
32,34,1788,2016
32,30,1848,2016
33,26,1560,2016
33,12,1618,2016
33,12,1619,2016
33,22,1817,2016
33,22,1831,2016
33,22,1832,2016
33,26,1841,2016
33,26,1842,2016
33,26,1843,2016
33,26,1844,2016
33,22,1845,2016
34,27,1580,2016
34,27,1581,2016
34,22,1582,2016
34,27,1585,2016
34,26,1605,2016
34,26,1606,2016
34,26,1607,2016
34,24,1680,2016
34,27,1734,2016
34,22,1738,2016
34,32,1764,2016
34,32,1765,2016
34,32,1767,2016
34,32,1769,2016
34,32,1772,2016
34,32,1774,2016
34,32,1777,2016
34,27,1784,2016
34,26,1833,2016
