source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_low,block_high,block_pair,block_distance,n_dyads,sum_delta,se_delta,z_abs,mean_delta,positive_fraction,mean_Nij,mean_Aij,mean_Aji,mean_total_edges,mean_net_edges
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,1,4,1-4,3,80,1.7285355631255892,3.047225169948638,0.5672490435469606,0.021606694539069854,0.25,4.35,1.1624999999999999,3.1875,4.35,-2.0250000000000004
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,1,2,1-2,1,90,1.728504529404733,1.3068881679441235,1.3226108949504514,0.01920560588227481,0.5222222222222223,3.4555555555555557,1.588888888888889,1.8666666666666663,3.4555555555555557,-0.27777777777777757
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,4,4,4-4,0,120,0.5986280835412924,1.5419044842694731,0.38823940759528414,0.0049885673628441065,0.5416666666666666,3.3583333333333334,1.725,1.6333333333333335,3.3583333333333334,0.0916666666666667
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,2,3,2-3,1,18,0.5697443536337444,3.1099179501731498,0.18320237471281933,0.03165246409076357,0.3888888888888889,3.8333333333333335,0.6666666666666666,3.1666666666666665,3.8333333333333335,-2.5
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,2,2,2-2,0,153,0.4064692326836738,0.32228254830331154,1.261220115155386,0.0026566616515272794,0.46405228758169936,3.320261437908497,1.679738562091503,1.6405228758169936,3.320261437908497,0.03921568627450994
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,1,1,1-1,0,10,0.3213150503822926,0.3755699407004657,0.8555398490704987,0.03213150503822926,0.6,3.7,2.1,1.6,3.7,0.5
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,2,4,2-4,2,288,-0.31302454838518295,0.33823056229687354,0.9254768293541533,-0.0010868907930041047,0.4861111111111111,2.5138888888888884,0.9513888888888886,1.5625,2.5138888888888884,-0.6111111111111109
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,3,4,3-4,1,16,14.139564856670109,5.033242333586298,2.809235860216441,0.8837228035418816,0.75,7.625,4.75,2.875,7.625,1.875
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,1,2,1-2,1,90,11.210831640137394,6.261721423370262,1.7903753428403655,0.12456479600152662,0.5666666666666667,3.4555555555555557,1.588888888888889,1.8666666666666663,3.4555555555555557,-0.27777777777777757
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,2,4,2-4,2,288,6.299346000209404,2.6475279996039887,2.37933121052984,0.02187272916739377,0.7986111111111112,2.5138888888888884,0.9513888888888886,1.5625,2.5138888888888884,-0.6111111111111109
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,1,3,1-3,2,5,4.18766423706386,3.7552861533445516,1.1151385183614362,0.8375328474127719,0.8,2.4,0,2.4,2.4,-2.4
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,1,1,1-1,0,10,3.749463050524113,2.812704029477666,1.3330457137434428,0.37494630505241133,0.6,3.7,2.1,1.6,3.7,0.5
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,1,4,1-4,3,80,2.7915062914431856,4.077235222316076,0.6846566703251104,0.03489382864303984,0.4,4.35,1.1624999999999999,3.1875,4.35,-2.0250000000000004
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,2,3,2-3,1,18,-0.917354870229778,2.2267317501699493,0.411973678535712,-0.050964159457209876,0.4444444444444444,3.8333333333333335,0.6666666666666666,3.1666666666666665,3.8333333333333335,-2.5
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,4,4,4-4,0,120,0.5406161285007681,1.473957589294521,0.36677861861651173,0.004505134404173062,0.5416666666666666,3.3583333333333334,1.725,1.6333333333333335,3.3583333333333334,0.0916666666666667
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,2,2,2-2,0,153,0.0020321726223486297,0.6296107243938354,0.003227665196308602,1.3282174002277628e-5,0.43790849673202614,3.320261437908497,1.679738562091503,1.6405228758169936,3.320261437908497,0.03921568627450994
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,1,2,1-2,1,90,-8.569887816132729,5.46679845291913,1.5676246142852823,-0.09522097573480812,0.4222222222222222,3.4555555555555557,1.588888888888889,1.8666666666666663,3.4555555555555557,-0.27777777777777757
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,2,4,2-4,2,288,-7.296458918326236,2.676458824778949,2.7261614678226396,-0.025334926799743876,0.20833333333333334,2.5138888888888884,0.9513888888888886,1.5625,2.5138888888888884,-0.6111111111111109
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,1,1,1-1,0,10,-2.7976348156009982,2.556497268355315,1.0943234128315011,-0.2797634815600998,0.5,3.7,2.1,1.6,3.7,0.5
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,2,3,2-3,1,18,1.602178929443938,1.1575412528103481,1.3841225317491466,0.08900994052466321,0.5,3.8333333333333335,0.6666666666666666,3.1666666666666665,3.8333333333333335,-2.5
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,1,4,1-4,3,80,-1.153848346302888,2.138829199410508,0.5394766195547102,-0.014423104328786096,0.35,4.35,1.1624999999999999,3.1875,4.35,-2.0250000000000004
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,1,3,1-3,2,5,0.7568933337177037,0.6417606796359648,1.179401228113644,0.15137866674354075,0.6,2.4,0,2.4,2.4,-2.4
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,4,4,4-4,0,120,-0.33126975442461426,0.2598683479087817,1.2747599201303872,-0.0027605812868717844,0.48333333333333334,3.3583333333333334,1.725,1.6333333333333335,3.3583333333333334,0.0916666666666667
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,3,4,3-4,1,16,-0.3178766477229103,0.12546324207284498,2.5336237329045628,-0.019867290482681894,0.1875,7.625,4.75,2.875,7.625,1.875
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,2,2,2-2,0,153,-0.053917997421862714,0.43690537538468155,0.12340886713602367,-3.524052119075979e-4,0.5424836601307189,3.320261437908497,1.679738562091503,1.6405228758169936,3.320261437908497,0.03921568627450994
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,3,4,3-4,1,16,14.083666396605992,5.129216706199824,2.745773322383256,0.8802291497878747,0.75,7.625,4.75,2.875,7.625,1.875
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,1,3,1-3,2,5,4.671048987716306,4.117190728802204,1.1345233425888028,0.9342097975432611,0.8,2.4,0,2.4,2.4,-2.4
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,1,2,1-2,1,90,2.0069478830895395,1.4689585890735875,1.3662385706565356,0.022299420923217114,0.5555555555555556,3.4555555555555557,1.588888888888889,1.8666666666666663,3.4555555555555557,-0.27777777777777757
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,1,4,1-4,3,80,1.1705221801729624,3.2315022615395366,0.36222229954909824,0.014631527252162048,0.2375,4.35,1.1624999999999999,3.1875,4.35,-2.0250000000000004
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,1,1,1-1,0,10,0.5058005035174924,0.45005573207202665,1.123861929696619,0.05058005035174923,0.7,3.7,2.1,1.6,3.7,0.5
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,2,4,2-4,2,288,-0.5016039602194187,0.2931849938239712,1.7108786970201573,-0.001741680417428534,0.4756944444444444,2.5138888888888884,0.9513888888888886,1.5625,2.5138888888888884,-0.6111111111111109
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,2,3,2-3,1,18,0.43445442064276263,3.173797615028318,0.13688787797481733,0.024136356702375707,0.3888888888888889,3.8333333333333335,0.6666666666666666,3.1666666666666665,3.8333333333333335,-2.5
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,2,2,2-2,0,153,0.17126756784823047,0.3433335235861113,0.4988372998341216,0.0011193958682890887,0.47058823529411764,3.320261437908497,1.679738562091503,1.6405228758169936,3.320261437908497,0.03921568627450994
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,4,4,4-4,0,120,0.16447878832123708,1.5338536741958686,0.10723238538869492,0.0013706565693436396,0.55,3.3583333333333334,1.725,1.6333333333333335,3.3583333333333334,0.0916666666666667
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,3,4,3-4,1,16,14.40154304432892,5.153557623905899,2.7944856922767736,0.9000964402705576,0.75,7.625,4.75,2.875,7.625,1.875
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,1,2,1-2,1,90,10.576835699222277,6.394906466584165,1.6539468957818686,0.1175203966580253,0.5888888888888889,3.4555555555555557,1.588888888888889,1.8666666666666663,3.4555555555555557,-0.27777777777777757
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,2,4,2-4,2,288,6.794854958106806,2.588966475940522,2.6245434312309373,0.023593246382315327,0.7986111111111112,2.5138888888888884,0.9513888888888886,1.5625,2.5138888888888884,-0.6111111111111109
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,1,3,1-3,2,5,3.9141556539986047,3.8362901881532347,1.0202970740028543,0.7828311307997209,0.8,2.4,0,2.4,2.4,-2.4
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,1,1,1-1,0,10,3.3034353191184955,2.84494295913485,1.1611604754715623,0.3303435319118495,0.6,3.7,2.1,1.6,3.7,0.5
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,1,4,1-4,3,80,2.3243705264758594,4.217275671847824,0.5511545147480061,0.029054631580948224,0.3625,4.35,1.1624999999999999,3.1875,4.35,-2.0250000000000004
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,2,3,2-3,1,18,-1.167724508801186,2.269145738068473,0.514609744632431,-0.0648735838222881,0.3888888888888889,3.8333333333333335,0.6666666666666666,3.1666666666666665,3.8333333333333335,-2.5
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,4,4,4-4,0,120,0.495748542745849,1.3644427294439403,0.36333407921627053,0.004131237856215406,0.5583333333333333,3.3583333333333334,1.725,1.6333333333333335,3.3583333333333334,0.0916666666666667
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,2,2,2-2,0,153,0.22518556527009576,0.6633279875877749,0.33947846236519313,0.0014718010801967013,0.45098039215686275,3.320261437908497,1.679738562091503,1.6405228758169936,3.320261437908497,0.03921568627450994
