source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,favoured_model,dyad_id,i,j,zi_true,zj_true,block_pair,block_distance,Aij,Aji,Nij,total_edges,net_edges,observed_share_ij,pointwise_delta
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,727,24,39,1,2,1-2,1,0,4,4,4,-4,0,-2.66778521211504
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,649,19,37,1,1,1-1,0,3,4,7,7,-1,0.42857142857142855,-2.53982332102896
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,270,17,24,2,1,1-2,1,3,4,7,7,-1,0.42857142857142855,-1.24857948094146
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,484,19,32,1,2,1-2,1,1,2,3,3,-1,0.3333333333333333,-1.21902482645931
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,375,24,28,1,2,1-2,1,1,2,3,3,-1,0.3333333333333333,-1.17669762688227
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,632,2,37,4,1,1-4,3,0,8,8,8,-8,0,-1.05458342573981
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,SST,663,33,37,2,1,1-2,1,3,1,4,4,2,0.75,1.04486611344456
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,350,25,27,1,2,1-2,1,2,2,4,4,0,0.5,-1.04280624982921
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,DC,157,4,19,2,1,1-2,1,2,2,4,4,0,0.5,-1.04112310374793
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,SST,645,15,37,4,1,1-4,3,1,1,2,2,0,0.5,1.02581999430408
