source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_distance,n_dyads,sum_delta,se_delta,z_abs,mean_delta,positive_fraction,mean_Nij,mean_total_edges,mean_net_edges
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,2,293,10.487010237273259,4.648688167452136,2.2559074430283856,0.03579184381321933,0.7986348122866894,2.511945392491467,2.511945392491467,-0.641638225255972
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,3,80,2.7915062914431856,4.077235222316076,0.6846566703251104,0.03489382864303984,0.4,4.35,4.35,-2.0250000000000004
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,0,283,-3.182822567447475,2.6288688610052673,1.2107194142161881,-0.011246722853171291,0.5159010600706714,3.349823321554771,3.349823321554771,0.07773851590105968
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,1,124,-7.285585534411705,5.62369841758635,1.2955149784754327,-0.058754722051707314,0.4032258064516129,4.048387096774195,4.048387096774195,-0.32258064516129076
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,2,293,-6.539565584608534,2.765432933727501,2.364752912591489,-0.02231933646624072,0.2150170648464164,2.511945392491467,2.511945392491467,-0.641638225255972
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,SST_minus_DC,3,80,-1.153848346302888,2.138829199410508,0.5394766195547102,-0.014423104328786096,0.35,4.35,4.35,-2.0250000000000004
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,0,283,0.84154685968696,1.6326115140652973,0.5154605688106778,0.002973663815148267,0.5123674911660777,3.349823321554771,3.349823321554771,0.07773851590105968
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,1,124,16.52506870033829,6.851292331810941,2.4119637434840513,0.13326668306724435,0.5564516129032258,4.048387096774195,4.048387096774195,-0.32258064516129076
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,2,293,4.169445027496886,4.24422280589464,0.9823812787835037,0.01423018780715661,0.4812286689419795,2.511945392491467,2.511945392491467,-0.641638225255972
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_DC,3,80,1.1705221801729624,3.2315022615395366,0.36222229954909824,0.014631527252162048,0.2375,4.35,4.35,-2.0250000000000004
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,0,283,4.02436942713444,3.2621574607107564,1.2336527208155101,0.014220386668319597,0.5017667844522968,3.349823321554771,3.349823321554771,0.07773851590105968
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,1,124,23.81065423475002,8.975615741053419,2.6528156865988444,0.19202140511895174,0.5806451612903226,4.048387096774195,4.048387096774195,-0.32258064516129076
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,2,293,10.709010612105413,4.621590223182177,2.3171700853936303,0.03654952427339734,0.7986348122866894,2.511945392491467,2.511945392491467,-0.641638225255972
loo_pointwise_rep002_scn_001_SST_K4_kappa_5_verystrong_seed1002.csv,SST,4,kappa_5,verystrong,2,scn_001,1,OCRP,WST_minus_SST,3,80,2.3243705264758594,4.217275671847824,0.5511545147480061,0.029054631580948224,0.3625,4.35,4.35,-2.0250000000000004
