source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_distance,n_dyads,sum_delta,se_delta,z_abs,mean_delta,positive_fraction,mean_Nij,mean_total_edges,mean_net_edges
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,0,283,-2.965698985039974,2.772702553840617,1.0696058908057149,-0.010479501713922184,0.519434628975265,3.349823321554771,3.349823321554771,0.07773851590105968
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,1,124,-8.062274215299407,5.646923172859279,1.4277286884385099,-0.06501834044596298,0.4435483870967742,4.048387096774195,4.048387096774195,-0.32258064516129076
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,2,293,-5.778783102826639,2.7607557905158044,2.0931888009359074,-0.019722809224664302,0.22184300341296928,2.511945392491467,2.511945392491467,-0.641638225255972
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,SST_minus_DC,3,80,-1.062970728317591,2.3660718818157465,0.4492554670409494,-0.013287134103969886,0.325,4.35,4.35,-2.0250000000000004
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,0,283,1.3264123666072591,1.6140542291303983,0.8217892203794717,0.00468696949331187,0.5017667844522968,3.349823321554771,3.349823321554771,0.07773851590105968
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,1,124,16.370767411278322,6.7817146969650475,2.41395696262548,0.1320223178328898,0.532258064516129,4.048387096774195,4.048387096774195,-0.32258064516129076
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,2,293,4.708227134446624,4.331816190677496,1.0868944865618266,0.016069034588555037,0.49146757679180886,2.511945392491467,2.511945392491467,-0.641638225255972
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_DC,3,80,1.7285355631255892,3.047225169948638,0.5672490435469606,0.021606694539069854,0.25,4.35,4.35,-2.0250000000000004
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,0,283,4.292111351647228,3.3242553636195784,1.2911497108855712,0.015166471207234035,0.4876325088339223,3.349823321554771,3.349823321554771,0.07773851590105968
loo_pointwise_rep001_scn_001_SST_K4_kappa_5_verystrong_seed1001.csv,SST,4,kappa_5,verystrong,1,scn_001,1,OCRP,WST_minus_SST,1,124,24.433041626577722,8.772200932091039,2.7852806628260387,0.1970406582788526,0.5725806451612904,4.048387096774195,4.048387096774195,-0.32258064516129076
