source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,first_model,second_model,n_dyads,sum_delta,se_delta,z_abs,mean_delta,sd_delta,positive_fraction,max_abs_pointwise_delta,mean_Nij
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,SST,DC,780,-186.3829100605923,21.214866726070664,8.78548578537846,-0.2389524487956311,0.7596140806651724,0.3871794871794872,4.82667229352444,5.132051282051283
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,DC,780,-0.8044128818659813,2.196629224635505,0.36620330497490333,-0.0010312985664948442,0.07865194302555958,0.44871794871794873,0.82439830096646,5.132051282051283
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_SST,WST,SST,780,185.57849717872637,20.12255144699421,9.222413850826408,0.23792115022913615,0.7205029197408133,0.6141025641025641,4.74529659566598,5.132051282051283
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,SST,DC,780,-195.80970217568807,23.900407324304954,8.192734940402628,-0.2510380797124203,0.855771859026789,0.34487179487179487,7.56166494413238,5.36923076923077
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,WST,DC,780,-5.306685124038351,2.8320260747304924,1.8738122404269733,-0.006803442466715834,0.1014027997891008,0.37948717948717947,0.695216183988373,5.36923076923077
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,WST,SST,780,190.5030170516494,23.263056492990486,8.189079414781581,0.24423463724570452,0.8329510385125047,0.5743589743589743,7.53862981749501,5.36923076923077
