source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,block_low,block_high,block_pair,block_distance,n_dyads,sum_delta,se_delta,z_abs,mean_delta,positive_fraction,mean_Nij,mean_Aij,mean_Aji,mean_total_edges,mean_net_edges
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,1,4,1-4,3,100,-22.145251046600123,7.53711193834326,2.938161357792955,-0.22145251046600112,0.49,1.96,0.9099999999999999,1.0499999999999998,1.96,-0.13999999999999968
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,2,3,2-3,1,100,-11.329758277666414,4.2672607716013795,2.6550423993457244,-0.11329758277666413,0.22,3.92,1.74,2.18,3.92,-0.43999999999999995
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,2,4,2-4,2,100,-8.808516964933577,3.979422748779969,2.213516261280392,-0.08808516964933577,0.37,11.2,6.12,5.080000000000001,11.2,1.0400000000000016
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,1,3,1-3,2,100,-0.8082307935602597,0.9717314312912485,0.8317429770551652,-0.008082307935602598,0.23,5.220000000000001,2.1399999999999997,3.0800000000000014,5.220000000000001,-0.9400000000000018
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,3,3,3-3,0,45,-0.3491126960956711,0.36023984949098314,0.9691118197749786,-0.007758059913237135,0.4222222222222222,7.022222222222222,3.7111111111111112,3.311111111111111,7.022222222222222,0.3999999999999999
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,1,1,1-1,0,45,0.2560122716394206,0.3072830577551093,0.8331480215985445,0.005689161591987124,0.4444444444444444,5.444444444444445,2.5555555555555554,2.888888888888889,5.444444444444445,-0.33333333333333315
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,2,2,2-2,0,45,0.0910459518322705,0.2079504801544797,0.43782515801182764,0.002023243374050456,0.5111111111111111,3.2888888888888888,1.511111111111111,1.7777777777777777,3.2888888888888888,-0.2666666666666667
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,SST_minus_DC,4,4,4-4,0,45,0.07438526363209821,0.2450087470984911,0.3036024815971002,0.0016530058584910713,0.6444444444444445,7.177777777777778,3.577777777777778,3.6,7.177777777777778,-0.0222222222222223
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,1,3,1-3,2,100,-2.125529178700151,1.6623471230259057,1.2786313696210048,-0.021255291787001505,0.19,5.220000000000001,2.1399999999999997,3.0800000000000014,5.220000000000001,-0.9400000000000018
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,1,2,1-2,1,100,-1.3467618564067123,1.503756365822918,0.8955984406887004,-0.013467618564067117,0.23,6.36,2.93,3.429999999999998,6.36,-0.5
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,2,3,2-3,1,100,-1.2113213148106563,1.5093740954585755,0.8025322009005559,-0.012113213148106558,0.27,3.92,1.74,2.18,3.92,-0.43999999999999995
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,3,3,3-3,0,45,-0.4489488599076451,0.37983182239420893,1.1819674746517235,-0.009976641331281,0.4444444444444444,7.022222222222222,3.7111111111111112,3.311111111111111,7.022222222222222,0.3999999999999999
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,2,4,2-4,2,100,-0.18644815805203213,0.5859473867172319,0.3181994873236098,-0.0018644815805203196,0.45,11.2,6.12,5.080000000000001,11.2,1.0400000000000016
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,2,2,2-2,0,45,0.15197109967962236,0.14518240000499763,1.046759797843203,0.0033771355484360534,0.6222222222222222,3.2888888888888888,1.511111111111111,1.7777777777777777,3.2888888888888888,-0.2666666666666667
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,4,4,4-4,0,45,-0.1063119915831224,0.2657156009199043,0.4000969126956473,-0.002362488701847165,0.5555555555555556,7.177777777777778,3.577777777777778,3.6,7.177777777777778,-0.0222222222222223
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,1,1,1-1,0,45,-0.05584591559789319,0.17818938363101391,0.31340764786265973,-0.0012410203466198448,0.37777777777777777,5.444444444444445,2.5555555555555554,2.888888888888889,5.444444444444445,-0.33333333333333315
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,3,4,3-4,1,100,0.04380555039791721,0.15027638082567044,0.291499902760729,4.380555039791725e-4,0.48,2.9000000000000004,1.5400000000000003,1.36,2.9000000000000004,0.18000000000000013
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_DC,1,4,1-4,3,100,-0.021294499057676164,0.3312686193279061,0.06428166694714242,-2.1294499057676229e-4,0.44,1.96,0.9099999999999999,1.0499999999999998,1.96,-0.13999999999999968
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,3,4,3-4,1,100,114.32021099732845,18.08250318753903,6.3221452147238395,1.1432021099732843,0.76,2.9000000000000004,1.5400000000000003,1.36,2.9000000000000004,0.18000000000000013
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,1,2,1-2,1,100,37.16710858059843,5.616057605182528,6.618007006605564,0.37167108580598424,0.79,6.36,2.93,3.429999999999998,6.36,-0.5
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,1,4,1-4,3,100,22.123956547542438,7.845695892009257,2.819884539505974,0.2212395654754244,0.51,1.96,0.9099999999999999,1.0499999999999998,1.96,-0.13999999999999968
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,2,3,2-3,1,100,10.118436962855757,2.7697589469992194,3.653183239580527,0.10118436962855756,0.78,3.92,1.74,2.18,3.92,-0.43999999999999995
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,2,4,2-4,2,100,8.62206880688155,3.4459235124114884,2.5021068447476216,0.08622068806881548,0.64,11.2,6.12,5.080000000000001,11.2,1.0400000000000016
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,1,3,1-3,2,100,-1.3172983851398934,0.7303217406359798,1.8037233616963968,-0.013172983851398937,0.2,5.220000000000001,2.1399999999999997,3.0800000000000014,5.220000000000001,-0.9400000000000018
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,1,1,1-1,0,45,-0.31185818723731346,0.17592114384559496,1.7727157771952058,-0.006930181938606966,0.4,5.444444444444445,2.5555555555555554,2.888888888888889,5.444444444444445,-0.33333333333333315
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,4,4,4-4,0,45,-0.1806972552152217,0.12255907578293528,1.4743686182429698,-0.004015494560338261,0.4222222222222222,7.177777777777778,3.577777777777778,3.6,7.177777777777778,-0.0222222222222223
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,3,3,3-3,0,45,-0.09983616381197355,0.08985857432414553,1.111036587914649,-0.0022185814180438568,0.4222222222222222,7.022222222222222,3.7111111111111112,3.311111111111111,7.022222222222222,0.3999999999999999
loo_pointwise_rep002_scn_001_WST_K4_kappa_5_hetero_seed1002.csv,WST,4,kappa_5,hetero,2,scn_001,1,BALANCED,WST_minus_SST,2,2,2-2,0,45,0.060925147847352215,0.11659012500287294,0.5225583885929528,0.0013538921743856047,0.5333333333333333,3.2888888888888888,1.511111111111111,1.7777777777777777,3.2888888888888888,-0.2666666666666667
