source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,favoured_model,dyad_id,i,j,zi_true,zj_true,block_pair,block_distance,Aij,Aji,Nij,total_edges,net_edges,observed_share_ij,pointwise_delta
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,373,22,28,3,1,1-3,2,11,3,14,14,8,0.7857142857142857,-4.82667229352444
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,546,18,34,1,3,1-3,2,5,12,17,17,-7,0.29411764705882354,-4.76997605338298
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,554,26,34,1,3,1-3,2,2,9,11,11,-7,0.18181818181818182,-4.0961539284749
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,543,15,34,1,3,1-3,2,7,12,19,19,-5,0.3684210526315789,-3.95338230076135
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,770,29,40,1,3,1-3,2,2,8,10,10,-6,0.2,-3.55452783483909
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,767,26,40,1,3,1-3,2,5,9,14,14,-4,0.35714285714285715,-3.16363407591313
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,744,3,40,1,3,1-3,2,0,6,6,6,-6,0,-3.1489230987152
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,222,12,22,1,3,1-3,2,5,9,14,14,-4,0.35714285714285715,-3.14781129611665
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,742,1,40,1,3,1-3,2,2,7,9,9,-5,0.2222222222222222,-3.03160816142724
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,105,14,15,3,1,1-3,2,8,4,12,12,4,0.6666666666666666,-2.8873427558818
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,589,28,35,1,3,1-3,2,6,9,15,15,-3,0.4,-2.84755393388191
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,759,18,40,1,3,1-3,2,1,6,7,7,-5,0.14285714285714285,-2.81819529206511
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,576,15,35,1,3,1-3,2,3,7,10,10,-4,0.3,-2.70541022542453
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,497,1,33,1,3,1-3,2,3,7,10,10,-4,0.3,-2.69887047100175
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,1,1,2,1,2,1-2,1,9,0,9,9,9,1,-2.6414694848815
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,SST,225,15,22,1,3,1-3,2,8,0,8,8,8,1,2.61537344666448
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,400,22,29,3,1,1-3,2,8,5,13,13,3,0.6153846153846154,-2.59717910668587
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,DC,84,6,14,1,3,1-3,2,5,8,13,13,-3,0.38461538461538464,-2.5745940697463
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,SST,556,28,34,1,3,1-3,2,11,2,13,13,9,0.8461538461538461,2.54624023664043
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,SST_minus_DC,SST,567,6,35,1,3,1-3,2,9,1,10,10,8,0.9,2.42938372450014
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,152,16,18,2,1,1-2,1,2,6,8,8,-4,0.25,0.82439830096646
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,271,18,24,1,2,1-2,1,2,1,3,3,1,0.6666666666666666,0.423315328924506
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,3,2,3,2,1,1-2,1,1,1,2,2,0,0.5,0.42183622832423
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,601,6,36,1,2,1-2,1,2,1,3,3,1,0.6666666666666666,0.418111861920541
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,120,15,16,1,2,1-2,1,3,1,4,4,2,0.75,0.389173123716192
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,135,15,17,1,2,1-2,1,3,1,4,4,2,0.75,0.389093724106443
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,197,7,21,2,1,1-2,1,1,3,4,4,-2,0.25,0.38404791386715
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,624,29,36,1,2,1-2,1,3,1,4,4,2,0.75,0.382440944727461
loo_pointwise_rep001_scn_001_WST_K4_kappa_5_hetero_seed1001.csv,WST,4,kappa_5,hetero,1,scn_001,1,BALANCED,WST_minus_DC,WST,268,15,24,1,2,1-2,1,3,1,4,4,2,0.75,0.379514995007193
