gen_model,hierch,psi_mean,K_true,kappa_mean,model,n,ari_mean,ari_sd,nvi_mean,vi_mean,exact_K,mean_K_hat,elpd_mean,looic_mean,psis_tail_mean,best_elpd_rate,violation_rate,thetaW_block_emp,thetaS_block_emp
SST,medium,0.7,8,1.5,DCSBM,4,0.6606146620068377,0.11510187956664376,0.36037036641531284,1.0811110992459385,0,5.25,-3848.13526087448,7696.270521748965,0.028954802259887,0.25,0.4360711914426373,0.8523011848458419,0.5839297671975512
SST,medium,0.7,8,1.5,SST,4,0.627044488668303,0.20726608759101825,0.4321003011125956,1.2963009033377868,0,4.75,-3885.52826761499,7771.05653522998,0.017372881355932224,0,0.4197620031945385,0.9293446713996317,0.6099474673171763
SST,medium,0.7,8,1.5,WST,4,0.8458156600695432,0.2529287575341865,0.12956140627103385,0.38868421881310156,0.75,7.5,-3774.9401427738576,7549.880285547715,0.012288135593220315,0.75,0.42418943201241577,0.8903514952300196,0.4779343021389335
SST,medium,0.7,8,3,DCSBM,4,0.8688202546505981,0.08891871657651422,0.08601711732093151,0.2580513519627945,0.25,7.25,-4927.158242195633,9854.316484391265,0.003531073446327685,0,0.418844212173291,0.9853916827185678,0.6509079297273063
SST,medium,0.7,8,3,SST,4,0.7392342557091846,0.20887334019882958,0.5719070657903225,1.7157211973709674,0,3,-5306.513359639308,10613.026719278625,0.007768361581920923,0,0.4186615820968777,1,0.907925925925926
SST,medium,0.7,8,3,WST,4,0.989959611544745,0.020080776910510023,0.012079209848879915,0.03623762954663974,1,8,-4870.2260026431,9740.452005286199,0.0021186440677966128,1,0.40737873712384925,0.9924461314303382,0.6659677193714595
SST,medium,0.7,8,6,DCSBM,4,0.898385061891666,0.203229876216668,0.059844368890787,0.179533106672361,0.75,7.5,-6651.956260771743,13303.912521543474,0,0.25,0.422382946634559,0.9950980392156863,0.7516121911585147
SST,medium,0.7,8,6,SST,4,0.8531790469080505,0.16953423358062888,0.6088923491710542,1.8266770475131624,0,2.75,-7515.527083878633,15031.054167757251,0.006214689265536715,0,0.45235754105389603,1,1
SST,medium,0.7,8,6,WST,4,1,0,0,0,1,8,-6574.9193843475205,13149.83876869505,0,0.75,0.42066560174948753,0.9950980392156863,0.7729507012595247
SST,strong,1.3,3,0.75,DCSBM,4,0.9744815277139041,0.051036944572191996,0.060792216394157064,0.09635338332046484,1,3,-2788.6934110151,5577.386822030205,0.028107344632768375,1,0.300637156282267,1,0.999888888888889
SST,strong,1.3,3,0.75,SST,4,0.8788003286770747,0.2423993426458505,0.21030991785715272,0.3333333333333337,0.5,2.5,-2830.7638974437073,5661.527794887423,0.008898305084745763,0,0.2874819468151565,1,1
SST,strong,1.3,3,0.75,WST,4,0.8846989794966512,0.2306020410066975,0.12021298905997524,0.19053307975966333,1,3,-2798.998976845525,5597.997953691052,0.02076271186440676,0,0.29465468238064696,1,0.9381188140183417
SST,strong,1.3,3,1.5,DCSBM,4,0.8661910040239544,0.2351979993788332,0.13546073145652948,0.21470017967885796,0.75,2.75,-3484.4615899704404,6968.923179940877,0.012429378531073444,0.75,0.2818623059128475,1,1
SST,strong,1.3,3,1.5,SST,4,0.7576006573541495,0.27989865145594023,0.21030991785715272,0.3333333333333337,0.5,2.5,-3502.2581449613226,7004.51628992264,0.006214689265536722,0.25,0.2672614716078535,1,1
SST,strong,1.3,3,1.5,WST,4,0.8661910040239544,0.2351979993788332,0.13546073145652948,0.21470017967885796,0.75,2.75,-3488.0940391487675,6976.188078297535,0.005225988700564972,0,0.2871413315485925,1,0.9950155763239876
SST,strong,1.3,3,3,DCSBM,4,0.8734261545607902,0.2531476908784195,0.19162915259786323,0.30372502091258535,0.75,2.75,-5045.516131160657,10091.032262321307,0.0024011299435028255,0.75,0.28228128373050976,1,1
