source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,favoured_model,dyad_id,i,j,zi_true,zj_true,block_pair,block_distance,Aij,Aji,Nij,total_edges,net_edges,observed_share_ij,pointwise_delta
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1280,5,52,4,8,4-8,4,0,2,2,2,-2,0,-2.54469017276356
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1446,15,55,6,8,6-8,2,3,0,3,3,3,1,1.57501936633819
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,540,12,34,8,6,6-8,2,0,3,3,3,-3,0,1.44062619542775
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,635,5,37,4,1,1-4,3,0,2,2,2,-2,0,1.43040783179479
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1996,43,64,1,4,1-4,3,1,1,2,2,0,0.5,-1.35920204211192
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1655,2,59,6,8,6-8,2,2,0,2,2,2,1,1.22694627538724
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1808,38,61,6,8,6-8,2,2,0,2,2,2,1,1.21130889422499
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,357,6,28,6,8,6-8,2,2,0,2,2,2,1,1.20485615239808
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1064,29,47,4,6,4-6,2,1,1,2,2,0,0.5,-1.14253030404898
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1281,6,52,6,8,6-8,2,2,0,2,2,2,1,1.1339689995895
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,900,39,43,4,1,1-4,3,0,3,3,3,-3,0,0.991702245681175
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1804,34,61,6,8,6-8,2,2,0,2,2,2,1,0.986097665776008
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1012,22,46,3,2,2-3,1,0,2,2,2,-2,0,-0.97749313278872
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,2008,55,64,8,4,4-8,4,0,2,2,2,-2,0,-0.973611893879641
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1036,1,47,6,6,6-6,0,1,0,1,1,1,1,-0.961553849370044
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1761,50,60,7,6,6-7,1,2,0,2,2,2,1,-0.935466032446048
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,835,15,42,6,2,2-6,4,0,2,2,2,-2,0,0.901287208006496
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1078,43,47,1,6,1-6,5,0,0,0,0,0,NA,0.882505439235655
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1287,12,52,8,8,8-8,0,0,1,1,1,-1,0,-0.863937734290422
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1821,51,61,8,8,8-8,0,0,1,1,1,-1,0,-0.830831179169914
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,2008,55,64,8,4,4-8,4,0,2,2,2,-2,0,-1.41455599412765
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,357,6,28,6,8,6-8,2,2,0,2,2,2,1,1.07355268331177
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,1281,6,52,6,8,6-8,2,2,0,2,2,2,1,1.0370022783938
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,1446,15,55,6,8,6-8,2,3,0,3,3,3,1,0.989742021713652
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,129,9,17,6,4,4-6,2,2,0,2,2,2,1,0.964935175369656
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,540,12,34,8,6,6-8,2,0,3,3,3,-3,0,0.953686996222157
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,1078,43,47,1,6,1-6,5,0,0,0,0,0,NA,0.897638638918131
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,1655,2,59,6,8,6-8,2,2,0,2,2,2,1,0.887401899318985
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,635,5,37,4,1,1-4,3,0,2,2,2,-2,0,0.86666239665352
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,1808,38,61,6,8,6-8,2,2,0,2,2,2,1,0.859013328168639
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,1821,51,61,8,8,8-8,0,0,1,1,1,-1,0,-0.832766542834474
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,1287,12,52,8,8,8-8,0,0,1,1,1,-1,0,-0.777358583728422
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,900,39,43,4,1,1-4,3,0,3,3,3,-3,0,0.770196762413988
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,1040,5,47,4,6,4-6,2,0,0,0,0,0,NA,0.765448611907908
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,1051,16,47,5,6,5-6,1,0,1,1,1,-1,0,-0.76008153035545
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,WST,1014,24,46,6,2,2-6,4,0,2,2,2,-2,0,0.755403261948029
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,1064,29,47,4,6,4-6,2,1,1,2,2,0,0.5,-0.75039032342178
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,1996,43,64,1,4,1-4,3,1,1,2,2,0,0.5,-0.723647533797384
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,741,38,39,6,4,4-6,2,0,2,2,2,-2,0,-0.693875850716284
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_DC,DC,1709,56,59,8,8,8-8,0,1,0,1,1,1,1,-0.685348448668525
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_SST,WST,1280,5,52,4,8,4-8,4,0,2,2,2,-2,0,2.016926549858
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_SST,WST,440,5,31,4,7,4-7,3,3,0,3,3,3,1,0.722228043356761
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_SST,SST,893,32,43,3,1,1-3,2,1,0,1,1,1,1,-0.68555356961563
loo_pointwise_rep001_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1001.csv,SST,8,kappa_0.25,app_sparse,1,SST_appSparse,2.1959442631574,OCRP_MIN,WST_minus_SST,WST,1996,43,64,1,4,1-4,3,1,1,2,2,0,0.5,0.635554508314541
