Gen,$K^\star$,Density,Hierarchy,Reps,ELPD WST$-$SST mean (SD),mean $|z|_{WST-SST}$,ELPD WST$-$DC mean (SD),mean $|z|_{WST-DC}$,ELPD SST$-$DC mean (SD),mean $|z|_{SST-DC}$,mean VI W/S/DC
WST,4,kappa_5,hetero,2,188.0 (3.5),8.71,-3.1 (3.2),1.12,-191.1 (6.7),8.49,0.000/0.000/0.000
