Gen,$K^\star$,Density,Hierarchy,Reps,ELPD WST$-$SST mean (SD),Sig. WST/SST,ELPD WST$-$DC mean (SD),Sig. WST/DC,ELPD SST$-$DC mean (SD),Sig. SST/DC,mean VI W/S/DC
WST,10,kappa_0.3,app_sparse_hetero,10,16.9 (31.3),4/2,47.7 (47.3),6/0,30.8 (44.5),7/1,1.276/1.500/1.806
