Gen,$K^\star$,Density,Hierarchy,Rep,ELPD winner,VI winner,ARI winner,Exact K models,Block sizes,$\vartheta$
SST,4,kappa_5,verystrong,1,WST,WST,WST/DC-SBM,WST,5;18;1;16,1.00
SST,4,kappa_5,verystrong,2,WST,WST,WST/DC-SBM,WST,5;18;1;16,1.00
