"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","sigma0","tau0","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","loo_pointwise_file","rep_id","density"
"SST","WST",8,2,4.57333333333333,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,309,"6;7;8;8;3;4;8;20",0.25,0.622350674373796,2.16857920710657,-1429.44447999161,48.0928852022127,126.186078902281,6.74423535758703,2858.88895998322,96.1857704044254,0.00347222222222222,7,1.08993809635622,0.214829584124937,2016,111.913,1020,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199814505696263,0.11783422459893,0.280751240931653,60.6506666666667,293.893333333333,13,0.114754098360656,21,1,"WST",0,0,NA,2.61959717118157,2.0882061783623,1.25447247418644,16.7773941344904,3.32259013022381,5.04949255759097,14.1577969633088,4.1791225482714,3.38774391030118,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep010_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1019.csv",10,"kappa_0.25"
"SST","SST",8,2,4.11733333333333,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,309,"6;7;8;8;3;4;8;20",0.25,0.622350674373796,2.16857920710657,-1432.06407716279,48.3670950222482,126.045780972838,6.81879171427459,2864.12815432558,96.7341900444965,0.00744047619047619,15,0.887570741812048,0.19324030727083,2016,251.313,1021,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156949762433408,0.107259679572764,0.224408444589167,41.8586666666667,256.933333333333,23,0.114754098360656,21,2,"WST",-2.61959717118157,2.0882061783623,1.25447247418644,2.61959717118157,2.0882061783623,1.25447247418644,16.7773941344904,3.32259013022381,5.04949255759097,14.1577969633088,4.1791225482714,3.38774391030118,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep010_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1019.csv",10,"kappa_0.25"
"SST","DC-SBM",8,2,2.63733333333333,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,309,"6;7;8;8;3;4;8;20",0.25,0.622350674373796,2.28750933685578,-1446.2218741261,48.0010112416826,109.425618485254,6.25650910726131,2892.4437482522,96.0020224833652,0.1875,378,1.74759948826466,0.369500853372193,2016,22.1369999999999,1022,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135302019638843,0.106801390699696,0.191500287852619,25.7093333333333,188.466666666667,197,0.111111111111111,21,3,"WST",-16.7773941344904,3.32259013022381,5.04949255759097,2.61959717118157,2.0882061783623,1.25447247418644,16.7773941344904,3.32259013022381,5.04949255759097,14.1577969633088,4.1791225482714,3.38774391030118,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep010_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1019.csv",10,"kappa_0.25"
"WST","WST",8,5,6.21066666666667,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,35,"10;6;5;8;13;5;7;10",0.25,0.57400889218229,2.00679583560128,-1279.64663209569,46.6451979845513,155.260543646724,8.45392432827077,2559.29326419138,93.2903959691026,0.0124007936507937,25,1.03577860124717,0.223335781998502,2016,159.831,1017,1.5,0.5,0.75,13,1,1,1,0,NA,0.416724738675958,0.00249999999999999,0.713928571428571,82,0.0196178749899338,0.981876693766938,0.833333333333333,1,82,0.00588224169055135,0.427337398373984,0.143452380952381,0.666666666666667,212.060768392009,0.00958592181285465,0.986706349206349,0.888888888888889,1,82,0.00399927324911893,0.707530003871467,0.400714285714286,1,82,0.0182184074687197,0.838434757053193,0.773761899347561,0.900635659002528,82,0.00363503103901643,0.959756097560976,0.7,1,111.112620055378,0.00975923198806775,0.403658536585366,0.00249999999999999,0.7,82,0.0194353538139079,0.882926829268293,0.3,1,40.2469384132875,0.0317007457652987,0.378048780487805,0.1,0.6,82,0.0155230390153059,0.924390243902439,0.8,1,82,0.0100527029761471,0.663414634146341,0.4,0.9,82,0.0184878676431551,9.59756097560976,8.96341463414634,9.36585365853658,0.959756097560976,0.896341463414634,0.936585365853659,1,1,1,0,0,0,0.830972362680343,0.717850724489192,0.933140443952188,5.51381720492948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105129964852732,0.0831459054209919,0.139642521765427,36.1173333333333,342.194666666667,82,0.302395209580838,101,2,"SST",-12.267889514264,5.17318312959691,2.37143924870487,-12.267889514264,5.17318312959691,2.37143924870487,64.7279747194682,5.59178873100613,11.5755401058977,76.9958642337322,7.55375150997979,10.1930628949083,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep008_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1016.csv",8,"kappa_0.25"
"WST","SST",8,6,6.64,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,35,"10;6;5;8;13;5;7;10",0.25,0.574527641707488,1.59388261338622,-1267.37874258143,46.8460645784826,159.080087940183,8.65706779336593,2534.75748516285,93.6921291569652,0.00942460317460317,19,1.05356660671091,0.217881911820893,2016,333.792,1018,1.5,0.5,0.75,13,1,1,1,0,NA,1,1,1,0,NA,0.996168158023269,0.941176470588235,1,122,0.00190642495840024,0.410160975716665,0.25,0.6,37.8474909959467,0.016817483124515,0.989830792829067,0.944444444444444,1,122.000000000001,0.00204309189997877,0.707633496309079,0.5,0.85,122,0.00955772369980177,0.903281542715706,0.864180401116833,0.932545493307817,67.7345949834981,0.00236052900091936,1,1,1,0,NA,1,1,1,0,NA,0.980327868852459,0.8,1,122,0.00682581234837846,0.403688524590164,0.20125,0.6,81.6321254344367,0.0116510554172295,0.95655737704918,0.85,1,122,0.00415420562288118,0.683606557377049,0.5,0.85,122,0.0094819515472947,20,19.6639344262295,19.327868852459,1,0.983196721311475,0.966393442622951,1,1,1,0,0,0,0.888491336039882,0.820078380695582,0.953903083137304,3.0338058578242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0959144929830566,0.0800415430267062,0.118193543282165,33.1893333333333,345.616,122,0.277456647398844,96,1,"SST",0,0,NA,-12.267889514264,5.17318312959691,2.37143924870487,64.7279747194682,5.59178873100613,11.5755401058977,76.9958642337322,7.55375150997979,10.1930628949083,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep008_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1016.csv",8,"kappa_0.25"
"WST","DC-SBM",8,4,5.056,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,35,"10;6;5;8;13;5;7;10",0.25,0.768973214285714,1.98105366022366,-1344.37460681516,46.0281326227596,192.209622076545,9.27612910641921,2688.74921363032,92.0562652455191,0.302579365079365,610,2.48572064359458,0.513607595874744,2016,34.3399999999999,1019,1.5,0.5,0.75,13,0.994505494505495,1,1,91,0.00549450549450549,0.332417582417582,0,0.75,91,0.0203205932941834,1,1,1,0,NA,0.354395604395604,0,0.6875,23.8130436835434,0.0366785214590059,0.978021978021978,0.75,1,91,0.0074621057829536,0.701465201465202,0.25,1,91,0.025686409629318,0.884786904640458,0.774096464705953,0.927330308153394,13.8624423564756,0.00990125729452264,0.986263736263736,1,1,61.2296964656641,0.0120135478974073,0.32967032967033,0,0.75,91,0.020254456118607,0.991758241758242,1,1,91,0.00824175824175825,0.354395604395604,0,0.6875,23.8130436835434,0.0366785214590059,0.912087912087912,0.5,1,57.0829372086654,0.0199596551697301,0.653846153846154,0.25,1,91,0.0261398367995375,3.95604395604396,3.96703296703297,3.73626373626374,0.989010989010989,0.991758241758242,0.934065934065934,0.994505494505495,1,1,0.0157200661416941,0.00211239481808416,0.00025542641537209,0.846779642850961,0.725027132866153,0.939287761985673,9.24489755584671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0951218839812048,0.0755612005241168,0.128255440778257,30.376,317.826666666667,91,0.299093655589124,99,3,"SST",-76.9958642337322,7.55375150997979,10.1930628949083,-12.267889514264,5.17318312959691,2.37143924870487,64.7279747194682,5.59178873100613,11.5755401058977,76.9958642337322,7.55375150997979,10.1930628949083,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep008_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1016.csv",8,"kappa_0.25"
"SST","WST",8,2,5.696,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,923,"3;5;8;3;8;9;11;17",0.25,0.630895420369105,2.53192441734156,-1823.92352378936,52.9005305317342,175.466006312733,8.53799669141153,3647.84704757872,105.801061063468,0.0128968253968254,26,1.06761835832343,0.258081493753393,2016,155.037,1018,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263605197076254,0.20676178106503,0.309198288690476,119.341333333333,447.701333333333,6,0.190322580645161,59,2,"SST",-5.31341145211104,3.69745450265695,1.43704579685643,-5.31341145211104,3.69745450265695,1.43704579685643,11.4431754636591,3.77279640024627,3.03307527088188,16.7565869157702,5.7382959923542,2.9201328997488,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep009_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1017.csv",9,"kappa_0.25"
"SST","SST",8,3,5.37866666666667,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,923,"3;5;8;3;8;9;11;17",0.25,0.511395261376457,2.51920028721538,-1818.61011233725,52.5385598904769,167.690302590058,7.80585492382149,3637.22022467449,105.077119780954,0.00843253968253968,17,0.930056185423102,0.228481907998702,2016,351.848,1019,1.5,0.5,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.636363636363636,0,1,33,0.0850376678812259,0.966666666666667,0.725,1,30,0.0333333333333333,0.7,0,1,30,0.0850962943396763,0.778346597515051,0.705270410916236,0.821408928031967,33,0.00642927770450779,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.636363636363636,0,1,33,0.0850376678812259,0.878787878787879,0,1,33,0.0576952508019993,0.636363636363636,0,1,33,0.0850376678812259,1,1,0.909090909090909,1,1,0.909090909090909,1,1,1,0,0,0,0.945736938382935,0.899170163435593,0.996174760451015,0.846165386450015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259928286284218,0.206214352501169,0.305398396509262,122.266666666667,464.64,33,0.252199413489736,86,1,"SST",0,0,NA,-5.31341145211104,3.69745450265695,1.43704579685643,11.4431754636591,3.77279640024627,3.03307527088188,16.7565869157702,5.7382959923542,2.9201328997488,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep009_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1017.csv",9,"kappa_0.25"
"SST","DC-SBM",8,2,2.83466666666667,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,923,"3;5;8;3;8;9;11;17",0.25,0.630895420369105,2.53192441734156,-1835.36669925302,52.4170410461697,125.012830237807,5.98791907520837,3670.73339850603,104.834082092339,0.118551587301587,239,1.30507756107481,0.323331965881829,2016,19.047,1020,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22243374416282,0.188925081433225,0.300606299976441,70.2666666666667,312.984,154,0.190322580645161,59,3,"SST",-16.7565869157702,5.7382959923542,2.9201328997488,-5.31341145211104,3.69745450265695,1.43704579685643,11.4431754636591,3.77279640024627,3.03307527088188,16.7565869157702,5.7382959923542,2.9201328997488,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep009_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1017.csv",9,"kappa_0.25"
"WST","WST",8,3,5.33066666666667,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,45,"4;5;5;3;18;6;7;16",0.25,0.397404404252082,1.81861776173946,-1587.07136529533,48.0571761116988,136.767177858129,7.7518787351711,3174.14273059067,96.1143522233975,0.0148809523809524,30,1.5819674711455,0.212231931502028,2016,136.061,1021,1.5,0.5,0.75,13,1,1,1,0,NA,0.333333333333333,0,1,35.2310924369748,0.082207662546478,1,1,1,0,NA,0.333333333333333,0,1,36.6681455190772,0.080580671415466,1,1,1,0,NA,0.733333333333333,0,1,15,0.118187368057056,0.910401813233295,0.806114026016509,0.948992240698387,6.3478057458143,0.01749889198683,1,1,1,0,NA,0.333333333333333,0,1,35.2310924369748,0.082207662546478,1,1,1,0,NA,0.333333333333333,0,1,36.6681455190772,0.080580671415466,1,1,1,0,NA,0.733333333333333,0,1,15,0.118187368057056,1,1,1,1,1,1,1,1,1,0,0,0,0.889150164907282,0.774208058818838,0.974936892651103,7.23351964042665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088500746205748,0.0597695118159204,0.147138408599704,36.1653333333333,401.52,15,0.0591549295774648,21,2,"SST",-5.30504064823253,3.51354432881463,1.50988294205535,-5.30504064823253,3.51354432881463,1.50988294205535,11.7402150281046,3.24025281377118,3.62324043920531,17.0452556763371,4.80453761898399,3.54774112059958,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep010_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1020.csv",10,"kappa_0.25"
"WST","SST",8,3,5.44266666666667,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,45,"4;5;5;3;18;6;7;16",0.25,0.397404404252082,1.77102516658126,-1581.7663246471,48.1584106747252,136.284430248496,7.9089031061371,3163.5326492942,96.3168213494504,0.0238095238095238,48,1.86429817006843,0.19377662382672,2016,266.364,1022,1.5,0.5,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.285714285714286,0,1,7,0.184427778390829,1,1,1,0,NA,0.857142857142857,0.15,1,7,0.142857142857143,0.939061824124304,0.920024836975515,0.957098411136705,7,0.00607700241464082,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.285714285714286,0,1,7,0.184427778390829,1,1,1,0,NA,0.857142857142857,0.15,1,7,0.142857142857143,1,1,1,1,1,1,1,1,1,0,0,0,0.933030846313147,0.913550195449815,0.949337903278156,4.81643636084917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0675503591503233,0.0557011388879095,0.0847084619132694,26.4426666666667,390.341333333333,7,0.0576368876080692,20,1,"SST",0,0,NA,-5.30504064823253,3.51354432881463,1.50988294205535,11.7402150281046,3.24025281377118,3.62324043920531,17.0452556763371,4.80453761898399,3.54774112059958,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep010_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1020.csv",10,"kappa_0.25"
"WST","DC-SBM",8,3,3.57866666666667,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,45,"4;5;5;3;18;6;7;16",0.25,0.397404404252082,1.81861776173946,-1598.81158032344,47.6390394923254,117.318474182722,6.70177583206997,3197.62316064688,95.2780789846508,0.158730158730159,320,1.97667436438341,0.345032900133345,2016,14.6499999999999,1023,1.5,0.5,0.75,13,1,1,1,0,NA,0.150485436893204,0,1,206,0.0249721376617305,1,1,1,0,NA,0.0776699029126214,0,1,206,0.0186935868870382,1,1,1,0,NA,0.844660194174757,0,1,256.08592198007,0.0226906125652623,0.92626115821619,0.891690260720867,0.953806025298798,276.417052562436,0.00102481329880007,1,1,1,0,NA,0.150485436893204,0,1,206,0.0249721376617305,1,1,1,0,NA,0.0776699029126214,0,1,206,0.0186935868870382,1,1,1,0,NA,0.844660194174757,0,1,256.08592198007,0.0226906125652623,1,1,1,1,1,1,1,1,1,0,0,0,0.854209757280486,0.754115041429614,0.967804441886203,10.1377395136833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0714377793627437,0.0573065902578797,0.111273694712338,25.448,355.218666666667,206,0.0591549295774648,21,3,"SST",-17.0452556763371,4.80453761898399,3.54774112059958,-5.30504064823253,3.51354432881463,1.50988294205535,11.7402150281046,3.24025281377118,3.62324043920531,17.0452556763371,4.80453761898399,3.54774112059958,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep010_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1020.csv",10,"kappa_0.25"
