"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","sigma0","tau0","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","loo_pointwise_file","rep_id","density"
"WST","WST",8,3,6.288,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,355,"3;4;3;6;5;17;12;14",0.25,0.415559772296015,1.68987315412373,-1448.69210448477,46.5347799139563,157.759030313235,8.55060162359052,2897.38420896954,93.0695598279126,0.0153769841269841,31,1.52408726628715,0.231095473603977,2016,153.022,1011,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08700101711575,0.0572411380597015,0.127884631818829,34.472,393.869333333333,0,0.93993993993994,313,2,"SST",-13.5234174527634,4.99367633296475,2.70810852587527,-13.5234174527634,4.99367633296475,2.70810852587527,22.7503935403122,5.09594243939881,4.46441336629308,36.2738109930756,5.81547541697087,6.23746269947603,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep005_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1010.csv",5,"kappa_0.25"
"WST","SST",8,5,6.536,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,355,"3;4;3;6;5;17;12;14",0.25,0.371932515337423,1.59385206739052,-1435.16868703201,46.4228771829759,151.660173650329,8.34665794410757,2870.33737406401,92.8457543659518,0.0208333333333333,42,1.82409361412772,0.223940573717044,2016,470.372,1012,1.5,0.5,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.336363636363636,0.035,0.7,55,0.0225277436680188,0.991746031746032,0.892777777777778,1,55,0.00406209391530987,0.627164502164502,0.4,0.888888888888889,55,0.021126617426139,0.941297015823283,0.912723909665041,0.964060717152469,55,0.00204947985427345,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.336363636363636,0.035,0.7,55,0.0225277436680188,0.947272727272727,0.735,1,55,0.0112679472867752,0.596363636363636,0.335,0.8,55,0.0197567081671073,10,10,9.54545454545454,1,1,0.954545454545455,1,1,1,0,0,0,0.890410224204317,0.834226098244248,0.94897208098965,4.93534715742839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0644573086677976,0.0509409751924722,0.0830581761006289,25.4426666666667,392.506666666667,55,0.860406091370558,339,1,"SST",0,0,NA,-13.5234174527634,4.99367633296475,2.70810852587527,22.7503935403122,5.09594243939881,4.46441336629308,36.2738109930756,5.81547541697087,6.23746269947603,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep005_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1010.csv",5,"kappa_0.25"
"WST","DC-SBM",8,4,4.48,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,355,"3;4;3;6;5;17;12;14",0.25,0.31881954523464,1.75611547472827,-1471.44249802508,46.0487818727769,139.112465336657,7.03295758999493,2942.88499605016,92.0975637455538,0.204861111111111,413,2.14551082821502,0.404515502322481,2016,52.9550000000002,1013,1.5,0.5,0.75,13,0.994652406417112,1,1,124.223049863149,0.00376764447577117,0.297237076648841,0,0.75,110.136431725185,0.0213443331478195,0.997326203208556,1,1,187,0.00267379679144385,0.264705882352941,0,0.5,80.9164228136442,0.0239695233039276,0.994652406417112,1,1,187,0.00265214625867204,0.668003565062389,0.25,1,187,0.0174260603759265,0.909940207188565,0.753109982023725,0.951490880731263,12.2423471033671,0.0127958729189567,0.97192513368984,0.5,1,81.9307348506513,0.014124221968111,0.294117647058823,0,0.75,112.611323714154,0.0209561595742161,0.985294117647059,0.825,1,65.4409378387826,0.0111823862502965,0.262032085561497,0,0.5,82.4725013581743,0.0235885687837968,0.88235294117647,0.75,1,64.3624351168584,0.0165695838742742,0.590909090909091,0.25,1,187,0.0161567787644825,3.90374331550802,3.94652406417112,3.55080213903743,0.975935828877005,0.986631016042781,0.887700534759358,0.991978609625668,0.75,1,0.046385731340265,0.0307002661940642,0.00234805236681657,0.804908859914774,0.675342647529346,0.940263713209581,10.724449743403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126917508525719,0.0543114766759345,0.183648958333333,45.8453333333333,356.725333333333,187,0.944289693593315,339,3,"SST",-36.2738109930756,5.81547541697087,6.23746269947603,-13.5234174527634,4.99367633296475,2.70810852587527,22.7503935403122,5.09594243939881,4.46441336629308,36.2738109930756,5.81547541697087,6.23746269947603,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep005_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1010.csv",5,"kappa_0.25"
"SST","WST",8,2,5.92533333333333,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,457,"3;3;9;12;19;8;4;6",0.25,1,2.45704402043411,-1755.44618727626,52.2308878592563,175.280021085859,8.31228752885266,3510.89237455252,104.461775718513,0.00892857142857143,18,0.909964701833291,0.218141493178518,2016,140.76,1012,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273080037665431,0.228842626559061,0.321953931428192,128.578666666667,469.048,0,0.842105263157895,80,2,"SST",-2.59486778389123,2.2578625769529,1.14925851129219,-2.59486778389123,2.2578625769529,1.14925851129219,26.4739755095845,4.67587096246246,5.66182765138637,29.0688432934758,5.02699354652604,5.7825503503111,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep006_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1011.csv",6,"kappa_0.25"
"SST","SST",8,4,5.85333333333333,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,457,"3;3;9;12;19;8;4;6",0.25,0.48253324318233,2.22899211923532,-1752.85131949237,52.3760430746786,171.856620018195,8.34250883155882,3505.70263898474,104.752086149357,0.00694444444444444,14,0.871157381265135,0.210171751502043,2016,492.617,1013,1.5,0.5,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.835714285714286,0.5,1,35,0.0323174529798814,0.985714285714286,0.75,1,35,0.00995186494313194,0.664285714285714,0,1,35,0.0530891770290365,0.767950912402285,0.704600083055918,0.81776901419439,35,0.00566598455921207,1,1,1,0,NA,1,1,1,0,NA,0.971428571428571,0.5,1,25.512292452933,0.0233127630243822,0.807142857142857,0.5,1,35,0.0341242697550369,0.835714285714286,0.5,1,35,0.0339036839283516,0.564285714285714,0,1,35,0.0473486721957805,4,3.88571428571429,3.4,1,0.971428571428571,0.85,1,1,1,0,0,0,0.984690853957257,0.93126335807862,0.999535245561241,0.224065757898463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264834832363857,0.212977533001136,0.309367789921069,124.992,468.949333333333,35,0.697183098591549,297,1,"SST",0,0,NA,-2.59486778389123,2.2578625769529,1.14925851129219,26.4739755095845,4.67587096246246,5.66182765138637,29.0688432934758,5.02699354652604,5.7825503503111,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep006_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1011.csv",6,"kappa_0.25"
"SST","DC-SBM",8,2,4.89333333333333,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,457,"3;3;9;12;19;8;4;6",0.25,1,2.45704402043411,-1781.92016278584,50.7346710134062,173.988075778979,7.71534812878368,3563.84032557169,101.469342026812,0.133928571428571,270,2.04527359283666,0.35722790796888,2016,63.5819999999999,1014,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271380107886171,0.227129995608256,0.344762845849802,118.208,433.832,0,0.842105263157895,80,3,"SST",-29.0688432934758,5.02699354652604,5.7825503503111,-2.59486778389123,2.2578625769529,1.14925851129219,26.4739755095845,4.67587096246246,5.66182765138637,29.0688432934758,5.02699354652604,5.7825503503111,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep006_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1011.csv",6,"kappa_0.25"
"WST","WST",8,3,5.72,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,710,"3;3;6;8;9;3;22;10",0.25,0.412190370164208,1.83649862478419,-1374.4314645076,48.040915989978,155.533914775118,8.26763354427461,2748.86292901521,96.081831979956,0.0114087301587302,23,1.06924962611697,0.232253752155814,2016,160.345,1015,1.5,0.5,0.75,13,1,1,1,0,NA,0.333333333333333,0,1,12,0.14213381090374,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0.666666666666667,0,1,12,0.14213381090374,0.890140484447887,0.791642649245933,0.928699666179162,12,0.0124926281219343,1,1,1,0,NA,0.333333333333333,0,1,12,0.14213381090374,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,0.666666666666667,0,1,12,0.14213381090374,1,1,1,1,1,1,1,1,1,0,0,0,0.889292334476632,0.7527358174171,0.97668658731594,7.68623107948549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126437076399773,0.0755247311827957,0.174079982397272,43.184,336.594666666667,12,0.795275590551181,202,2,"SST",-6.72674215403208,3.88285696582866,1.73242079562323,-6.72674215403208,3.88285696582866,1.73242079562323,22.3390874126148,4.35271217543887,5.13222251144196,29.0658295666469,6.23775529704679,4.65966171844026,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep007_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1014.csv",7,"kappa_0.25"
"WST","SST",8,4,5.928,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,710,"3;3;6;8;9;3;22;10",0.25,0.644418621541143,1.63120895220302,-1367.70472235357,48.1807755574273,154.082052663998,8.10676297940144,2735.40944470714,96.3615511148547,0.00892857142857143,18,1.17282638410417,0.217837916356003,2016,419.284,1016,1.5,0.5,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.21875,0,0.5,32,0.0368047102087272,0.984375,0.75,1,32,0.0108688803693789,0.734375,0.25,1,54.8035938200324,0.0307200445962934,0.907137396890924,0.86199927943253,0.95707794584489,4.24618704990803,0.0130776000676966,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.21875,0,0.5,32,0.0368047102087272,0.9453125,0.75,1,32,0.0185621470043551,0.7109375,0.25,1,32,0.0421650926156016,4,4,3.84375,1,1,0.9609375,1,1,1,0,0,0,0.91455036042803,0.857744411908121,0.970469616931458,3.06171613457394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10515799147345,0.0685882548108825,0.129721515408538,35.424,334.776,32,0.775193798449612,200,1,"SST",0,0,NA,-6.72674215403208,3.88285696582866,1.73242079562323,22.3390874126148,4.35271217543887,5.13222251144196,29.0658295666469,6.23775529704679,4.65966171844026,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep007_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1014.csv",7,"kappa_0.25"
"WST","DC-SBM",8,3,3.568,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,710,"3;3;6;8;9;3;22;10",0.25,0.412190370164208,1.9359465928568,-1396.77055192022,48.1645855925548,130.533214679543,6.95806872058906,2793.54110384044,96.3291711851096,0.23015873015873,464,1.57059601538512,0.42596785655468,2016,41.0730000000001,1017,1.5,0.5,0.75,13,0.994736842105263,1,1,190,0.00526315789473682,0.147368421052632,0,1,190,0.0257841025556124,1,1,1,0,NA,0.0515463917525774,0,1,23.6913208178556,0.0455443758864043,0.948717948717949,0,1,195,0.0158361784834789,0.61025641025641,0,1,156.189373448067,0.0391233797230396,0.893002515443305,0.694247741296832,0.949179114915689,10.1553904876696,0.0209894471725676,0.964285714285714,0,1,22.8985243451704,0.0388804097136132,0.142857142857143,0,1,196,0.0250588005516294,0.989795918367347,1,1,114.349376350083,0.00942222826321158,0.0510204081632654,0,1,23.9172416792841,0.045108209078662,0.943877551020408,0,1,196,0.0164819590104196,0.607142857142857,0,1,196,0.0349740129285222,0.969387755102041,0.989795918367347,0.994897959183674,0.969387755102041,0.989795918367347,0.994897959183674,0.989795918367347,1,1,0.0458707385781917,0.00603581087608378,0.00150528096832489,0.854885743032208,0.75084812687725,0.98599934375758,11.5019448826191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101611336191982,0.0621183504217672,0.227272727272727,28.8533333333333,281.272,196,0.743772241992883,209,3,"SST",-29.0658295666469,6.23775529704679,4.65966171844026,-6.72674215403208,3.88285696582866,1.73242079562323,22.3390874126148,4.35271217543887,5.13222251144196,29.0658295666469,6.23775529704679,4.65966171844026,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep007_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1014.csv",7,"kappa_0.25"
"SST","WST",8,3,5.05333333333333,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,368,"5;4;4;4;8;6;13;20",0.25,0.747009119049611,2.18613800098274,-1360.50818199056,49.4355565482044,148.069447327552,7.83261622059473,2721.01636398112,98.8711130964089,0.00496031746031746,10,0.85993222471454,0.226148057983202,2016,133.313,1016,1.5,0.5,0.75,13,1,1,1,0,NA,0.592592592592593,0,1,27,0.0963620200871097,1,1,1,0,NA,0.461538461538462,0,1,26,0.0997037030524286,0.923076923076923,0,1,10.852187878008,0.0824907568837129,0.576923076923077,0,1,7.34831640015706,0.185862326882673,0.805581174300948,0.681914475006049,0.891196937778431,27,0.0126417231403027,1,1,1,0,NA,0.592592592592593,0,1,27,0.0963620200871097,0.962962962962963,0.65,1,27,0.037037037037037,0.444444444444444,0,1,27,0.0974508910341143,0.888888888888889,0,1,27,0.0616333551361366,0.555555555555556,0,1,9.69407691731592,0.16263516919767,1,0.962962962962963,0.962962962962963,1,0.962962962962963,0.962962962962963,1,1,1,0,0,0,0.954361401559415,0.833829073739549,0.999726369534798,1.98734856837577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204220046283008,0.15109032773781,0.258504777436283,62.9066666666667,305.456,27,0.8515625,218,1,"WST",0,0,NA,7.49087268542053,2.50873538539121,2.98591582398093,15.7723446113232,3.42511057047275,4.60491545799826,8.28147192590268,3.32384838382956,2.49153119203386,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep008_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1015.csv",8,"kappa_0.25"
"SST","SST",8,2,4.408,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,368,"5;4;4;4;8;6;13;20",0.25,0.611111111111111,2.41486402355775,-1367.99905467598,50.0823041934668,141.163719875551,7.71282195573046,2735.99810935196,100.164608386934,0.00396825396825397,8,0.944818958490221,0.209755043652441,2016,285.578,1017,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172505729514474,0.1,0.233184057321988,47.7513368983957,270.639037433155,31,0.890547263681592,179,2,"WST",-7.49087268542053,2.50873538539121,2.98591582398093,7.49087268542053,2.50873538539121,2.98591582398093,15.7723446113232,3.42511057047275,4.60491545799826,8.28147192590268,3.32384838382956,2.49153119203386,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep008_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1015.csv",8,"kappa_0.25"
"SST","DC-SBM",8,2,3.232,"app_sparse",0.25,0.0225,3,0.01,2.1959442631574,368,"5;4;4;4;8;6;13;20",0.25,0.611111111111111,2.48875552282651,-1376.28052660188,49.1302645154857,126.580837445902,6.54611126696234,2752.56105320377,98.2605290309714,0.10218253968254,206,1.48726267238171,0.326815049563395,2016,39.7909999999999,1018,1.5,0.5,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167025449120436,0.11137542551467,0.217968999680409,43.1306666666667,253.016,68,0.869767441860465,187,3,"WST",-15.7723446113232,3.42511057047275,4.60491545799826,7.49087268542053,2.50873538539121,2.98591582398093,15.7723446113232,3.42511057047275,4.60491545799826,8.28147192590268,3.32384838382956,2.49153119203386,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep008_SST_appSparse_SST_K8_kappa_0.25_app_sparse_seed1015.csv",8,"kappa_0.25"
"WST","WST",8,3,5.008,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,1308,"4;3;4;3;9;5;19;17",0.25,0.421811142181114,1.44522129095503,-1320.00807274994,47.6234076003409,114.329097761574,7.36638017205983,2640.01614549988,95.2468152006819,0.027281746031746,55,1.31363908810034,0.246133652788226,2016,128.847,1019,1.5,0.5,0.75,13,1,1,1,0,NA,0.6,0,1,25,0.1,1,1,1,0,NA,0.6,0,1,25,0.1,1,1,1,0,NA,0.72,0,1,25,0.0916515138991168,0.899746072977558,0.776051363477924,0.947329774874899,25,0.0105671656865112,1,1,1,0,NA,0.6,0,1,25,0.1,1,1,1,0,NA,0.6,0,1,25,0.1,1,1,1,0,NA,0.72,0,1,25,0.0916515138991168,1,1,1,1,1,1,1,1,1,0,0,0,0.946485075467232,0.872955819517555,0.996782678536774,4.2525244895336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0946075238942084,0.0690094043887147,0.143105901542626,29.344,306.749333333333,25,0.481884057971014,133,2,"SST",-1.42607260885666,2.70474249400261,0.527248938491843,-1.42607260885666,2.70474249400261,0.527248938491843,12.0321729841337,2.44297788655137,4.92520748974889,13.4582455929904,3.74625130370188,3.59245669923198,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep009_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1018.csv",9,"kappa_0.25"
"WST","SST",8,3,5.096,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,1308,"4;3;4;3;9;5;19;17",0.25,0.42693754702784,1.52552362061422,-1318.58200014108,47.937415529966,119.966833418033,7.91542739548126,2637.16400028216,95.8748310599321,0.0238095238095238,48,1.25000434100331,0.235028514064721,2016,288.876,1020,1.5,0.5,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.65,0,1,20,0.109424330980483,1,1,1,0,NA,0.789473684210526,0,1,8.58819714656291,0.142926108603492,0.925693615617212,0.887390446537842,0.952183481908797,31.4476919706125,0.00324156511197599,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.65,0,1,20,0.109424330980483,0.95,0.475,1,20,0.05,0.75,0,1,20,0.0993399267798783,1,1,0.95,1,1,0.95,1,1,1,0,0,0,0.937659749582521,0.89381264856532,0.985688545954231,3.86797779775936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0802969338181095,0.0681084720577651,0.108148115687993,24.6933333333333,306.128,20,0.476363636363636,131,1,"SST",0,0,NA,-1.42607260885666,2.70474249400261,0.527248938491843,12.0321729841337,2.44297788655137,4.92520748974889,13.4582455929904,3.74625130370188,3.59245669923198,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep009_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1018.csv",9,"kappa_0.25"
"WST","DC-SBM",8,3,3.576,"app_sparse",0.25,0.0225,2.5,0.16,2.1959442631574,1308,"4;3;4;3;9;5;19;17",0.25,0.421811142181114,1.54211298714453,-1332.04024573407,47.2268017939095,106.284268061564,6.65810411723607,2664.08049146814,94.453603587819,0.202380952380952,408,1.77949628370038,0.402166136787775,2016,33.76,1021,1.5,0.5,0.75,13,1,1,1,0,NA,0.614285714285714,0,1,134.08197145589,0.0421375596876202,1,1,1,0,NA,0.433333333333333,0,1,210,0.0342769159111587,1,1,1,0,NA,0.767326732673267,0,1,160.768314301494,0.0334072583447677,0.910286361231331,0.828307486087167,0.955106617782652,210,0.0022881229952107,1,1,1,0,NA,0.614285714285714,0,1,134.08197145589,0.0421375596876202,1,1,1,0,NA,0.433333333333333,0,1,210,0.0342769159111587,0.961904761904762,0,1,210,0.013241227289875,0.738095238095238,0,1,210,0.0304126844599288,1,1,0.961904761904762,1,1,0.961904761904762,1,1,1,0,0,0,0.948449720563115,0.852679475705434,0.999913457670065,5.92838031761541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0863201050546482,0.0691791639017916,0.163185894512844,24.2826666666667,279.648,210,0.498168498168498,136,3,"SST",-13.4582455929904,3.74625130370188,3.59245669923198,-1.42607260885666,2.70474249400261,0.527248938491843,12.0321729841337,2.44297788655137,4.92520748974889,13.4582455929904,3.74625130370188,3.59245669923198,"output/simulation/raw/DemoOCRPvar_runs/DemoOCRPvar_run_20260605_165336/loo_pointwise/loo_pointwise_rep009_WST_appSparse_WST_K8_kappa_0.25_app_sparse_seed1018.csv",9,"kappa_0.25"
