"gen_model","fit_model","K_target","K_true","K_hat","K_p.mean","K_ci_lo","K_ci_hi","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","hyper_source","mu0","sigma0","tau0","a_kappa_prior","b_kappa_prior","a_eta_prior","b_eta_prior","gamma_gn_prior","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","rep_id","kappa_sd","density","eta_mean","eta_sd","eta_mode"
"DC-SBM","WST",NA,10,6,6.05,2.475,9.525,"misspecified",1.6,0.16,0.7,0.04,3,54,"4;4;9;14;4;3;5;5;6;6",1.6,0.289184051403639,2.54853370518724,-1917.57921704124,51.1515581127036,153.982759861517,10.0788759585573,3835.15843408248,102.303116225407,1,1770,Inf,Inf,1770,3.385,1002,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.309294871794872,0.234855769230769,0.381009615384615,3,0.0444404635380194,0.896296296296296,0.804444444444445,0.994444444444444,3,0.0578537013030122,0.332323232323232,0.301666666666667,0.362121212121212,3,0.0183771771703639,0.921296296296296,0.875694444444444,0.994444444444444,3,0.0395555728949886,0.537037037037037,0.447222222222222,0.658333333333333,3,0.066769468064148,0.657035599583443,0.626508895475198,0.695528690391926,3,0.0214900926992411,0.7,0.65,0.7925,3,0.05,0.216666666666667,0.155,0.25,3,0.0333333333333333,0.45,0.4,0.5425,3,0.05,0.166666666666667,0.15,0.1975,3,0.0166666666666667,0.75,0.7025,0.7975,3,0.0288675134594813,0.433333333333333,0.4,0.495,3,0.0333333333333333,14,10,16.3333333333333,0.7,0.5,0.816666666666667,1,1,1,0,0,0,0.769223826387994,0.670243762707927,0.873686589650487,2.18512526052908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393460855967268,0.342038303881113,0.422739019912442,165.1,415.75,3,0.612,153,2,"SST",-4.86620589856238,6.61041394003558,0.73614238725513,-4.86620589856238,6.61041394003558,0.73614238725513,5.1425216456355,7.52934732843881,0.682997001109496,10.0087275441979,6.98895788308797,1.43207724407915,1,0.4,"kappa_1.6",1,0.1,"GAMMA"
"DC-SBM","SST",NA,10,4,5.2,4,7,"misspecified",1.6,0.16,0.7,0.04,3,54,"4;4;9;14;4;3;5;5;6;6",1.6,0.454712149629451,2.89387290396775,-1912.71301114268,50.5652820586609,133.317407256757,7.30941652822313,3825.42602228535,101.130564117322,1,1770,Inf,Inf,1770,3.354,1003,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,0.944444444444444,0.708333333333333,1,6,0.0555555555555556,0.5,0.03125,0.96875,6,0.144337567297406,0.916666666666667,0.5625,1,6,0.0833333333333333,0.777777777777778,0.302083333333333,1,6,0.121080526209463,0.589636917936477,0.546280041260591,0.615885664357214,6,0.0107887696503429,1,1,1,0,NA,1,1,1,0,NA,0.625,0.28125,1,6,0.125,0.291666666666667,0.03125,0.6875,6,0.100346621489936,0.666666666666667,0.28125,1,6,0.123603308118261,0.541666666666667,0.25,0.96875,6,0.119315175527303,4,2.66666666666667,3,1,0.666666666666667,0.75,1,1,1,0,0,0,0.964676192367459,0.943288906020835,0.990330307491418,0.197646539011009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452817882312795,0.402207027869136,0.501246593904387,196.35,431.6,6,0.59047619047619,124,1,"SST",0,0,NA,-4.86620589856238,6.61041394003558,0.73614238725513,5.1425216456355,7.52934732843881,0.682997001109496,10.0087275441979,6.98895788308797,1.43207724407915,1,0.4,"kappa_1.6",1,0.1,"GAMMA"
"DC-SBM","DC-SBM",NA,10,2,2.2,2,3,"misspecified",1.6,0.16,0.7,0.04,3,54,"4;4;9;14;4;3;5;5;6;6",1.6,0.718011743820838,3.06635406010563,-1922.72173868687,50.0371913952798,107.076290443157,6.10380701362369,3845.44347737375,100.07438279056,1,1770,Inf,Inf,1770,0.862000000000002,1004,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4903328136299,0.363846877990061,0.622712978845054,104.9,212.4,16,0.627329192546584,101,3,"SST",-10.0087275441979,6.98895788308797,1.43207724407915,-4.86620589856238,6.61041394003558,0.73614238725513,5.1425216456355,7.52934732843881,0.682997001109496,10.0087275441979,6.98895788308797,1.43207724407915,1,0.4,"kappa_1.6",1,0.1,"GAMMA"
