"gen_model","K_true","density","hierch","rep_id","scenario_id","theta_ocrp","dgp_partition","dyad_id","i","j","Aij","Aji","Nij","zi_true","zj_true","same_true","elpd_WST","pareto_k_WST","elpd_SST","pareto_k_SST","elpd_DC_SBM","pareto_k_DC_SBM","delta_elpd_WST_minus_SST","delta_elpd_WST_minus_DC","delta_elpd_SST_minus_DC"
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",1,1,2,0,0,0,1,3,FALSE,-0.299076766657317,0.225832138546214,-0.284477990270705,-0.0454392924969359,-0.352935235363663,0.260244518790531,-0.0145987763866113,0.0538584687063466,0.0684572450929579
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",2,1,3,0,1,1,1,7,FALSE,-3.57984544748874,0.550952012389279,-3.56407675660122,0.282556716507452,-3.18115865462187,0.196168424075904,-0.0157686908875192,-0.398686792866869,-0.38291810197935
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",3,2,3,0,0,0,3,7,FALSE,-0.111617126608304,0.38474061708187,-0.106306577395666,0.301347235384052,-0.157756117153594,0.763390932303913,-0.00531054921263863,0.0461389905452902,0.0514495397579289
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",4,1,4,0,0,0,1,6,FALSE,-0.189200485963477,0.139104859510451,-0.172844222014992,0.0880468697915263,-0.18371211872614,0.352494452327037,-0.0163562639484853,-0.00548836723733714,0.0108678967111482
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",5,2,4,0,0,0,3,6,FALSE,-0.179281471414943,0.133452848659602,-0.166235264424189,0.300996742929375,-0.214097783145805,0.500745220455853,-0.0130462069907544,0.0348163117308617,0.0478625187216162
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",6,3,4,0,0,0,7,6,FALSE,-0.0649580664194769,0.211868244907574,-0.0648564728927994,0.246812239935151,-0.10098477829963,0.982157049515296,-0.00010159352667749,0.0360267118801536,0.0361283054068311
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",7,1,5,0,0,0,1,6,FALSE,-0.227097817175822,0.521575948723234,-0.211019024545402,0.424438830360636,-0.21625079326848,0.184901964541022,-0.0160787926304202,-0.0108470239073419,0.00523176872307829
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",8,2,5,0,0,0,3,6,FALSE,-0.217848128826431,0.0878120514641487,-0.203951486634363,0.143947894923989,-0.256833627354542,0.527522610010122,-0.0138966421920683,0.0389854985281106,0.0528821407201789
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",9,3,5,0,0,0,7,6,FALSE,-0.0701704714168399,0.266640828479835,-0.0760729670795337,0.270980254599837,-0.118614145903123,1.22864456960645,0.00590249566269385,0.0484436744862835,0.0425411788235897
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",10,4,5,0,0,0,6,6,TRUE,-0.0949277375165529,0.234860598276623,-0.0980995122762236,0.191984096465469,-0.0940716552663217,0.29009557541829,0.00317177475967068,-0.00085608225023126,-0.00402785700990194
"SST",8,"kappa_0.25","app_sparse",2,"SST_appSparse",2.1959442631574,"OCRP_MIN",11,1,6,0,0,0,1,7,FALSE,-0.227497395686184,-0.00454348569111421,-0.230650201695784,0.211989261599879,-0.239950553724469,0.498841729969599,0.00315280600960044,0.0124531580382854,0.00930035202868496
