source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,favoured_model,dyad_id,i,j,zi_true,zj_true,block_pair,block_distance,Aij,Aji,Nij,total_edges,net_edges,observed_share_ij,pointwise_delta
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1030,40,46,1,2,1-2,1,2,1,3,3,1,0.6666666666666666,1.69706293513056
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,872,11,43,2,1,1-2,1,3,0,3,3,3,1,1.69355462790772
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,780,39,40,4,1,1-4,3,1,2,3,3,-1,0.3333333333333333,-1.57861553232796
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,647,17,37,4,1,1-4,3,1,1,2,2,0,0.5,-1.46457015515031
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,831,11,42,2,2,2-2,0,2,1,3,3,1,0.6666666666666666,1.36764180459426
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,902,41,43,2,1,1-2,1,2,1,3,3,1,0.6666666666666666,1.31282774994909
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1428,50,54,7,3,3-7,4,1,4,5,5,-3,0.2,-1.23345141511481
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,20,5,7,4,3,3-4,1,2,0,2,2,2,1,-1.20201496446276
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,921,18,44,7,3,3-7,4,0,4,4,4,-4,0,-1.10293922067777
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,732,29,39,4,4,4-4,0,2,0,2,2,2,1,-1.06659713025995
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,DC,1627,31,58,7,3,3-7,4,0,4,4,4,-4,0,-0.9610690970847
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,1167,39,49,4,3,3-4,1,0,2,2,2,-2,0,0.938020725348818
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,2006,53,64,3,4,3-4,1,2,0,2,2,2,1,0.92119781130053
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,901,40,43,1,1,1-1,0,1,1,2,2,0,0.5,0.905743121088893
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,435,29,30,4,3,3-4,1,0,2,2,2,-2,0,0.884678974829359
loo_pointwise_rep001_SST_appModerate_SST_K8_kappa_0.6_app_moderate_seed1001.csv,SST,8,kappa_0.6,app_moderate,1,SST_appModerate,2.1959442631574,OCRP_MIN,SST_minus_DC,SST,600,5,36,4,3,3-4,1,0,2,2,2,-2,0,0.866648664626876
